label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2
random,999,112,112_999_260409215351417,4.819528102874756,-9.074024200439453,-0.35913026332855225,-0.21502456068992615,-0.03298672288656235,-0.10384709388017654,5.0900726318359375,-10.390835762023926,0.2992752194404602,-0.455705463886261,0.11850785464048386,-0.13805554807186127,5.260061264038086,-12.265495300292969,0.6871358752250671,-0.4544837474822998,0.11972958594560623,-0.23457226157188416
