label,sub_label,user,file_id,mobile_accel_x0,mobile_accel_y0,mobile_accel_z0,mobile_gyros_x0,mobile_gyros_y0,mobile_gyros_z0,mobile_accel_x1,mobile_accel_y1,mobile_accel_z1,mobile_gyros_x1,mobile_gyros_y1,mobile_gyros_z1,mobile_accel_x2,mobile_accel_y2,mobile_accel_z2,mobile_gyros_x2,mobile_gyros_y2,mobile_gyros_z2,mobile_accel_x3,mobile_accel_y3,mobile_accel_z3,mobile_gyros_x3,mobile_gyros_y3,mobile_gyros_z3,mobile_accel_x4,mobile_accel_y4,mobile_accel_z4,mobile_gyros_x4,mobile_gyros_y4,mobile_gyros_z4,mobile_accel_x5,mobile_accel_y5,mobile_accel_z5,mobile_gyros_x5,mobile_gyros_y5,mobile_gyros_z5,mobile_accel_x6,mobile_accel_y6,mobile_accel_z6,mobile_gyros_x6,mobile_gyros_y6,mobile_gyros_z6,mobile_accel_x7,mobile_accel_y7,mobile_accel_z7,mobile_gyros_x7,mobile_gyros_y7,mobile_gyros_z7,mobile_accel_x8,mobile_accel_y8,mobile_accel_z8,mobile_gyros_x8,mobile_gyros_y8,mobile_gyros_z8,mobile_accel_x9,mobile_accel_y9,mobile_accel_z9,mobile_gyros_x9,mobile_gyros_y9,mobile_gyros_z9,mobile_accel_x10,mobile_accel_y10,mobile_accel_z10,mobile_gyros_x10,mobile_gyros_y10,mobile_gyros_z10,mobile_accel_x11,mobile_accel_y11,mobile_accel_z11,mobile_gyros_x11,mobile_gyros_y11,mobile_gyros_z11,mobile_accel_x12,mobile_accel_y12,mobile_accel_z12,mobile_gyros_x12,mobile_gyros_y12,mobile_gyros_z12,mobile_accel_x13,mobile_accel_y13,mobile_accel_z13,mobile_gyros_x13,mobile_gyros_y13,mobile_gyros_z13,mobile_accel_x14,mobile_accel_y14,mobile_accel_z14,mobile_gyros_x14,mobile_gyros_y14,mobile_gyros_z14,mobile_accel_x15,mobile_accel_y15,mobile_accel_z15,mobile_gyros_x15,mobile_gyros_y15,mobile_gyros_z15,mobile_accel_x16,mobile_accel_y16,mobile_accel_z16,mobile_gyros_x16,mobile_gyros_y16,mobile_gyros_z16,mobile_accel_x17,mobile_accel_y17,mobile_accel_z17,mobile_gyros_x17,mobile_gyros_y17,mobile_gyros_z17,mobile_accel_x18,mobile_accel_y18,mobile_accel_z18,mobile_gyros_x18,mobile_gyros_y18,mobile_gyros_z18,mobile_accel_x19,mobile_accel_y19,mobile_accel_z19,mobile_gyros_x19,mobile_gyros_y19,mobile_gyros_z19,mobile_accel_x20,mobile_accel_y20,mobile_accel_z20,mobile_gyros_x20,mobile_gyros_y20,mobile_gyros_z20,mobile_accel_x21,mobile_accel_y21,mobile_accel_z21,mobile_gyros_x21,mobile_gyros_y21,mobile_gyros_z21,mobile_accel_x22,mobile_accel_y22,mobile_accel_z22,mobile_gyros_x22,mobile_gyros_y22,mobile_gyros_z22,mobile_accel_x23,mobile_accel_y23,mobile_accel_z23,mobile_gyros_x23,mobile_gyros_y23,mobile_gyros_z23
shake,10202,107,107_10202_260409173018646,-2.788236618041992,6.284748554229736,7.674380302429199,0.09911280870437622,0.5306887626647949,0.2646571695804596,-2.775674343109131,6.1704912185668945,6.506682872772217,0.039858926087617874,0.08888082206249237,-0.010079269297420979,-2.8462624549865723,5.822335720062256,5.063212871551514,-0.30283620953559875,-0.4607447683811188,-0.2660316228866577,-2.816950559616089,5.24327278137207,5.560919761657715,-0.577725350856781,-0.3659079968929291,-0.449138343334198,-3.7501513957977295,5.1320061683654785,6.4941205978393555,-0.7745765447616577,-0.14889828860759735,-0.4572322964668274,-4.018745422363281,5.088337421417236,6.926024913787842,-0.9124792814254761,-0.22663083672523499,-0.37751442193984985,-3.7806596755981445,4.935196876525879,6.92183780670166,-0.9161444306373596,-0.4958694875240326,-0.30375251173973083,-3.775874137878418,4.9160542488098145,7.603193759918213,-0.753654420375824,-0.6470585465431213,-0.2813032269477844,-4.359723091125488,4.999204635620117,8.362317085266113,-0.536644697189331,-0.4816668927669525,-0.16905683279037476,-4.23649263381958,4.753342151641846,8.435895919799805,-0.3384190797805786,-0.35506516695022583,-0.0691804364323616,-3.8590247631073,5.157729148864746,8.514859199523926,-0.2626718580722809,-0.3611738085746765,-0.09132428467273712,-4.31306266784668,4.709074974060059,8.508877754211426,-0.24999640882015228,-0.38469210267066956,-0.046883873641490936,-4.013959884643555,4.551148891448975,8.46760082244873,-0.228921577334404,-0.3610210716724396,-0.03634645417332649,-3.6532418727874756,4.735994338989258,8.513663291931152,-0.1311832070350647,-0.21288637816905975,-0.04810560122132301,-3.355933666229248,4.630710124969482,8.279166221618652,-0.06750056147575378,-0.07483093440532684,-0.07254019379615784,-3.4743785858154297,4.450650215148926,7.6600236892700195,-0.17302745580673218,-0.07070759683847427,-0.10720676928758621,-3.5066816806793213,4.612165451049805,7.320242881774902,-0.35384342074394226,-0.22388194501399994,-0.145843967795372,-3.473181962966919,4.59421968460083,7.665407180786133,-0.38927358388900757,-0.3040579557418823,-0.15607595443725586,-3.3655049800872803,4.565505504608154,8.461020469665527,-0.2341139316558838,-0.1766926348209381,-0.14889828860759735,-3.356531858444214,4.5338006019592285,8.68774127960205,-0.10186170041561127,-0.009315688163042068,-0.13927717506885529,-3.386442184448242,4.468596458435059,8.421539306640625,-0.05940660089254379,-0.0010690133785828948,-0.1340848207473755,-3.620938777923584,4.429712772369385,8.073383331298828,-0.10858121514320374,-0.12904518842697144,-0.10873392969369888,-3.644867181777954,4.391427993774414,8.112865447998047,-0.14202606678009033,-0.20601414144039154,-0.05345066636800766,-3.3068809509277344,4.4650068283081055,8.428717613220215,-0.1464548259973526,-0.21319180727005005,-0.035735588520765305
