label,sub_label,user,file_id,mobile_accel_x0,mobile_accel_y0,mobile_accel_z0,mobile_gyros_x0,mobile_gyros_y0,mobile_gyros_z0,mobile_accel_x1,mobile_accel_y1,mobile_accel_z1,mobile_gyros_x1,mobile_gyros_y1,mobile_gyros_z1,mobile_accel_x2,mobile_accel_y2,mobile_accel_z2,mobile_gyros_x2,mobile_gyros_y2,mobile_gyros_z2,mobile_accel_x3,mobile_accel_y3,mobile_accel_z3,mobile_gyros_x3,mobile_gyros_y3,mobile_gyros_z3,mobile_accel_x4,mobile_accel_y4,mobile_accel_z4,mobile_gyros_x4,mobile_gyros_y4,mobile_gyros_z4,mobile_accel_x5,mobile_accel_y5,mobile_accel_z5,mobile_gyros_x5,mobile_gyros_y5,mobile_gyros_z5,mobile_accel_x6,mobile_accel_y6,mobile_accel_z6,mobile_gyros_x6,mobile_gyros_y6,mobile_gyros_z6,mobile_accel_x7,mobile_accel_y7,mobile_accel_z7,mobile_gyros_x7,mobile_gyros_y7,mobile_gyros_z7,mobile_accel_x8,mobile_accel_y8,mobile_accel_z8,mobile_gyros_x8,mobile_gyros_y8,mobile_gyros_z8,mobile_accel_x9,mobile_accel_y9,mobile_accel_z9,mobile_gyros_x9,mobile_gyros_y9,mobile_gyros_z9,mobile_accel_x10,mobile_accel_y10,mobile_accel_z10,mobile_gyros_x10,mobile_gyros_y10,mobile_gyros_z10,mobile_accel_x11,mobile_accel_y11,mobile_accel_z11,mobile_gyros_x11,mobile_gyros_y11,mobile_gyros_z11,mobile_accel_x12,mobile_accel_y12,mobile_accel_z12,mobile_gyros_x12,mobile_gyros_y12,mobile_gyros_z12,mobile_accel_x13,mobile_accel_y13,mobile_accel_z13,mobile_gyros_x13,mobile_gyros_y13,mobile_gyros_z13,mobile_accel_x14,mobile_accel_y14,mobile_accel_z14,mobile_gyros_x14,mobile_gyros_y14,mobile_gyros_z14,mobile_accel_x15,mobile_accel_y15,mobile_accel_z15,mobile_gyros_x15,mobile_gyros_y15,mobile_gyros_z15,mobile_accel_x16,mobile_accel_y16,mobile_accel_z16,mobile_gyros_x16,mobile_gyros_y16,mobile_gyros_z16,mobile_accel_x17,mobile_accel_y17,mobile_accel_z17,mobile_gyros_x17,mobile_gyros_y17,mobile_gyros_z17,mobile_accel_x18,mobile_accel_y18,mobile_accel_z18,mobile_gyros_x18,mobile_gyros_y18,mobile_gyros_z18,mobile_accel_x19,mobile_accel_y19,mobile_accel_z19,mobile_gyros_x19,mobile_gyros_y19,mobile_gyros_z19,mobile_accel_x20,mobile_accel_y20,mobile_accel_z20,mobile_gyros_x20,mobile_gyros_y20,mobile_gyros_z20,mobile_accel_x21,mobile_accel_y21,mobile_accel_z21,mobile_gyros_x21,mobile_gyros_y21,mobile_gyros_z21,mobile_accel_x22,mobile_accel_y22,mobile_accel_z22,mobile_gyros_x22,mobile_gyros_y22,mobile_gyros_z22,mobile_accel_x23,mobile_accel_y23,mobile_accel_z23,mobile_gyros_x23,mobile_gyros_y23,mobile_gyros_z23,mobile_accel_x24,mobile_accel_y24,mobile_accel_z24,mobile_gyros_x24,mobile_gyros_y24,mobile_gyros_z24,mobile_accel_x25,mobile_accel_y25,mobile_accel_z25,mobile_gyros_x25,mobile_gyros_y25,mobile_gyros_z25,mobile_accel_x26,mobile_accel_y26,mobile_accel_z26,mobile_gyros_x26,mobile_gyros_y26,mobile_gyros_z26,mobile_accel_x27,mobile_accel_y27,mobile_accel_z27,mobile_gyros_x27,mobile_gyros_y27,mobile_gyros_z27,mobile_accel_x28,mobile_accel_y28,mobile_accel_z28,mobile_gyros_x28,mobile_gyros_y28,mobile_gyros_z28
random,999,105,105_999_260412181742681,-7.105486869812012,8.513663291931152,4.46979284286499,1.6013820171356201,3.2068874835968018,4.873326301574707,-5.399404525756836,7.237690448760986,5.111069202423096,1.6577342748641968,3.399920701980591,5.499768257141113,-2.916252613067627,5.916254043579102,4.64805793762207,1.6817107200622559,3.246440887451172,5.781224250793457,-0.9188438653945923,5.109872817993164,3.1764719486236572,1.5231913328170776,2.6138904094696045,5.852848052978516,1.3351950645446777,4.11206579208374,2.032104730606079,1.188590168952942,2.0657920837402344,5.858193397521973,4.284946918487549,3.2829527854919434,2.2235305309295654,0.8162680864334106,1.8813108205795288,5.583762168884277,6.559325218200684,2.4149563312530518,2.6464617252349854,0.6407971382141113,1.528230905532837,5.076591968536377,8.051250457763672,1.8598214387893677,2.6147570610046387,0.593149721622467,1.022740364074707,4.602713584899902,9.29731273651123,1.482353687286377,2.207977056503296,0.4277580678462982,0.7877101302146912,4.101193428039551,9.994221687316895,1.0402796268463135,1.9728822708129883,0.1594357043504715,0.630107045173645,3.61021089553833,11.114063262939453,0.9846464991569519,2.2749760150909424,-0.04535670951008797,0.28695371747016907,3.0938773155212402,12.07777214050293,1.0432707071304321,2.5250260829925537,-0.1533270627260208,-0.17623448371887207,2.4601051807403564,12.171690940856934,0.7740781307220459,2.978466033935547,-0.11743875592947006,-0.43600472807884216,1.9161300659179688,12.20219898223877,-0.10887342691421509,3.377469062805176,0.10797034949064255,-0.28038692474365234,1.5746567249298096,13.211372375488281,-0.24227328598499298,3.850649833679199,0.31932955980300903,0.3923279047012329,1.1406372785568237,13.398012161254883,-0.5455635786056519,3.298506021499634,0.3903425931930542,0.500298261642456,0.6412553191184998,13.98365592956543,-1.2759727239608765,1.719243049621582,0.1003345400094986,-0.13530655205249786,0.10461059212684631,14.732010841369629,-1.0301101207733154,1.7114664316177368,-0.28527384996414185,-0.5054906010627747,-0.6496546864509583,14.189437866210938,-1.3028919696807861,1.9830517768859863,-0.5749764442443848,-0.7063124179840088,-1.4063634872436523,13.207184791564941,-1.8903298377990723,1.9555343389511108,-0.8553634285926819,-1.0154099464416504,-1.9523237943649292,12.607184410095215,-1.9657038450241089,2.417947292327881,-1.0514509677886963,-1.3081669807434082,-2.43689227104187,11.740982055664062,-1.6462619304656982,3.5030922889709473,-0.8651372194290161,-1.3978112936019897,-2.8788530826568604,10.630114555358887,-1.0863415002822876,3.8733816146850586,-0.45616328716278076,-1.28556489944458,-3.2230753898620605,9.393025398254395,-0.4989035129547119,3.4229328632354736,-0.12736530601978302,-0.957683265209198,-3.4833037853240967,7.8388872146606445,0.020338991656899452,2.434697151184082,0.013897174037992954,-0.8213077187538147,-3.6086835861206055,6.5180487632751465,0.719641387462616,1.7150555849075317,0.07330377399921417,-1.0725258588790894,-3.6305220127105713,5.315655708312988,1.6522440910339355,1.5134602785110474,0.17104214429855347,-1.3799434900283813,-3.563021659851074,4.395017147064209,2.2845473289489746,0.9649057388305664,0.2606865465641022,-1.591302752494812,-3.3577709197998047,4.569094657897949,3.0005996227264404,0.22791635990142822,0.29046618938446045,-1.3225222826004028,-3.253007650375366
