label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2,watch_accel_x3,watch_accel_y3,watch_accel_z3,watch_gyros_x3,watch_gyros_y3,watch_gyros_z3,watch_accel_x4,watch_accel_y4,watch_accel_z4,watch_gyros_x4,watch_gyros_y4,watch_gyros_z4,watch_accel_x5,watch_accel_y5,watch_accel_z5,watch_gyros_x5,watch_gyros_y5,watch_gyros_z5,watch_accel_x6,watch_accel_y6,watch_accel_z6,watch_gyros_x6,watch_gyros_y6,watch_gyros_z6,watch_accel_x7,watch_accel_y7,watch_accel_z7,watch_gyros_x7,watch_gyros_y7,watch_gyros_z7,watch_accel_x8,watch_accel_y8,watch_accel_z8,watch_gyros_x8,watch_gyros_y8,watch_gyros_z8,watch_accel_x9,watch_accel_y9,watch_accel_z9,watch_gyros_x9,watch_gyros_y9,watch_gyros_z9,watch_accel_x10,watch_accel_y10,watch_accel_z10,watch_gyros_x10,watch_gyros_y10,watch_gyros_z10,watch_accel_x11,watch_accel_y11,watch_accel_z11,watch_gyros_x11,watch_gyros_y11,watch_gyros_z11,watch_accel_x12,watch_accel_y12,watch_accel_z12,watch_gyros_x12,watch_gyros_y12,watch_gyros_z12,watch_accel_x13,watch_accel_y13,watch_accel_z13,watch_gyros_x13,watch_gyros_y13,watch_gyros_z13
random,999,202,202_999_260412121453917,-4.611232280731201,-4.367023944854736,-7.709329605102539,0.11484266817569733,0.05253441259264946,-0.09773843735456467,-4.656722068786621,-4.4077253341674805,-7.51779317855835,0.09040805697441101,0.06352998316287994,-0.11362093687057495,-4.639962673187256,-4.596867084503174,-7.524975776672363,0.09651670604944229,0.06230825558304787,-0.11850785464048386,-4.5825018882751465,-4.702212333679199,-7.675810813903809,0.10018189996480942,0.04642575979232788,-0.11728613078594208,-4.244919776916504,-4.606443881988525,-7.534552574157715,0.08429940044879913,0.06352998316287994,-0.14416420459747314,-4.168305397033691,-4.587290287017822,-7.228095054626465,0.09651670604944229,0.1869247704744339,-0.19792033731937408,-4.247313976287842,-4.60165548324585,-7.223306655883789,0.08918632566928864,0.2370157092809677,-0.2370157092809677,-4.570530891418457,-4.747702121734619,-7.292738437652588,0.18570303916931152,0.20891591906547546,-0.2565633952617645,-4.546588897705078,-4.817133903503418,-7.41484260559082,0.33108896017074585,0.20525072515010834,-0.26145032048225403,-4.197035789489746,-4.934449672698975,-7.4770917892456055,0.42149701714515686,0.2565633952617645,-0.2565633952617645,-3.998316764831543,-4.9799394607543945,-7.642292022705078,0.3799581825733185,0.2785545587539673,-0.29077184200286865,-3.914519786834717,-4.994304656982422,-7.709329605102539,0.3530801236629486,0.28099802136421204,-0.3225368559360504,-3.7660791873931885,-5.193023681640625,-7.556100368499756,0.33719760179519653,0.2675589919090271,-0.3090978264808655,-3.9025487899780273,-5.032611846923828,-7.194576263427734,0.26145032048225403,0.2480112910270691,-0.3396410644054413
