label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2
shake,10201,111,111_10201_260409212416569,-6.303933143615723,-6.818686485290527,-4.180276393890381,0.2675589919090271,0.1466076523065567,0.22602014243602753,-6.457161903381348,-8.01339340209961,-3.512293815612793,0.3384193480014801,0.17104226350784302,0.26511552929878235,-6.493074893951416,-10.381258964538574,-3.426102638244629,0.4202753007411957,0.23579397797584534,0.5534439086914062
