label,sub_label,user,file_id,mobile_accel_x0,mobile_accel_y0,mobile_accel_z0,mobile_gyros_x0,mobile_gyros_y0,mobile_gyros_z0,mobile_accel_x1,mobile_accel_y1,mobile_accel_z1,mobile_gyros_x1,mobile_gyros_y1,mobile_gyros_z1,mobile_accel_x2,mobile_accel_y2,mobile_accel_z2,mobile_gyros_x2,mobile_gyros_y2,mobile_gyros_z2,mobile_accel_x3,mobile_accel_y3,mobile_accel_z3,mobile_gyros_x3,mobile_gyros_y3,mobile_gyros_z3,mobile_accel_x4,mobile_accel_y4,mobile_accel_z4,mobile_gyros_x4,mobile_gyros_y4,mobile_gyros_z4,mobile_accel_x5,mobile_accel_y5,mobile_accel_z5,mobile_gyros_x5,mobile_gyros_y5,mobile_gyros_z5,mobile_accel_x6,mobile_accel_y6,mobile_accel_z6,mobile_gyros_x6,mobile_gyros_y6,mobile_gyros_z6,mobile_accel_x7,mobile_accel_y7,mobile_accel_z7,mobile_gyros_x7,mobile_gyros_y7,mobile_gyros_z7,mobile_accel_x8,mobile_accel_y8,mobile_accel_z8,mobile_gyros_x8,mobile_gyros_y8,mobile_gyros_z8,mobile_accel_x9,mobile_accel_y9,mobile_accel_z9,mobile_gyros_x9,mobile_gyros_y9,mobile_gyros_z9,mobile_accel_x10,mobile_accel_y10,mobile_accel_z10,mobile_gyros_x10,mobile_gyros_y10,mobile_gyros_z10,mobile_accel_x11,mobile_accel_y11,mobile_accel_z11,mobile_gyros_x11,mobile_gyros_y11,mobile_gyros_z11,mobile_accel_x12,mobile_accel_y12,mobile_accel_z12,mobile_gyros_x12,mobile_gyros_y12,mobile_gyros_z12,mobile_accel_x13,mobile_accel_y13,mobile_accel_z13,mobile_gyros_x13,mobile_gyros_y13,mobile_gyros_z13,mobile_accel_x14,mobile_accel_y14,mobile_accel_z14,mobile_gyros_x14,mobile_gyros_y14,mobile_gyros_z14,mobile_accel_x15,mobile_accel_y15,mobile_accel_z15,mobile_gyros_x15,mobile_gyros_y15,mobile_gyros_z15,mobile_accel_x16,mobile_accel_y16,mobile_accel_z16,mobile_gyros_x16,mobile_gyros_y16,mobile_gyros_z16,mobile_accel_x17,mobile_accel_y17,mobile_accel_z17,mobile_gyros_x17,mobile_gyros_y17,mobile_gyros_z17,mobile_accel_x18,mobile_accel_y18,mobile_accel_z18,mobile_gyros_x18,mobile_gyros_y18,mobile_gyros_z18,mobile_accel_x19,mobile_accel_y19,mobile_accel_z19,mobile_gyros_x19,mobile_gyros_y19,mobile_gyros_z19,mobile_accel_x20,mobile_accel_y20,mobile_accel_z20,mobile_gyros_x20,mobile_gyros_y20,mobile_gyros_z20,mobile_accel_x21,mobile_accel_y21,mobile_accel_z21,mobile_gyros_x21,mobile_gyros_y21,mobile_gyros_z21,mobile_accel_x22,mobile_accel_y22,mobile_accel_z22,mobile_gyros_x22,mobile_gyros_y22,mobile_gyros_z22,mobile_accel_x23,mobile_accel_y23,mobile_accel_z23,mobile_gyros_x23,mobile_gyros_y23,mobile_gyros_z23,mobile_accel_x24,mobile_accel_y24,mobile_accel_z24,mobile_gyros_x24,mobile_gyros_y24,mobile_gyros_z24
random,999,203,203_999_260412124150745,2.0997018814086914,7.612166881561279,5.608776092529297,-1.4237730503082275,-4.852862358093262,-3.076162338256836,0.5706881880760193,6.660421848297119,6.529414653778076,-1.697135090827942,-5.225490093231201,-3.12701678276062,-0.4342973232269287,4.863411903381348,11.097911834716797,-1.7446298599243164,-3.9944448471069336,-2.4943137168884277,-0.1704886108636856,3.6436707973480225,11.651251792907715,-1.8087706565856934,-2.1171045303344727,-1.463021159172058,-0.5802595019340515,5.225924491882324,8.673383712768555,-1.3842196464538574,-1.570227861404419,-0.7528908252716064,0.19262222945690155,5.339583873748779,10.536794662475586,-0.5209149122238159,-1.080161690711975,-0.4286743700504303,0.7226324677467346,5.052444934844971,10.220941543579102,0.08796452730894089,-0.5731438994407654,-0.2629773020744324,1.3561322689056396,5.994618892669678,5.422136306762695,-0.37843072414398193,-0.53221595287323,-0.36285367608070374,1.3812568187713623,6.2871413230896,5.549553871154785,-0.6663007736206055,-0.9088140726089478,-0.6436987519264221,0.5964110493659973,5.489135265350342,6.832705020904541,-0.8533781170845032,-0.8538362383842468,-0.5371028780937195,0.020937198773026466,4.969294548034668,8.204390525817871,-0.7693842053413391,-0.5523744821548462,-0.3228420317173004,0.23449662327766418,4.7473602294921875,8.863015174865723,-0.5235111117362976,-0.42103853821754456,-0.17592905461788177,0.906281590461731,4.622933387756348,9.254241943359375,-0.20708316564559937,-0.2994764447212219,-0.14599667489528656,1.2987045049667358,4.463810443878174,9.028717994689941,0.03176496922969818,-0.10980294644832611,-0.13515383005142212,1.2999008893966675,4.474578380584717,8.648857116699219,0.16569706797599792,-0.0015271619195118546,-0.141262486577034,1.1359925270080566,4.752145767211914,8.199604988098145,0.2467893660068512,-0.11835505068302155,-0.18310672044754028,0.9511470198631287,5.039284706115723,8.307880401611328,0.2759581506252289,-0.2816086709499359,-0.2467893660068512,0.486939400434494,5.172086238861084,8.496315002441406,0.22999058663845062,-0.23518294095993042,-0.2565632164478302,0.4462614357471466,5.364708423614502,8.175078392028809,0.14523309469223022,-0.11866047978401184,-0.23518294095993042,0.44327038526535034,5.487340450286865,8.038687705993652,0.10613775253295898,-0.09346231073141098,-0.22434009611606598,0.6065805554389954,5.571687698364258,7.898109436035156,0.0642935186624527,-0.08139773458242416,-0.2695440948009491,0.5108676552772522,5.511268615722656,7.784450054168701,-0.05070177838206291,-0.06383536756038666,-0.2571740746498108,0.42771705985069275,5.454439163208008,8.084151268005371,-0.07864884287118912,-0.09117157012224197,-0.21685700118541718,0.5324030518531799,5.330012321472168,8.572287559509277,0.0769689604640007,-0.0435241162776947,-0.19990549981594086,0.7310073375701904,5.291129112243652,8.522037506103516,0.24831652641296387,0.0639880821108818,-0.18677189946174622
