label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2,watch_accel_x3,watch_accel_y3,watch_accel_z3,watch_gyros_x3,watch_gyros_y3,watch_gyros_z3,watch_accel_x4,watch_accel_y4,watch_accel_z4,watch_gyros_x4,watch_gyros_y4,watch_gyros_z4,watch_accel_x5,watch_accel_y5,watch_accel_z5,watch_gyros_x5,watch_gyros_y5,watch_gyros_z5,watch_accel_x6,watch_accel_y6,watch_accel_z6,watch_gyros_x6,watch_gyros_y6,watch_gyros_z6,watch_accel_x7,watch_accel_y7,watch_accel_z7,watch_gyros_x7,watch_gyros_y7,watch_gyros_z7,watch_accel_x8,watch_accel_y8,watch_accel_z8,watch_gyros_x8,watch_gyros_y8,watch_gyros_z8,watch_accel_x9,watch_accel_y9,watch_accel_z9,watch_gyros_x9,watch_gyros_y9,watch_gyros_z9,watch_accel_x10,watch_accel_y10,watch_accel_z10,watch_gyros_x10,watch_gyros_y10,watch_gyros_z10,watch_accel_x11,watch_accel_y11,watch_accel_z11,watch_gyros_x11,watch_gyros_y11,watch_gyros_z11,watch_accel_x12,watch_accel_y12,watch_accel_z12,watch_gyros_x12,watch_gyros_y12,watch_gyros_z12
shake,10301,203,203_10301_260412123158147,-0.6272808313369751,-2.406172752380371,-9.979032516479492,0.29565876722335815,-0.45814892649650574,0.5106833577156067,-0.9911994934082031,-1.2330138683319092,-9.41639518737793,0.00855211354792118,-0.34697145223617554,0.5473352670669556,-2.255337953567505,-3.155557870864868,-7.311892032623291,0.2932153046131134,-0.11728613078594208,0.7660250067710876,-2.6647465229034424,-5.549759387969971,-8.992621421813965,0.5583308339118958,-0.04398229718208313,0.7745771408081055,-2.7030537128448486,-5.468356609344482,-8.166622161865234,0.9419541954994202,-0.24190263450145721,0.9651671051979065,-1.9033904075622559,-3.162740468978882,-8.178592681884766,1.1166616678237915,-0.5937610268592834,1.06657075881958,-1.623268723487854,-2.499546527862549,-8.686163902282715,1.037249207496643,-0.5607742667198181,1.1716395616531372,-1.6974890232086182,-3.0573954582214355,-9.162610054016113,0.7476990818977356,-0.42271876335144043,1.33168625831604,-2.0829553604125977,-3.780444383621216,-8.822632789611816,0.5900958180427551,-0.3445279896259308,1.4489723443984985,-2.31758713722229,-4.462791919708252,-9.557653427124023,0.48380526900291443,-0.2919935882091522,1.5442672967910767,-2.3487119674682617,-4.477157115936279,-9.964667320251465,0.2981022298336029,-0.17348572611808777,1.6872098445892334,-2.3080103397369385,-4.8722004890441895,-11.171344757080078,0.31154128909111023,-0.02932153269648552,1.7678439617156982,-2.540247917175293,-5.657498836517334,-10.766724586486816,1.0445796251296997,0.3188716471195221,1.9364428520202637
