label,sub_label,user,file_id,mobile_accel_x0,mobile_accel_y0,mobile_accel_z0,mobile_gyros_x0,mobile_gyros_y0,mobile_gyros_z0,mobile_accel_x1,mobile_accel_y1,mobile_accel_z1,mobile_gyros_x1,mobile_gyros_y1,mobile_gyros_z1,mobile_accel_x2,mobile_accel_y2,mobile_accel_z2,mobile_gyros_x2,mobile_gyros_y2,mobile_gyros_z2,mobile_accel_x3,mobile_accel_y3,mobile_accel_z3,mobile_gyros_x3,mobile_gyros_y3,mobile_gyros_z3,mobile_accel_x4,mobile_accel_y4,mobile_accel_z4,mobile_gyros_x4,mobile_gyros_y4,mobile_gyros_z4,mobile_accel_x5,mobile_accel_y5,mobile_accel_z5,mobile_gyros_x5,mobile_gyros_y5,mobile_gyros_z5,mobile_accel_x6,mobile_accel_y6,mobile_accel_z6,mobile_gyros_x6,mobile_gyros_y6,mobile_gyros_z6,mobile_accel_x7,mobile_accel_y7,mobile_accel_z7,mobile_gyros_x7,mobile_gyros_y7,mobile_gyros_z7,mobile_accel_x8,mobile_accel_y8,mobile_accel_z8,mobile_gyros_x8,mobile_gyros_y8,mobile_gyros_z8,mobile_accel_x9,mobile_accel_y9,mobile_accel_z9,mobile_gyros_x9,mobile_gyros_y9,mobile_gyros_z9,mobile_accel_x10,mobile_accel_y10,mobile_accel_z10,mobile_gyros_x10,mobile_gyros_y10,mobile_gyros_z10
random,999,202,202_999_260412121241453,0.8506484627723694,3.5641093254089355,9.754940032958984,-0.9601266980171204,0.2315177470445633,-0.754570722579956,1.2047861814498901,1.3992030620574951,10.906485557556152,-0.06582067906856537,-0.15897755324840546,-0.8628464937210083,-0.06699903309345245,2.1756739616394043,11.526824951171875,0.5071704983711243,-0.3019199073314667,-0.7038689255714417,-0.38285163044929504,4.061816215515137,10.540982246398926,0.7629700899124146,-0.40576693415641785,-0.4955640435218811,0.3206382393836975,4.591228485107422,9.261420249938965,0.6656898856163025,-0.37522369623184204,-0.4091266989707947,0.3858426511287689,5.169693470001221,8.028517723083496,0.2556469142436981,-0.2790125012397766,-0.45875945687294006,0.2189432680606842,5.111069202423096,7.389036178588867,-0.15378521382808685,-0.24862197041511536,-0.4967857897281647,-0.046061836183071136,4.398007869720459,7.2681989669799805,-0.35475972294807434,-0.516791582107544,-0.46456265449523926,0.06699903309345245,4.358526229858398,7.593024253845215,-0.3491092324256897,-0.9912807941436768,-0.3851502537727356,-0.900897741317749,2.843869686126709,11.315059661865234,0.05513054504990578,-0.9106466770172119,-0.13912445306777954,0.10408778488636017,4.329812526702881,11.20499038696289,0.6116283535957336,-1.0024291276931763,-0.10705405473709106
