label,sub_label,user,file_id,mobile_accel_x0,mobile_accel_y0,mobile_accel_z0,mobile_gyros_x0,mobile_gyros_y0,mobile_gyros_z0,mobile_accel_x1,mobile_accel_y1,mobile_accel_z1,mobile_gyros_x1,mobile_gyros_y1,mobile_gyros_z1,mobile_accel_x2,mobile_accel_y2,mobile_accel_z2,mobile_gyros_x2,mobile_gyros_y2,mobile_gyros_z2,mobile_accel_x3,mobile_accel_y3,mobile_accel_z3,mobile_gyros_x3,mobile_gyros_y3,mobile_gyros_z3,mobile_accel_x4,mobile_accel_y4,mobile_accel_z4,mobile_gyros_x4,mobile_gyros_y4,mobile_gyros_z4,mobile_accel_x5,mobile_accel_y5,mobile_accel_z5,mobile_gyros_x5,mobile_gyros_y5,mobile_gyros_z5,mobile_accel_x6,mobile_accel_y6,mobile_accel_z6,mobile_gyros_x6,mobile_gyros_y6,mobile_gyros_z6,mobile_accel_x7,mobile_accel_y7,mobile_accel_z7,mobile_gyros_x7,mobile_gyros_y7,mobile_gyros_z7,mobile_accel_x8,mobile_accel_y8,mobile_accel_z8,mobile_gyros_x8,mobile_gyros_y8,mobile_gyros_z8,mobile_accel_x9,mobile_accel_y9,mobile_accel_z9,mobile_gyros_x9,mobile_gyros_y9,mobile_gyros_z9,mobile_accel_x10,mobile_accel_y10,mobile_accel_z10,mobile_gyros_x10,mobile_gyros_y10,mobile_gyros_z10,mobile_accel_x11,mobile_accel_y11,mobile_accel_z11,mobile_gyros_x11,mobile_gyros_y11,mobile_gyros_z11,mobile_accel_x12,mobile_accel_y12,mobile_accel_z12,mobile_gyros_x12,mobile_gyros_y12,mobile_gyros_z12,mobile_accel_x13,mobile_accel_y13,mobile_accel_z13,mobile_gyros_x13,mobile_gyros_y13,mobile_gyros_z13,mobile_accel_x14,mobile_accel_y14,mobile_accel_z14,mobile_gyros_x14,mobile_gyros_y14,mobile_gyros_z14,mobile_accel_x15,mobile_accel_y15,mobile_accel_z15,mobile_gyros_x15,mobile_gyros_y15,mobile_gyros_z15,mobile_accel_x16,mobile_accel_y16,mobile_accel_z16,mobile_gyros_x16,mobile_gyros_y16,mobile_gyros_z16,mobile_accel_x17,mobile_accel_y17,mobile_accel_z17,mobile_gyros_x17,mobile_gyros_y17,mobile_gyros_z17,mobile_accel_x18,mobile_accel_y18,mobile_accel_z18,mobile_gyros_x18,mobile_gyros_y18,mobile_gyros_z18,mobile_accel_x19,mobile_accel_y19,mobile_accel_z19,mobile_gyros_x19,mobile_gyros_y19,mobile_gyros_z19,mobile_accel_x20,mobile_accel_y20,mobile_accel_z20,mobile_gyros_x20,mobile_gyros_y20,mobile_gyros_z20
random,999,202,202_999_260412121450851,1.836491346359253,5.492724418640137,6.3122663497924805,-2.57891845703125,1.8887939453125,-0.34727662801742554,1.461416482925415,5.3694939613342285,7.9585280418396,-2.489274024963379,1.4062107801437378,-0.5114465355873108,1.4949159622192383,4.742574691772461,8.989236831665039,-2.1281001567840576,0.952949047088623,-0.7605266571044922,1.4177473783493042,3.88594388961792,9.598808288574219,-1.7597486972808838,0.6438514590263367,-1.0089958906173706,1.0660024881362915,3.1280174255371094,9.961918830871582,-1.4677553176879883,0.5077813267707825,-1.1992802619934082,0.4289134442806244,2.5088746547698975,9.958928108215332,-1.3164136409759521,0.4987711012363434,-1.3087778091430664,-0.2841476798057556,1.9130617380142212,9.805787086486816,-1.3098467588424683,0.5557342171669006,-1.295338749885559,-0.8602197170257568,1.456630825996399,9.893125534057617,-1.3217586278915405,0.6128500699996948,-1.1934770345687866,-1.2299108505249023,1.1312068700790405,10.02592658996582,-1.2692242860794067,0.6560688018798828,-1.0862703323364258,-1.588834285736084,0.8135597109794617,10.139585494995117,-1.1722495555877686,0.6827940940856934,-1.029459834098816,-2.053041934967041,0.4342973232269287,10.123434066772461,-1.0247256755828857,0.6791289448738098,-0.994640588760376,-2.561516523361206,0.10648060590028763,9.890732765197754,-0.8610138893127441,0.601396381855011,-0.9170607328414917,-2.954537868499756,-0.13040883839130402,9.680164337158203,-0.7368556261062622,0.4520399272441864,-0.7802270650863647,-3.142972469329834,-0.251844584941864,9.658628463745117,-0.6357575058937073,0.26389357447624207,-0.6407971382141113,-3.094517946243286,-0.26979073882102966,9.805787086486816,-0.5079340934753418,0.08536835014820099,-0.5508472919464111,-2.973680257797241,-0.2632105052471161,9.908080101013184,-0.3633118271827698,-0.06963858753442764,-0.5108356475830078,-2.8390841484069824,-0.35413774847984314,9.958928108215332,-0.25763222575187683,-0.17608177661895752,-0.48044514656066895,-2.7984061241149902,-0.4163511395454407,10.04985523223877,-0.20861032605171204,-0.18173226714134216,-0.47754353284835815,-2.89172625541687,-0.6652047038078308,10.032506942749023,-0.19043709337711334,-0.13194678723812103,-0.4355465769767761,-2.9383862018585205,-0.989432156085968,9.858428955078125,-0.2078467458486557,-0.12767073512077332,-0.3133736252784729,-2.8965117931365967,-1.0492527484893799,9.90149974822998,-0.24785839021205902,-0.16310089826583862,-0.16569706797599792
