label,sub_label,user,file_id,acc_magnitude_band1_energy,acc_magnitude_band2_energy,acc_magnitude_band3_energy,acc_magnitude_band4_energy,acc_magnitude_spectral_bandwidth,acc_magnitude_spectral_centroid,acc_magnitude_spectral_entropy,acc_magnitude_total_energy,acc_x_band1_energy,acc_x_band2_energy,acc_x_band3_energy,acc_x_band4_energy,acc_x_spectral_bandwidth,acc_x_spectral_centroid,acc_x_spectral_entropy,acc_x_total_energy,acc_y_band1_energy,acc_y_band2_energy,acc_y_band3_energy,acc_y_band4_energy,acc_y_spectral_bandwidth,acc_y_spectral_centroid,acc_y_spectral_entropy,acc_y_total_energy,acc_z_band1_energy,acc_z_band2_energy,acc_z_band3_energy,acc_z_band4_energy,acc_z_spectral_bandwidth,acc_z_spectral_centroid,acc_z_spectral_entropy,acc_z_total_energy,gyro_magnitude_band1_energy,gyro_magnitude_band2_energy,gyro_magnitude_band3_energy,gyro_magnitude_band4_energy,gyro_magnitude_spectral_bandwidth,gyro_magnitude_spectral_centroid,gyro_magnitude_spectral_entropy,gyro_magnitude_total_energy,gyro_x_band1_energy,gyro_x_band2_energy,gyro_x_band3_energy,gyro_x_band4_energy,gyro_x_spectral_bandwidth,gyro_x_spectral_centroid,gyro_x_spectral_entropy,gyro_x_total_energy,gyro_y_band1_energy,gyro_y_band2_energy,gyro_y_band3_energy,gyro_y_band4_energy,gyro_y_spectral_bandwidth,gyro_y_spectral_centroid,gyro_y_spectral_entropy,gyro_y_total_energy,gyro_z_band1_energy,gyro_z_band2_energy,gyro_z_band3_energy,gyro_z_band4_energy,gyro_z_spectral_bandwidth,gyro_z_spectral_centroid,gyro_z_spectral_entropy,gyro_z_total_energy
random,999,203,203_999_260412124137721,0.24927193,0.71272665,0.025935508,0.012066051,1.6720115,2.653292,4.7528443,1.0000002,0.19540441,0.49198347,0.28835988,0.02425197,2.4861217,4.0276027,5.7443457,0.9999997,0.10496399,0.86303896,0.02308444,0.008912562,1.3096395,2.8667383,4.3597527,1.0000004,0.14407703,0.7964345,0.04296435,0.016523875,1.643538,2.970539,4.585402,0.99999964,0.80639666,0.08964026,0.09630897,0.00765404,2.0935423,1.8612103,3.8051152,1.0000002,0.17572008,0.6774177,0.118649945,0.028212434,2.28296,3.4682028,5.3734946,1.0000005,0.25962046,0.7222551,0.013283513,0.004841225,1.0377237,2.4647207,4.163991,1.0000002,0.1795144,0.8057876,0.013020948,0.0016767452,0.8226034,2.6051786,4.258668,0.99999994
