label,sub_label,user,file_id,mobile_accel_x0,mobile_accel_y0,mobile_accel_z0,mobile_gyros_x0,mobile_gyros_y0,mobile_gyros_z0,mobile_accel_x1,mobile_accel_y1,mobile_accel_z1,mobile_gyros_x1,mobile_gyros_y1,mobile_gyros_z1,mobile_accel_x2,mobile_accel_y2,mobile_accel_z2,mobile_gyros_x2,mobile_gyros_y2,mobile_gyros_z2,mobile_accel_x3,mobile_accel_y3,mobile_accel_z3,mobile_gyros_x3,mobile_gyros_y3,mobile_gyros_z3,mobile_accel_x4,mobile_accel_y4,mobile_accel_z4,mobile_gyros_x4,mobile_gyros_y4,mobile_gyros_z4,mobile_accel_x5,mobile_accel_y5,mobile_accel_z5,mobile_gyros_x5,mobile_gyros_y5,mobile_gyros_z5,mobile_accel_x6,mobile_accel_y6,mobile_accel_z6,mobile_gyros_x6,mobile_gyros_y6,mobile_gyros_z6,mobile_accel_x7,mobile_accel_y7,mobile_accel_z7,mobile_gyros_x7,mobile_gyros_y7,mobile_gyros_z7,mobile_accel_x8,mobile_accel_y8,mobile_accel_z8,mobile_gyros_x8,mobile_gyros_y8,mobile_gyros_z8,mobile_accel_x9,mobile_accel_y9,mobile_accel_z9,mobile_gyros_x9,mobile_gyros_y9,mobile_gyros_z9,mobile_accel_x10,mobile_accel_y10,mobile_accel_z10,mobile_gyros_x10,mobile_gyros_y10,mobile_gyros_z10,mobile_accel_x11,mobile_accel_y11,mobile_accel_z11,mobile_gyros_x11,mobile_gyros_y11,mobile_gyros_z11,mobile_accel_x12,mobile_accel_y12,mobile_accel_z12,mobile_gyros_x12,mobile_gyros_y12,mobile_gyros_z12,mobile_accel_x13,mobile_accel_y13,mobile_accel_z13,mobile_gyros_x13,mobile_gyros_y13,mobile_gyros_z13,mobile_accel_x14,mobile_accel_y14,mobile_accel_z14,mobile_gyros_x14,mobile_gyros_y14,mobile_gyros_z14,mobile_accel_x15,mobile_accel_y15,mobile_accel_z15,mobile_gyros_x15,mobile_gyros_y15,mobile_gyros_z15,mobile_accel_x16,mobile_accel_y16,mobile_accel_z16,mobile_gyros_x16,mobile_gyros_y16,mobile_gyros_z16,mobile_accel_x17,mobile_accel_y17,mobile_accel_z17,mobile_gyros_x17,mobile_gyros_y17,mobile_gyros_z17,mobile_accel_x18,mobile_accel_y18,mobile_accel_z18,mobile_gyros_x18,mobile_gyros_y18,mobile_gyros_z18,mobile_accel_x19,mobile_accel_y19,mobile_accel_z19,mobile_gyros_x19,mobile_gyros_y19,mobile_gyros_z19,mobile_accel_x20,mobile_accel_y20,mobile_accel_z20,mobile_gyros_x20,mobile_gyros_y20,mobile_gyros_z20,mobile_accel_x21,mobile_accel_y21,mobile_accel_z21,mobile_gyros_x21,mobile_gyros_y21,mobile_gyros_z21,mobile_accel_x22,mobile_accel_y22,mobile_accel_z22,mobile_gyros_x22,mobile_gyros_y22,mobile_gyros_z22
shake,10201,107,107_10201_260409172614700,-0.5156532526016235,-0.8249256014823914,16.205989837646484,-0.2484692484140396,0.11163553595542908,1.1644610166549683,0.34277185797691345,-0.503689169883728,14.870196342468262,0.20418155193328857,-0.043829549103975296,0.9790635108947754,0.6047859191894531,-0.15613168478012085,13.63609790802002,0.42271843552589417,-0.16798780858516693,0.7728966474533081,0.50129634141922,0.0526420995593071,12.65025520324707,0.6415607333183289,-0.347582072019577,0.6733257174491882,0.5742774605751038,0.22372891008853912,11.542976379394531,0.8724676370620728,-0.4848739206790924,0.6466003656387329,0.867398202419281,0.5072783827781677,10.187442779541016,0.9873101711273193,-0.45769044756889343,0.6443096399307251,1.113858938217163,0.8243274092674255,8.974879264831543,0.9272927641868591,-0.28008151054382324,0.6385064125061035,1.2999008893966675,1.165902853012085,8.161319732666016,0.7718276381492615,-0.0824667438864708,0.6447677612304688,1.4691931009292603,1.420140266418457,7.703692436218262,0.5633700489997864,0.044440411031246185,0.6482802629470825,1.5780665874481201,1.5326029062271118,7.557730197906494,0.2977965772151947,0.0798705667257309,0.6458367705345154,1.6414763927459717,1.5248262882232666,7.854440212249756,0.039858926087617874,0.015577051788568497,0.6299542784690857,1.8837496042251587,1.451246976852417,8.548358917236328,-0.0642935186624527,-0.061850059777498245,0.5769617557525635,2.2169501781463623,1.4919248819351196,9.06999397277832,0.010537417605519295,-0.004428769461810589,0.4557051360607147,2.3084757328033447,1.6689938306808472,8.93838882446289,0.06475166976451874,0.143553227186203,0.3318522870540619,2.0129621028900146,1.6977076530456543,8.586644172668457,-0.0102319847792387,0.22647811472415924,0.3078758418560028,1.898106575012207,1.7371892929077148,8.694320678710938,-0.1562286615371704,0.27091851830482483,0.35811948776245117,2.014756679534912,1.5966109037399292,9.21834945678711,-0.210442915558815,0.3153589367866516,0.366060733795166,2.087737798690796,1.4626128673553467,9.640084266662598,-0.1750127524137497,0.3539961278438568,0.2695440948009491,1.7024933099746704,1.290927767753601,9.783653259277344,-0.1493564397096634,0.35124725103378296,0.14706569910049438,1.0654042959213257,1.1617153882980347,9.965508460998535,-0.18921536207199097,0.3468184769153595,0.1185077652335167,0.8249256014823914,1.2335001230239868,10.415358543395996,-0.18371757864952087,0.3523162603378296,0.12782345712184906,0.6903293132781982,1.3226326704025269,10.84427261352539,-0.07971785217523575,0.3828594982624054,0.08353576064109802,0.12323036789894104,1.323829174041748,11.003395080566406,0.0461202897131443,0.4396699368953705,0.03252854943275452
