label,sub_label,user,file_id,mobile_accel_x0,mobile_accel_y0,mobile_accel_z0,mobile_gyros_x0,mobile_gyros_y0,mobile_gyros_z0,mobile_accel_x1,mobile_accel_y1,mobile_accel_z1,mobile_gyros_x1,mobile_gyros_y1,mobile_gyros_z1,mobile_accel_x2,mobile_accel_y2,mobile_accel_z2,mobile_gyros_x2,mobile_gyros_y2,mobile_gyros_z2,mobile_accel_x3,mobile_accel_y3,mobile_accel_z3,mobile_gyros_x3,mobile_gyros_y3,mobile_gyros_z3,mobile_accel_x4,mobile_accel_y4,mobile_accel_z4,mobile_gyros_x4,mobile_gyros_y4,mobile_gyros_z4,mobile_accel_x5,mobile_accel_y5,mobile_accel_z5,mobile_gyros_x5,mobile_gyros_y5,mobile_gyros_z5,mobile_accel_x6,mobile_accel_y6,mobile_accel_z6,mobile_gyros_x6,mobile_gyros_y6,mobile_gyros_z6,mobile_accel_x7,mobile_accel_y7,mobile_accel_z7,mobile_gyros_x7,mobile_gyros_y7,mobile_gyros_z7,mobile_accel_x8,mobile_accel_y8,mobile_accel_z8,mobile_gyros_x8,mobile_gyros_y8,mobile_gyros_z8,mobile_accel_x9,mobile_accel_y9,mobile_accel_z9,mobile_gyros_x9,mobile_gyros_y9,mobile_gyros_z9,mobile_accel_x10,mobile_accel_y10,mobile_accel_z10,mobile_gyros_x10,mobile_gyros_y10,mobile_gyros_z10,mobile_accel_x11,mobile_accel_y11,mobile_accel_z11,mobile_gyros_x11,mobile_gyros_y11,mobile_gyros_z11,mobile_accel_x12,mobile_accel_y12,mobile_accel_z12,mobile_gyros_x12,mobile_gyros_y12,mobile_gyros_z12,mobile_accel_x13,mobile_accel_y13,mobile_accel_z13,mobile_gyros_x13,mobile_gyros_y13,mobile_gyros_z13,mobile_accel_x14,mobile_accel_y14,mobile_accel_z14,mobile_gyros_x14,mobile_gyros_y14,mobile_gyros_z14,mobile_accel_x15,mobile_accel_y15,mobile_accel_z15,mobile_gyros_x15,mobile_gyros_y15,mobile_gyros_z15,mobile_accel_x16,mobile_accel_y16,mobile_accel_z16,mobile_gyros_x16,mobile_gyros_y16,mobile_gyros_z16,mobile_accel_x17,mobile_accel_y17,mobile_accel_z17,mobile_gyros_x17,mobile_gyros_y17,mobile_gyros_z17,mobile_accel_x18,mobile_accel_y18,mobile_accel_z18,mobile_gyros_x18,mobile_gyros_y18,mobile_gyros_z18,mobile_accel_x19,mobile_accel_y19,mobile_accel_z19,mobile_gyros_x19,mobile_gyros_y19,mobile_gyros_z19,mobile_accel_x20,mobile_accel_y20,mobile_accel_z20,mobile_gyros_x20,mobile_gyros_y20,mobile_gyros_z20,mobile_accel_x21,mobile_accel_y21,mobile_accel_z21,mobile_gyros_x21,mobile_gyros_y21,mobile_gyros_z21,mobile_accel_x22,mobile_accel_y22,mobile_accel_z22,mobile_gyros_x22,mobile_gyros_y22,mobile_gyros_z22,mobile_accel_x23,mobile_accel_y23,mobile_accel_z23,mobile_gyros_x23,mobile_gyros_y23,mobile_gyros_z23,mobile_accel_x24,mobile_accel_y24,mobile_accel_z24,mobile_gyros_x24,mobile_gyros_y24,mobile_gyros_z24,mobile_accel_x25,mobile_accel_y25,mobile_accel_z25,mobile_gyros_x25,mobile_gyros_y25,mobile_gyros_z25,mobile_accel_x26,mobile_accel_y26,mobile_accel_z26,mobile_gyros_x26,mobile_gyros_y26,mobile_gyros_z26,mobile_accel_x27,mobile_accel_y27,mobile_accel_z27,mobile_gyros_x27,mobile_gyros_y27,mobile_gyros_z27,mobile_accel_x28,mobile_accel_y28,mobile_accel_z28,mobile_gyros_x28,mobile_gyros_y28,mobile_gyros_z28,mobile_accel_x29,mobile_accel_y29,mobile_accel_z29,mobile_gyros_x29,mobile_gyros_y29,mobile_gyros_z29,mobile_accel_x30,mobile_accel_y30,mobile_accel_z30,mobile_gyros_x30,mobile_gyros_y30,mobile_gyros_z30,mobile_accel_x31,mobile_accel_y31,mobile_accel_z31,mobile_gyros_x31,mobile_gyros_y31,mobile_gyros_z31
random,999,109,109_999_260409191430284,10.450653076171875,3.6879379749298096,25.47997283935547,1.2214241027832031,-2.5560109615325928,1.3574942350387573,9.907482147216797,4.5714874267578125,20.219350814819336,2.3571743965148926,-1.162628412246704,1.5251766443252563,10.001998901367188,6.110072612762451,14.511871337890625,1.0401500463485718,1.0601558685302734,1.6730059385299683,8.923434257507324,6.867401123046875,13.107882499694824,-0.33887723088264465,2.9359688758850098,1.6910264492034912,6.8997039794921875,6.473781585693359,12.268599510192871,-0.21380266547203064,2.981172800064087,1.6256638765335083,5.02851676940918,5.20379114151001,10.113862991333008,0.7884737253189087,1.8629848957061768,1.570380687713623,4.287938117980957,5.449055194854736,6.572485446929932,1.4731004238128662,0.5797106623649597,1.5146392583847046,4.445864677429199,6.203990936279297,3.9194436073303223,1.4856231212615967,-0.2176205813884735,1.4917317628860474,5.3312087059021,6.661618232727051,2.8630123138427734,1.0735948085784912,-0.3094030022621155,1.4139991998672485,11.09611701965332,7.985447406768799,10.52363395690918,-0.2893971800804138,2.6676464080810547,1.0816887617111206,13.325031280517578,9.271589279174805,12.07777214050293,-0.4459312856197357,4.043161392211914,0.17913609743118286,6.495316982269287,6.736393928527832,3.022733211517334,0.31230461597442627,2.45582914352417,-0.15302163362503052,7.138388156890869,6.433701992034912,10.190433502197266,0.4520399272441864,0.38988444209098816,-0.6753110289573669,4.782055854797363,4.636094093322754,9.156135559082031,0.86544269323349,0.22647811472415924,-0.6154462695121765,1.8436698913574219,4.649852752685547,5.96171760559082,0.18952079117298126,0.09789107739925385,-0.45478883385658264,0.34277185797691345,3.930211305618286,6.452246189117432,-0.5403099060058594,0.5352702736854553,-0.1363755613565445,0.3409772217273712,3.930809497833252,8.437092781066895,-0.7521272301673889,0.7771727442741394,0.11774418503046036,0.8243274092674255,4.243072986602783,10.072587013244629,-0.42195484042167664,0.7078395485877991,0.17837251722812653,1.0013962984085083,4.48414945602417,9.718449592590332,-0.0256563201546669,0.38301220536231995,0.08628465235233307,0.7435696125030518,4.516452789306641,8.933603286743164,0.16050471365451813,0.07559451460838318,-0.016187917441129684,0.5084748268127441,4.300500392913818,8.478368759155273,0.07544180005788803,-0.018173227086663246,-0.010995565913617611,0.865005373954773,4.287938117980957,8.314460754394531,-0.11728604137897491,0.047036588191986084,0.020922118797898293,1.3914263248443604,4.418346881866455,8.57468032836914,-0.19501857459545135,0.04581485688686371,-0.02153298258781433,1.726421594619751,4.48115873336792,8.94556713104248,-0.16355904936790466,-0.027030766010284424,-0.10873392969369888,1.6319050788879395,4.299304008483887,9.257232666015625,-0.054214250296354294,-0.04214967042207718,-0.09850194305181503,1.4913266897201538,4.314857482910156,9.1657075881958,0.06322450190782547,-0.021838415414094925,-0.03955349326133728,1.4626128673553467,4.383651256561279,8.793025016784668,0.10461059212684631,-0.03817904740571976,-0.0204639695584774,1.5056836605072021,4.4344987869262695,8.792427062988281,0.10354158282279968,-0.03802633285522461,-0.018784092739224434,1.5343974828720093,4.487739086151123,8.689535140991211,0.06734783947467804,-0.0054977829568088055,-0.03176496922969818,1.4979069232940674,4.448855400085449,8.61894702911377,0.0102319847792387,0.04535670951008797,-0.035735588520765305,1.444068431854248,4.456632137298584,8.74337387084961,-0.0154243353754282,0.07681624591350555,-0.03145953640341759,1.459621787071228,4.429712772369385,8.85224723815918,0.007788525894284248,0.09498947113752365,-0.022907428443431854
