label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2,watch_accel_x3,watch_accel_y3,watch_accel_z3,watch_gyros_x3,watch_gyros_y3,watch_gyros_z3,watch_accel_x4,watch_accel_y4,watch_accel_z4,watch_gyros_x4,watch_gyros_y4,watch_gyros_z4,watch_accel_x5,watch_accel_y5,watch_accel_z5,watch_gyros_x5,watch_gyros_y5,watch_gyros_z5,watch_accel_x6,watch_accel_y6,watch_accel_z6,watch_gyros_x6,watch_gyros_y6,watch_gyros_z6,watch_accel_x7,watch_accel_y7,watch_accel_z7,watch_gyros_x7,watch_gyros_y7,watch_gyros_z7,watch_accel_x8,watch_accel_y8,watch_accel_z8,watch_gyros_x8,watch_gyros_y8,watch_gyros_z8,watch_accel_x9,watch_accel_y9,watch_accel_z9,watch_gyros_x9,watch_gyros_y9,watch_gyros_z9,watch_accel_x10,watch_accel_y10,watch_accel_z10,watch_gyros_x10,watch_gyros_y10,watch_gyros_z10,watch_accel_x11,watch_accel_y11,watch_accel_z11,watch_gyros_x11,watch_gyros_y11,watch_gyros_z11,watch_accel_x12,watch_accel_y12,watch_accel_z12,watch_gyros_x12,watch_gyros_y12,watch_gyros_z12,watch_accel_x13,watch_accel_y13,watch_accel_z13,watch_gyros_x13,watch_gyros_y13,watch_gyros_z13,watch_accel_x14,watch_accel_y14,watch_accel_z14,watch_gyros_x14,watch_gyros_y14,watch_gyros_z14,watch_accel_x15,watch_accel_y15,watch_accel_z15,watch_gyros_x15,watch_gyros_y15,watch_gyros_z15,watch_accel_x16,watch_accel_y16,watch_accel_z16,watch_gyros_x16,watch_gyros_y16,watch_gyros_z16,watch_accel_x17,watch_accel_y17,watch_accel_z17,watch_gyros_x17,watch_gyros_y17,watch_gyros_z17,watch_accel_x18,watch_accel_y18,watch_accel_z18,watch_gyros_x18,watch_gyros_y18,watch_gyros_z18,watch_accel_x19,watch_accel_y19,watch_accel_z19,watch_gyros_x19,watch_gyros_y19,watch_gyros_z19,watch_accel_x20,watch_accel_y20,watch_accel_z20,watch_gyros_x20,watch_gyros_y20,watch_gyros_z20,watch_accel_x21,watch_accel_y21,watch_accel_z21,watch_gyros_x21,watch_gyros_y21,watch_gyros_z21,watch_accel_x22,watch_accel_y22,watch_accel_z22,watch_gyros_x22,watch_gyros_y22,watch_gyros_z22
shake,10201,202,202_10201_260412120347974,-6.904877662658691,-5.355829238891602,-3.1028854846954346,-0.9150761365890503,0.5473352670669556,0.3433062732219696,-7.994239330291748,-5.509057998657227,-3.1316158771514893,-0.8735373020172119,0.2590068578720093,-0.05864306539297104,-9.320627212524414,-6.366182327270508,-2.7748796939849854,-0.7538077235221863,-0.06719517707824707,-0.38117989897727966,-9.090784072875977,-7.465120792388916,-2.4013843536376953,-0.3799581825733185,-0.19058994948863983,-0.5216789245605469,-7.838616371154785,-7.328651428222656,-2.2433669567108154,-0.13439035415649414,-0.08429940044879913,-0.4288274049758911,-7.158663272857666,-6.751648902893066,-2.580949544906616,0.32498031854629517,0.09040805697441101,-0.23945917189121246,-7.060500621795654,-5.674258232116699,-3.2585084438323975,0.4593706727027893,0.05497787147760391,-0.17104226350784302,-7.127538681030273,-5.056553840637207,-3.5625722408294678,0.31154128909111023,-0.05253441259264946,-0.17470745742321014,-7.592013359069824,-5.2911858558654785,-2.9472622871398926,-0.045204028487205505,-0.13439035415649414,-0.21868975460529327,-7.9415669441223145,-5.676652431488037,-2.4899697303771973,-0.20891591906547546,-0.15515977144241333,-0.20402899384498596,-7.757213592529297,-5.906495571136475,-2.585737943649292,-0.2919935882091522,-0.13316862285137177,-0.19792033731937408,-7.340622425079346,-5.928043365478516,-2.695871114730835,-0.2028072625398636,-0.051312681287527084,-0.17470745742321014,-7.417236804962158,-5.719748020172119,-3.07415509223938,-0.1062905490398407,-0.02932153269648552,-0.15027284622192383,-7.553706169128418,-5.5545477867126465,-3.3063924312591553,0.06108652427792549,-0.06352998316287994,-0.12339477986097336,-7.6351094245910645,-5.571307182312012,-3.3638534545898438,0.09773843735456467,-0.07941248267889023,-0.11728613078594208,-7.654263019561768,-5.659893035888672,-3.0190882682800293,0.04642575979232788,-0.08796459436416626,-0.11728613078594208,-7.544129371643066,-5.674258232116699,-2.8443117141723633,-0.1111774742603302,-0.0757472887635231,-0.11850785464048386,-7.287950038909912,-5.736507415771484,-2.911349296569824,-0.17837265133857727,-0.05253441259264946,-0.12095131725072861,-7.1706342697143555,-5.781997203826904,-3.2776620388031006,-0.1319468915462494,-0.04398229718208313,-0.13072516024112701,-7.1490864753723145,-5.772420406341553,-3.4308910369873047,-0.0403171069920063,-0.0659734457731247,-0.13072516024112701,-7.24485445022583,-5.942408561706543,-3.335123062133789,0.0708603709936142,-0.08674286305904388,-0.12461651116609573,-7.240066051483154,-5.793968200683594,-3.1220390796661377,0.05742133408784866,-0.09285151958465576,-0.11484266817569733,-7.386112213134766,-5.738901615142822,-3.0095114707946777,-0.06963863968849182,-0.09285151958465576,-0.1258382350206375
