label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2,watch_accel_x3,watch_accel_y3,watch_accel_z3,watch_gyros_x3,watch_gyros_y3,watch_gyros_z3,watch_accel_x4,watch_accel_y4,watch_accel_z4,watch_gyros_x4,watch_gyros_y4,watch_gyros_z4,watch_accel_x5,watch_accel_y5,watch_accel_z5,watch_gyros_x5,watch_gyros_y5,watch_gyros_z5,watch_accel_x6,watch_accel_y6,watch_accel_z6,watch_gyros_x6,watch_gyros_y6,watch_gyros_z6,watch_accel_x7,watch_accel_y7,watch_accel_z7,watch_gyros_x7,watch_gyros_y7,watch_gyros_z7,watch_accel_x8,watch_accel_y8,watch_accel_z8,watch_gyros_x8,watch_gyros_y8,watch_gyros_z8,watch_accel_x9,watch_accel_y9,watch_accel_z9,watch_gyros_x9,watch_gyros_y9,watch_gyros_z9,watch_accel_x10,watch_accel_y10,watch_accel_z10,watch_gyros_x10,watch_gyros_y10,watch_gyros_z10,watch_accel_x11,watch_accel_y11,watch_accel_z11,watch_gyros_x11,watch_gyros_y11,watch_gyros_z11,watch_accel_x12,watch_accel_y12,watch_accel_z12,watch_gyros_x12,watch_gyros_y12,watch_gyros_z12,watch_accel_x13,watch_accel_y13,watch_accel_z13,watch_gyros_x13,watch_gyros_y13,watch_gyros_z13,watch_accel_x14,watch_accel_y14,watch_accel_z14,watch_gyros_x14,watch_gyros_y14,watch_gyros_z14,watch_accel_x15,watch_accel_y15,watch_accel_z15,watch_gyros_x15,watch_gyros_y15,watch_gyros_z15,watch_accel_x16,watch_accel_y16,watch_accel_z16,watch_gyros_x16,watch_gyros_y16,watch_gyros_z16,watch_accel_x17,watch_accel_y17,watch_accel_z17,watch_gyros_x17,watch_gyros_y17,watch_gyros_z17,watch_accel_x18,watch_accel_y18,watch_accel_z18,watch_gyros_x18,watch_gyros_y18,watch_gyros_z18,watch_accel_x19,watch_accel_y19,watch_accel_z19,watch_gyros_x19,watch_gyros_y19,watch_gyros_z19,watch_accel_x20,watch_accel_y20,watch_accel_z20,watch_gyros_x20,watch_gyros_y20,watch_gyros_z20,watch_accel_x21,watch_accel_y21,watch_accel_z21,watch_gyros_x21,watch_gyros_y21,watch_gyros_z21,watch_accel_x22,watch_accel_y22,watch_accel_z22,watch_gyros_x22,watch_gyros_y22,watch_gyros_z22,watch_accel_x23,watch_accel_y23,watch_accel_z23,watch_gyros_x23,watch_gyros_y23,watch_gyros_z23,watch_accel_x24,watch_accel_y24,watch_accel_z24,watch_gyros_x24,watch_gyros_y24,watch_gyros_z24,watch_accel_x25,watch_accel_y25,watch_accel_z25,watch_gyros_x25,watch_gyros_y25,watch_gyros_z25,watch_accel_x26,watch_accel_y26,watch_accel_z26,watch_gyros_x26,watch_gyros_y26,watch_gyros_z26,watch_accel_x27,watch_accel_y27,watch_accel_z27,watch_gyros_x27,watch_gyros_y27,watch_gyros_z27,watch_accel_x28,watch_accel_y28,watch_accel_z28,watch_gyros_x28,watch_gyros_y28,watch_gyros_z28,watch_accel_x29,watch_accel_y29,watch_accel_z29,watch_gyros_x29,watch_gyros_y29,watch_gyros_z29,watch_accel_x30,watch_accel_y30,watch_accel_z30,watch_gyros_x30,watch_gyros_y30,watch_gyros_z30,watch_accel_x31,watch_accel_y31,watch_accel_z31,watch_gyros_x31,watch_gyros_y31,watch_gyros_z31
shake,10203,109,109_10203_260409190721501,4.5394062995910645,-7.647080421447754,-4.323928356170654,0.6963863968849182,-0.4141666293144226,-0.3384193480014801,4.537012100219727,-7.771578788757324,-3.536235809326172,0.4813618063926697,-0.28588494658470154,-0.22357667982578278,4.618414878845215,-7.649474620819092,-2.8586769104003906,0.2382374405860901,-0.08307767659425735,-0.14782938361167908,4.747702121734619,-7.659051418304443,-2.298433542251587,-0.18325957655906677,0.1466076523065567,-0.08429940044879913,4.7836151123046875,-7.800309181213379,-2.6815059185028076,-0.6963863968849182,0.3384193480014801,0.0,4.908113479614258,-7.9846625328063965,-3.3470940589904785,-1.23394775390625,0.5314527750015259,0.19058994948863983,4.716577529907227,-7.704541206359863,-4.266467571258545,-1.5992451906204224,0.66584312915802,0.4043927788734436,4.6950297355651855,-7.405265808105469,-5.468356609344482,-1.7177530527114868,0.7098253965377808,0.5155702829360962,4.6950297355651855,-7.110779285430908,-6.251260757446289,-1.6945401430130005,0.6340781450271606,0.6682865619659424,4.596867084503174,-6.588842868804932,-6.524199485778809,-1.5894713401794434,0.5632177591323853,0.8014551997184753,4.460397720336914,-5.95677375793457,-6.615179061889648,-1.3585642576217651,0.5057964324951172,0.7953465580940247,4.3861775398254395,-5.2696380615234375,-6.6391215324401855,-1.1374311447143555,0.39217549562454224,0.6695083379745483,4.264073371887207,-4.941632270812988,-6.730101108551025,-0.8112290501594543,0.27122417092323303,0.4948008358478546,4.101267337799072,-5.032611846923828,-6.840234279632568,-0.5607742667198181,0.18570303916931152,0.3323107063770294,4.197035789489746,-5.384559631347656,-6.720524311065674,-0.2064724564552307,0.0708603709936142,0.14538592100143433,4.0533833503723145,-5.509057998657227,-6.7492547035217285,-0.0024434609804302454,0.010995574295520782,0.021991148591041565,4.132391929626465,-5.688623428344727,-6.603208065032959,0.17592918872833252,-0.02321287989616394,-0.0659734457731247,4.223371982574463,-5.872976779937744,-6.320692539215088,0.34574973583221436,-0.05253441259264946,-0.15760323405265808,4.264073371887207,-5.947196960449219,-6.1052141189575195,0.4300491213798523,-0.06475171446800232,-0.19792033731937408,4.383783340454102,-6.095637321472168,-6.021417140960693,0.485027015209198,-0.06963863968849182,-0.22479841113090515,4.37420654296875,-6.320692539215088,-5.849034786224365,0.485027015209198,-0.06963863968849182,-0.22602014243602753,4.443638324737549,-6.461950302124023,-5.702988624572754,0.4398229718208313,-0.06108652427792549,-0.20891591906547546,4.501099109649658,-6.641515731811523,-5.664681434631348,0.34574973583221436,-0.045204028487205505,-0.16493362188339233,4.570530891418457,-6.660669326782227,-5.592854976654053,0.2480112910270691,-0.0354301854968071,-0.12339477986097336,4.4939165115356445,-6.607996463775635,-5.664681434631348,0.1466076523065567,-0.024434609338641167,-0.06963863968849182,4.481945514678955,-6.552929878234863,-5.671864032745361,0.1014036312699318,-0.028099801391363144,-0.04398229718208313,4.455609321594238,-6.485892295837402,-5.714959621429443,0.07941248267889023,-0.030543262138962746,-0.02932153269648552,4.405331134796143,-6.478709697723389,-5.501875400543213,0.04886921867728233,-0.024434609338641167,-0.01466076634824276,4.4532151222229,-6.447585105895996,-5.537788391113281,-0.024434609338641167,0.013439035043120384,0.006108652334660292,4.4723687171936035,-6.404489517211914,-5.781997203826904,-0.03420845419168472,0.019547687843441963,0.00855211354792118,4.424484729766846,-6.358999729156494,-5.762843608856201,-0.02076941914856434,0.006108652334660292,0.012217304669320583,4.455609321594238,-6.356605529785156,-5.7341132164001465,-0.00855211354792118,0.00366519158706069,0.00855211354792118
