label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2,watch_accel_x3,watch_accel_y3,watch_accel_z3,watch_gyros_x3,watch_gyros_y3,watch_gyros_z3,watch_accel_x4,watch_accel_y4,watch_accel_z4,watch_gyros_x4,watch_gyros_y4,watch_gyros_z4,watch_accel_x5,watch_accel_y5,watch_accel_z5,watch_gyros_x5,watch_gyros_y5,watch_gyros_z5,watch_accel_x6,watch_accel_y6,watch_accel_z6,watch_gyros_x6,watch_gyros_y6,watch_gyros_z6,watch_accel_x7,watch_accel_y7,watch_accel_z7,watch_gyros_x7,watch_gyros_y7,watch_gyros_z7,watch_accel_x8,watch_accel_y8,watch_accel_z8,watch_gyros_x8,watch_gyros_y8,watch_gyros_z8,watch_accel_x9,watch_accel_y9,watch_accel_z9,watch_gyros_x9,watch_gyros_y9,watch_gyros_z9,watch_accel_x10,watch_accel_y10,watch_accel_z10,watch_gyros_x10,watch_gyros_y10,watch_gyros_z10,watch_accel_x11,watch_accel_y11,watch_accel_z11,watch_gyros_x11,watch_gyros_y11,watch_gyros_z11,watch_accel_x12,watch_accel_y12,watch_accel_z12,watch_gyros_x12,watch_gyros_y12,watch_gyros_z12,watch_accel_x13,watch_accel_y13,watch_accel_z13,watch_gyros_x13,watch_gyros_y13,watch_gyros_z13,watch_accel_x14,watch_accel_y14,watch_accel_z14,watch_gyros_x14,watch_gyros_y14,watch_gyros_z14,watch_accel_x15,watch_accel_y15,watch_accel_z15,watch_gyros_x15,watch_gyros_y15,watch_gyros_z15,watch_accel_x16,watch_accel_y16,watch_accel_z16,watch_gyros_x16,watch_gyros_y16,watch_gyros_z16,watch_accel_x17,watch_accel_y17,watch_accel_z17,watch_gyros_x17,watch_gyros_y17,watch_gyros_z17,watch_accel_x18,watch_accel_y18,watch_accel_z18,watch_gyros_x18,watch_gyros_y18,watch_gyros_z18
shake,10203,109,109_10203_260409190733156,4.651933670043945,-8.508993148803711,-3.7828385829925537,-0.14294247329235077,0.11239920556545258,0.01466076634824276,4.613626480102539,-8.322244644165039,-4.039018154144287,-0.6194173693656921,0.2174680233001709,0.251676470041275,4.520252704620361,-8.13789176940918,-4.568136692047119,-0.9724974632263184,0.3139847218990326,0.4495968222618103,4.398148536682129,-7.503427982330322,-5.044582843780518,-1.1154398918151855,0.3628539443016052,0.5949827432632446,4.197035789489746,-6.63433313369751,-5.523423194885254,-1.1508700847625732,0.3579670190811157,0.6499606370925903,4.189853191375732,-6.268020153045654,-5.643133640289307,-1.0653489828109741,0.3433062732219696,0.5974262356758118,4.201824188232422,-6.081272125244141,-5.770026206970215,-0.9651671051979065,0.34574973583221436,0.5595525503158569,4.110844135284424,-6.114790916442871,-6.0405707359313965,-0.8026769161224365,0.3225368559360504,0.4789183437824249,4.101267337799072,-6.095637321472168,-6.320692539215088,-0.6902777552604675,0.24678955972194672,0.41172316670417786,3.993528366088867,-6.064512729644775,-6.308721542358398,-0.5534439086914062,0.19792033731937408,0.34697145223617554,4.010287761688232,-5.849034786224365,-6.31829833984375,-0.4031710624694824,0.14905111491680145,0.251676470041275,3.883395195007324,-5.913678169250488,-6.402095317840576,-0.2528982162475586,0.09896016865968704,0.14538592100143433,3.909731388092041,-6.095637321472168,-6.392518520355225,-0.1368338167667389,0.06475171446800232,0.06841690838336945,3.8786067962646484,-6.2201361656188965,-6.378153324127197,-0.01466076634824276,0.01466076634824276,-0.0024434609804302454,3.93367338180542,-6.253654956817627,-6.251260757446289,0.08429940044879913,-0.01466076634824276,-0.042760565876960754,3.995922565460205,-6.303933143615723,-6.081272125244141,0.15271630883216858,-0.02932153269648552,-0.08307767659425735,4.043806552886963,-6.332663536071777,-5.925649166107178,0.17959438264369965,-0.025656340643763542,-0.10384709388017654,4.089296340942383,-6.382941722869873,-5.932831764221191,0.18936823308467865,-0.025656340643763542,-0.1160643994808197,4.0964789390563965,-6.430825710296631,-5.8657941818237305,0.18936823308467865,-0.021991148591041565,-0.11728613078594208
