label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2,watch_accel_x3,watch_accel_y3,watch_accel_z3,watch_gyros_x3,watch_gyros_y3,watch_gyros_z3,watch_accel_x4,watch_accel_y4,watch_accel_z4,watch_gyros_x4,watch_gyros_y4,watch_gyros_z4,watch_accel_x5,watch_accel_y5,watch_accel_z5,watch_gyros_x5,watch_gyros_y5,watch_gyros_z5,watch_accel_x6,watch_accel_y6,watch_accel_z6,watch_gyros_x6,watch_gyros_y6,watch_gyros_z6,watch_accel_x7,watch_accel_y7,watch_accel_z7,watch_gyros_x7,watch_gyros_y7,watch_gyros_z7,watch_accel_x8,watch_accel_y8,watch_accel_z8,watch_gyros_x8,watch_gyros_y8,watch_gyros_z8,watch_accel_x9,watch_accel_y9,watch_accel_z9,watch_gyros_x9,watch_gyros_y9,watch_gyros_z9,watch_accel_x10,watch_accel_y10,watch_accel_z10,watch_gyros_x10,watch_gyros_y10,watch_gyros_z10,watch_accel_x11,watch_accel_y11,watch_accel_z11,watch_gyros_x11,watch_gyros_y11,watch_gyros_z11,watch_accel_x12,watch_accel_y12,watch_accel_z12,watch_gyros_x12,watch_gyros_y12,watch_gyros_z12,watch_accel_x13,watch_accel_y13,watch_accel_z13,watch_gyros_x13,watch_gyros_y13,watch_gyros_z13,watch_accel_x14,watch_accel_y14,watch_accel_z14,watch_gyros_x14,watch_gyros_y14,watch_gyros_z14,watch_accel_x15,watch_accel_y15,watch_accel_z15,watch_gyros_x15,watch_gyros_y15,watch_gyros_z15,watch_accel_x16,watch_accel_y16,watch_accel_z16,watch_gyros_x16,watch_gyros_y16,watch_gyros_z16
shake,10203,109,109_10203_260409190801666,3.7876269817352295,-5.96874475479126,-6.789956092834473,-0.1319468915462494,0.07819075137376785,0.028099801391363144,3.7493197917938232,-6.119579315185547,-6.720524311065674,0.07208210229873657,0.01710422709584236,-0.04153883829712868,3.7924153804779053,-6.387730121612549,-6.3518171310424805,0.1918116807937622,-0.01466076634824276,-0.09529497474431992,3.8498764038085938,-6.473921298980713,-5.985504150390625,0.21991148591041565,-0.03176499158143997,-0.11484266817569733,3.9193081855773926,-6.576871871948242,-5.949591159820557,0.2565633952617645,-0.05375614017248154,-0.1258382350206375,3.9624037742614746,-6.7061591148376465,-5.849034786224365,0.26633724570274353,-0.07208210229873657,-0.11484266817569733,3.9815573692321777,-6.72531270980835,-5.710171222686768,0.2528982162475586,-0.0708603709936142,-0.10506882518529892,3.93367338180542,-6.8378400802612305,-5.628767967224121,0.2272418737411499,-0.059864792972803116,-0.09285151958465576,4.022258758544922,-6.866570472717285,-5.463568210601807,0.16493362188339233,-0.03176499158143997,-0.07208210229873657,4.060565948486328,-6.892906665802002,-5.415684223175049,0.10873401165008545,-0.012217304669320583,-0.05375614017248154,4.010287761688232,-6.890512466430664,-5.51624059677124,0.06963863968849182,-0.00366519158706069,-0.036651913076639175,3.9839515686035156,-6.8593878746032715,-5.552153587341309,0.051312681287527084,-0.0024434609804302454,-0.024434609338641167,4.031835556030273,-6.933608055114746,-5.542576789855957,0.00733038317412138,0.012217304669320583,-0.0024434609804302454,3.974374771118164,-6.8593878746032715,-5.52821159362793,-0.02687807008624077,0.025656340643763542,0.006108652334660292,3.928884983062744,-6.830657482147217,-5.626373767852783,-0.028099801391363144,0.01710422709584236,0.009773843921720982,3.976768970489502,-6.780379295349121,-5.748478412628174,-0.025656340643763542,0.00855211354792118,0.010995574295520782,3.993528366088867,-6.7923502922058105,-5.700594425201416,-0.010995574295520782,0.0,0.00855211354792118
