label,sub_label,user,file_id,mobile_accel_x0,mobile_accel_y0,mobile_accel_z0,mobile_gyros_x0,mobile_gyros_y0,mobile_gyros_z0,mobile_accel_x1,mobile_accel_y1,mobile_accel_z1,mobile_gyros_x1,mobile_gyros_y1,mobile_gyros_z1,mobile_accel_x2,mobile_accel_y2,mobile_accel_z2,mobile_gyros_x2,mobile_gyros_y2,mobile_gyros_z2,mobile_accel_x3,mobile_accel_y3,mobile_accel_z3,mobile_gyros_x3,mobile_gyros_y3,mobile_gyros_z3,mobile_accel_x4,mobile_accel_y4,mobile_accel_z4,mobile_gyros_x4,mobile_gyros_y4,mobile_gyros_z4,mobile_accel_x5,mobile_accel_y5,mobile_accel_z5,mobile_gyros_x5,mobile_gyros_y5,mobile_gyros_z5,mobile_accel_x6,mobile_accel_y6,mobile_accel_z6,mobile_gyros_x6,mobile_gyros_y6,mobile_gyros_z6,mobile_accel_x7,mobile_accel_y7,mobile_accel_z7,mobile_gyros_x7,mobile_gyros_y7,mobile_gyros_z7,mobile_accel_x8,mobile_accel_y8,mobile_accel_z8,mobile_gyros_x8,mobile_gyros_y8,mobile_gyros_z8,mobile_accel_x9,mobile_accel_y9,mobile_accel_z9,mobile_gyros_x9,mobile_gyros_y9,mobile_gyros_z9,mobile_accel_x10,mobile_accel_y10,mobile_accel_z10,mobile_gyros_x10,mobile_gyros_y10,mobile_gyros_z10,mobile_accel_x11,mobile_accel_y11,mobile_accel_z11,mobile_gyros_x11,mobile_gyros_y11,mobile_gyros_z11,mobile_accel_x12,mobile_accel_y12,mobile_accel_z12,mobile_gyros_x12,mobile_gyros_y12,mobile_gyros_z12,mobile_accel_x13,mobile_accel_y13,mobile_accel_z13,mobile_gyros_x13,mobile_gyros_y13,mobile_gyros_z13,mobile_accel_x14,mobile_accel_y14,mobile_accel_z14,mobile_gyros_x14,mobile_gyros_y14,mobile_gyros_z14
shake,10301,205,205_10301_260413221037113,0.020937198773026466,4.804787635803223,8.925228118896484,-0.08857539296150208,-0.06643154472112656,-0.024892739951610565,-0.05383851006627083,4.841278553009033,9.646066665649414,0.0798705667257309,0.003970621153712273,-0.04780016839504242,-0.16749759018421173,4.925625324249268,9.504291534423828,0.24480405449867249,0.10690133273601532,-0.056810423731803894,-0.45643091201782227,4.946562767028809,8.767302513122559,0.23304490745067596,0.09636391699314117,-0.026878049597144127,-0.5312066078186035,5.061418056488037,8.334799766540527,0.13775001466274261,0.027947064489126205,0.02153298258781433,-0.4085744619369507,5.000999450683594,8.251648902893066,0.05711585655808449,-0.004581485874950886,0.07406735420227051,-0.1423729509115219,4.934000492095947,8.407182693481445,0.05543597787618637,-0.002443459117785096,0.07941242307424545,0.07058826833963394,4.825725078582764,8.571090698242188,0.11743875592947006,0.03527744114398956,0.043829549103975296,0.10229317098855972,4.841278553009033,8.438288688659668,0.14721840620040894,0.057268574833869934,0.010842849500477314,0.01136590726673603,4.9052863121032715,8.026723861694336,0.05711585655808449,-0.01954767294228077,-0.010995565913617611,0.0029910283628851175,4.869992256164551,7.969893932342529,-0.061391908675432205,-0.060781046748161316,-0.024892739951610565,-0.030508488416671753,4.850849628448486,8.4771728515625,-0.043371398001909256,-0.002901607658714056,-0.03298669680953026,-0.20458634197711945,4.941776752471924,8.726025581359863,0.0668896958231926,0.019394956529140472,-0.032681263983249664,-0.1866401731967926,5.006981372833252,8.353941917419434,0.07742711156606674,0.050090912729501724,-0.029016077518463135,-0.37028929591178894,5.029713153839111,8.050651550292969,-0.008857538923621178,0.04550942778587341,0.02306014485657215
