label,sub_label,user,file_id,mobile_accel_x0,mobile_accel_y0,mobile_accel_z0,mobile_gyros_x0,mobile_gyros_y0,mobile_gyros_z0,mobile_accel_x1,mobile_accel_y1,mobile_accel_z1,mobile_gyros_x1,mobile_gyros_y1,mobile_gyros_z1,mobile_accel_x2,mobile_accel_y2,mobile_accel_z2,mobile_gyros_x2,mobile_gyros_y2,mobile_gyros_z2,mobile_accel_x3,mobile_accel_y3,mobile_accel_z3,mobile_gyros_x3,mobile_gyros_y3,mobile_gyros_z3,mobile_accel_x4,mobile_accel_y4,mobile_accel_z4,mobile_gyros_x4,mobile_gyros_y4,mobile_gyros_z4,mobile_accel_x5,mobile_accel_y5,mobile_accel_z5,mobile_gyros_x5,mobile_gyros_y5,mobile_gyros_z5,mobile_accel_x6,mobile_accel_y6,mobile_accel_z6,mobile_gyros_x6,mobile_gyros_y6,mobile_gyros_z6,mobile_accel_x7,mobile_accel_y7,mobile_accel_z7,mobile_gyros_x7,mobile_gyros_y7,mobile_gyros_z7,mobile_accel_x8,mobile_accel_y8,mobile_accel_z8,mobile_gyros_x8,mobile_gyros_y8,mobile_gyros_z8,mobile_accel_x9,mobile_accel_y9,mobile_accel_z9,mobile_gyros_x9,mobile_gyros_y9,mobile_gyros_z9,mobile_accel_x10,mobile_accel_y10,mobile_accel_z10,mobile_gyros_x10,mobile_gyros_y10,mobile_gyros_z10,mobile_accel_x11,mobile_accel_y11,mobile_accel_z11,mobile_gyros_x11,mobile_gyros_y11,mobile_gyros_z11,mobile_accel_x12,mobile_accel_y12,mobile_accel_z12,mobile_gyros_x12,mobile_gyros_y12,mobile_gyros_z12,mobile_accel_x13,mobile_accel_y13,mobile_accel_z13,mobile_gyros_x13,mobile_gyros_y13,mobile_gyros_z13,mobile_accel_x14,mobile_accel_y14,mobile_accel_z14,mobile_gyros_x14,mobile_gyros_y14,mobile_gyros_z14,mobile_accel_x15,mobile_accel_y15,mobile_accel_z15,mobile_gyros_x15,mobile_gyros_y15,mobile_gyros_z15,mobile_accel_x16,mobile_accel_y16,mobile_accel_z16,mobile_gyros_x16,mobile_gyros_y16,mobile_gyros_z16,mobile_accel_x17,mobile_accel_y17,mobile_accel_z17,mobile_gyros_x17,mobile_gyros_y17,mobile_gyros_z17,mobile_accel_x18,mobile_accel_y18,mobile_accel_z18,mobile_gyros_x18,mobile_gyros_y18,mobile_gyros_z18,mobile_accel_x19,mobile_accel_y19,mobile_accel_z19,mobile_gyros_x19,mobile_gyros_y19,mobile_gyros_z19,mobile_accel_x20,mobile_accel_y20,mobile_accel_z20,mobile_gyros_x20,mobile_gyros_y20,mobile_gyros_z20,mobile_accel_x21,mobile_accel_y21,mobile_accel_z21,mobile_gyros_x21,mobile_gyros_y21,mobile_gyros_z21
shake,10203,107,107_10203_260409173234134,0.7178468108177185,-6.142973899841309,13.403395652770996,-0.8454368710517883,-0.9361502528190613,-0.4621191918849945,0.1944168359041214,-6.468996047973633,11.840883255004883,-0.6968439817428589,-0.4621191918849945,-0.8923207521438599,-1.0767701864242554,-6.672386169433594,11.554342269897461,-0.6548470258712769,0.024281874299049377,-1.0963495969772339,-3.2333016395568848,-6.667600154876709,12.135200500488281,-0.40057456493377686,0.06276635825634003,-1.017395257949829,-4.611567497253418,-5.983253002166748,12.755538940429688,0.16126830875873566,-0.2701549530029297,-0.6991347670555115,-4.914857864379883,-5.1667022705078125,12.384053230285645,0.6592758297920227,-0.4799869954586029,-0.4324922561645508,-5.085346221923828,-4.659423828125,11.33360481262207,0.921336829662323,-0.46456265449523926,-0.29596397280693054,-5.769693374633789,-4.270590305328369,10.380064964294434,1.018617033958435,-0.3917170464992523,-0.08338304609060287,-6.33499813079834,-3.9212381839752197,9.531808853149414,1.0361794233322144,-0.41325002908706665,0.22937972843647003,-6.320641040802002,-3.6293137073516846,8.71645450592041,0.9937242865562439,-0.4949531853199005,0.5778780579566956,-5.840281963348389,-3.4618160724639893,7.983652591705322,0.9231693744659424,-0.5476402640342712,0.8674280047416687,-5.1840500831604,-3.372683525085449,7.262814998626709,0.8162680864334106,-0.5105302333831787,1.0980294942855835,-4.660022258758545,-3.466003656387329,6.460621356964111,0.6406444311141968,-0.4442514181137085,1.3084723949432373,-4.016951084136963,-3.6358940601348877,5.723631858825684,0.3837758004665375,-0.4650208055973053,1.4963133335113525,-3.1519455909729004,-3.733999729156494,5.233701229095459,0.07452550530433655,-0.6097957491874695,1.6131411790847778,-2.2893331050872803,-3.6813576221466064,5.172086238861084,-0.1977674663066864,-0.7564033269882202,1.6702569723129272,-1.6115660667419434,-3.865604877471924,5.285147190093994,-0.43860089778900146,-0.7203623056411743,1.670562505722046,-1.073180913925171,-4.11924409866333,5.2767720222473145,-0.699287474155426,-0.5858193039894104,1.5683953762054443,-0.6681957244873047,-4.488935470581055,5.341976642608643,-0.9900590777397156,-0.46166107058525085,1.4228568077087402,-0.27397820353507996,-4.779065132141113,5.733202934265137,-1.2625048160552979,-0.3191768527030945,1.2951860427856445,0.0364905446767807,-5.069194793701172,6.309275150299072,-1.4343105554580688,-0.17333288490772247,1.1997383832931519,0.381655216217041,-5.289932727813721,6.859025955200195,-1.4920371770858765,-0.08903354406356812,1.0731366872787476
