label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2,watch_accel_x3,watch_accel_y3,watch_accel_z3,watch_gyros_x3,watch_gyros_y3,watch_gyros_z3,watch_accel_x4,watch_accel_y4,watch_accel_z4,watch_gyros_x4,watch_gyros_y4,watch_gyros_z4,watch_accel_x5,watch_accel_y5,watch_accel_z5,watch_gyros_x5,watch_gyros_y5,watch_gyros_z5,watch_accel_x6,watch_accel_y6,watch_accel_z6,watch_gyros_x6,watch_gyros_y6,watch_gyros_z6,watch_accel_x7,watch_accel_y7,watch_accel_z7,watch_gyros_x7,watch_gyros_y7,watch_gyros_z7,watch_accel_x8,watch_accel_y8,watch_accel_z8,watch_gyros_x8,watch_gyros_y8,watch_gyros_z8,watch_accel_x9,watch_accel_y9,watch_accel_z9,watch_gyros_x9,watch_gyros_y9,watch_gyros_z9,watch_accel_x10,watch_accel_y10,watch_accel_z10,watch_gyros_x10,watch_gyros_y10,watch_gyros_z10,watch_accel_x11,watch_accel_y11,watch_accel_z11,watch_gyros_x11,watch_gyros_y11,watch_gyros_z11,watch_accel_x12,watch_accel_y12,watch_accel_z12,watch_gyros_x12,watch_gyros_y12,watch_gyros_z12,watch_accel_x13,watch_accel_y13,watch_accel_z13,watch_gyros_x13,watch_gyros_y13,watch_gyros_z13,watch_accel_x14,watch_accel_y14,watch_accel_z14,watch_gyros_x14,watch_gyros_y14,watch_gyros_z14,watch_accel_x15,watch_accel_y15,watch_accel_z15,watch_gyros_x15,watch_gyros_y15,watch_gyros_z15,watch_accel_x16,watch_accel_y16,watch_accel_z16,watch_gyros_x16,watch_gyros_y16,watch_gyros_z16,watch_accel_x17,watch_accel_y17,watch_accel_z17,watch_gyros_x17,watch_gyros_y17,watch_gyros_z17,watch_accel_x18,watch_accel_y18,watch_accel_z18,watch_gyros_x18,watch_gyros_y18,watch_gyros_z18,watch_accel_x19,watch_accel_y19,watch_accel_z19,watch_gyros_x19,watch_gyros_y19,watch_gyros_z19,watch_accel_x20,watch_accel_y20,watch_accel_z20,watch_gyros_x20,watch_gyros_y20,watch_gyros_z20,watch_accel_x21,watch_accel_y21,watch_accel_z21,watch_gyros_x21,watch_gyros_y21,watch_gyros_z21,watch_accel_x22,watch_accel_y22,watch_accel_z22,watch_gyros_x22,watch_gyros_y22,watch_gyros_z22,watch_accel_x23,watch_accel_y23,watch_accel_z23,watch_gyros_x23,watch_gyros_y23,watch_gyros_z23,watch_accel_x24,watch_accel_y24,watch_accel_z24,watch_gyros_x24,watch_gyros_y24,watch_gyros_z24,watch_accel_x25,watch_accel_y25,watch_accel_z25,watch_gyros_x25,watch_gyros_y25,watch_gyros_z25,watch_accel_x26,watch_accel_y26,watch_accel_z26,watch_gyros_x26,watch_gyros_y26,watch_gyros_z26,watch_accel_x27,watch_accel_y27,watch_accel_z27,watch_gyros_x27,watch_gyros_y27,watch_gyros_z27
random,999,206,206_999_260413223516851,4.05817174911499,-5.841852188110352,-3.4620156288146973,0.19425514340400696,0.7391469478607178,-0.294437050819397,3.7014358043670654,-7.091625213623047,-3.224989652633667,0.4349360466003418,0.5534439086914062,-0.2076941877603531,4.106055736541748,-7.601590633392334,-4.797980308532715,1.0934487581253052,0.31520646810531616,-0.28466320037841797,4.271255970001221,-5.870582580566406,-3.6798880100250244,1.431868076324463,0.2871066629886627,-0.2773328125476837,3.6367924213409424,-4.005499362945557,-2.9951462745666504,1.2095131874084473,0.23457226157188416,-0.2577851414680481,3.332728862762451,-4.876988887786865,-3.361459255218506,0.19425514340400696,0.028099801391363144,-0.1612684279680252,3.7900211811065674,-6.715735912322998,-3.7612907886505127,-0.18325957655906677,-0.14538592100143433,-0.12950342893600464,4.086902141571045,-7.146692276000977,-4.129997730255127,-0.04642575979232788,-0.19303341209888458,-0.1160643994808197,3.7612907886505127,-6.184223175048828,-4.288015365600586,0.4202753007411957,-0.27122417092323303,-0.10262536257505417,4.194641590118408,-6.18182897567749,-3.737348794937134,0.5216789245605469,-0.3433062732219696,-0.03176499158143997,4.3406877517700195,-7.144298076629639,-3.2345664501190186,0.28466320037841797,-0.4398229718208313,0.006108652334660292,4.225766181945801,-7.292738437652588,-3.7445313930511475,0.10384709388017654,-0.5119050741195679,-0.02321287989616394,4.474762916564941,-6.964732646942139,-5.3127336502075195,-0.07208210229873657,-0.5473352670669556,-0.04153883829712868,4.838681697845459,-6.294356346130371,-5.784391403198242,-0.05619960278272629,-0.4593706727027893,0.06841690838336945,4.927267074584961,-6.581660270690918,-5.331887245178223,-0.03420845419168472,-0.3604104816913605,0.1466076523065567,4.879383087158203,-7.043741226196289,-4.917690277099609,-0.05864306539297104,-0.2919935882091522,0.18936823308467865,5.008669853210449,-7.084442615509033,-4.668693542480469,-0.03420845419168472,-0.27000242471694946,0.1918116807937622,4.900930881500244,-7.747636795043945,-4.865017890930176,-0.10506882518529892,-0.2431243658065796,0.18448130786418915,4.886565685272217,-7.996633529663086,-4.867412090301514,-0.2223549485206604,-0.19303341209888458,0.12339477986097336,4.932055473327637,-8.042123794555664,-4.73573112487793,-0.23945917189121246,-0.15393804013729095,0.0757472887635231,4.809951305389404,-8.010998725891113,-4.321534156799316,-0.20891591906547546,-0.1258382350206375,0.028099801391363144,4.903325080871582,-8.032546997070312,-4.58968448638916,-0.11239920556545258,-0.13805554807186127,0.01710422709584236,4.896142482757568,-8.061277389526367,-4.611232280731201,0.045204028487205505,-0.1160643994808197,0.03176499158143997,4.726154327392578,-7.999027729034424,-4.537012100219727,0.2919935882091522,-0.07941248267889023,0.051312681287527084,4.711789131164551,-7.862558364868164,-4.5825018882751465,0.3689626157283783,-0.07330382615327835,0.04886921867728233,4.558559894561768,-7.7213006019592285,-4.58968448638916,0.3738495409488678,-0.05619960278272629,0.05009094998240471,4.505887508392334,-7.682993412017822,-4.491522312164307,0.4642575979232788,-0.06841690838336945,0.06108652427792549,4.316745758056641,-7.508216381072998,-4.537012100219727,0.50335294008255,-0.0757472887635231,0.0708603709936142
