label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2,watch_accel_x3,watch_accel_y3,watch_accel_z3,watch_gyros_x3,watch_gyros_y3,watch_gyros_z3,watch_accel_x4,watch_accel_y4,watch_accel_z4,watch_gyros_x4,watch_gyros_y4,watch_gyros_z4,watch_accel_x5,watch_accel_y5,watch_accel_z5,watch_gyros_x5,watch_gyros_y5,watch_gyros_z5,watch_accel_x6,watch_accel_y6,watch_accel_z6,watch_gyros_x6,watch_gyros_y6,watch_gyros_z6,watch_accel_x7,watch_accel_y7,watch_accel_z7,watch_gyros_x7,watch_gyros_y7,watch_gyros_z7,watch_accel_x8,watch_accel_y8,watch_accel_z8,watch_gyros_x8,watch_gyros_y8,watch_gyros_z8,watch_accel_x9,watch_accel_y9,watch_accel_z9,watch_gyros_x9,watch_gyros_y9,watch_gyros_z9,watch_accel_x10,watch_accel_y10,watch_accel_z10,watch_gyros_x10,watch_gyros_y10,watch_gyros_z10,watch_accel_x11,watch_accel_y11,watch_accel_z11,watch_gyros_x11,watch_gyros_y11,watch_gyros_z11,watch_accel_x12,watch_accel_y12,watch_accel_z12,watch_gyros_x12,watch_gyros_y12,watch_gyros_z12,watch_accel_x13,watch_accel_y13,watch_accel_z13,watch_gyros_x13,watch_gyros_y13,watch_gyros_z13,watch_accel_x14,watch_accel_y14,watch_accel_z14,watch_gyros_x14,watch_gyros_y14,watch_gyros_z14,watch_accel_x15,watch_accel_y15,watch_accel_z15,watch_gyros_x15,watch_gyros_y15,watch_gyros_z15,watch_accel_x16,watch_accel_y16,watch_accel_z16,watch_gyros_x16,watch_gyros_y16,watch_gyros_z16,watch_accel_x17,watch_accel_y17,watch_accel_z17,watch_gyros_x17,watch_gyros_y17,watch_gyros_z17,watch_accel_x18,watch_accel_y18,watch_accel_z18,watch_gyros_x18,watch_gyros_y18,watch_gyros_z18,watch_accel_x19,watch_accel_y19,watch_accel_z19,watch_gyros_x19,watch_gyros_y19,watch_gyros_z19,watch_accel_x20,watch_accel_y20,watch_accel_z20,watch_gyros_x20,watch_gyros_y20,watch_gyros_z20,watch_accel_x21,watch_accel_y21,watch_accel_z21,watch_gyros_x21,watch_gyros_y21,watch_gyros_z21,watch_accel_x22,watch_accel_y22,watch_accel_z22,watch_gyros_x22,watch_gyros_y22,watch_gyros_z22,watch_accel_x23,watch_accel_y23,watch_accel_z23,watch_gyros_x23,watch_gyros_y23,watch_gyros_z23,watch_accel_x24,watch_accel_y24,watch_accel_z24,watch_gyros_x24,watch_gyros_y24,watch_gyros_z24,watch_accel_x25,watch_accel_y25,watch_accel_z25,watch_gyros_x25,watch_gyros_y25,watch_gyros_z25,watch_accel_x26,watch_accel_y26,watch_accel_z26,watch_gyros_x26,watch_gyros_y26,watch_gyros_z26,watch_accel_x27,watch_accel_y27,watch_accel_z27,watch_gyros_x27,watch_gyros_y27,watch_gyros_z27,watch_accel_x28,watch_accel_y28,watch_accel_z28,watch_gyros_x28,watch_gyros_y28,watch_gyros_z28,watch_accel_x29,watch_accel_y29,watch_accel_z29,watch_gyros_x29,watch_gyros_y29,watch_gyros_z29,watch_accel_x30,watch_accel_y30,watch_accel_z30,watch_gyros_x30,watch_gyros_y30,watch_gyros_z30
shake,10202,209,209_10202_260414162314614,-3.471592426300049,-3.332728862762451,-8.418013572692871,-0.05009094998240471,0.38728857040405273,-0.15027284622192383,-3.35667085647583,-4.182670593261719,-8.820239067077637,-0.2125810980796814,0.22357667982578278,-0.20402899384498596,-2.935291290283203,-4.8937482833862305,-9.526528358459473,-0.2785545587539673,0.06230825558304787,-0.20525072515010834,-2.7485435009002686,-5.432443618774414,-10.433931350708008,-0.41172316670417786,-0.10751228034496307,-0.14905111491680145,-3.1028854846954346,-5.063736438751221,-10.338163375854492,-0.36529740691185,-0.02932153269648552,-0.059864792972803116,-3.536235809326172,-5.288791656494141,-9.117119789123535,0.021991148591041565,0.04153883829712868,0.03787364438176155,-3.28963303565979,-4.525041103363037,-8.53532886505127,0.3176499307155609,-0.08918632566928864,0.03420845419168472,-3.112462282180786,-3.56017804145813,-7.68538761138916,0.3323107063770294,-0.1563815027475357,0.08552113175392151,-2.631227731704712,-3.5625722408294678,-7.738059997558594,-0.01710422709584236,-0.10995574295520782,0.03298672288656235,-2.4875755310058594,-4.486733913421631,-8.267178535461426,-0.26145032048225403,-0.02932153269648552,-0.0024434609804302454,-2.4636335372924805,-4.627991676330566,-8.588001251220703,-0.2932153046131134,0.06352998316287994,0.042760565876960754,-2.6599581241607666,-4.49870491027832,-8.858546257019043,-0.13927727937698364,0.06963863968849182,0.02321287989616394,-2.942473888397217,-4.288015365600586,-8.956708908081055,-0.02076941914856434,0.08552113175392151,0.02932153269648552,-3.272873640060425,-4.177882194519043,-8.7484130859375,0.11972958594560623,0.11239920556545258,-0.010995574295520782,-3.3925838470458984,-3.8067808151245117,-8.439560890197754,0.1111774742603302,0.10262536257505417,0.0,-3.265691041946411,-3.5218706130981445,-8.403648376464844,-0.03176499158143997,-0.00366519158706069,-0.012217304669320583,-2.9735984802246094,-4.134786128997803,-8.611943244934082,-0.10995574295520782,-0.08552113175392151,-0.028099801391363144,-2.736572504043579,-4.460397720336914,-8.78193187713623,-0.11972958594560623,-0.10506882518529892,-0.012217304669320583,-2.7437551021575928,-4.156333923339844,-8.62391471862793,-0.0012217304902151227,0.04153883829712868,0.012217304669320583,-2.9975404739379883,-3.794809579849243,-8.482656478881836,0.012217304669320583,0.13805554807186127,0.03176499158143997,-3.2537200450897217,-4.098873138427734,-8.437167167663574,-0.045204028487205505,0.1270599663257599,0.03420845419168472,-3.1699230670928955,-4.311957359313965,-8.374917984008789,-0.12339477986097336,-0.015882495790719986,0.05864306539297104,-2.779668092727661,-4.252102375030518,-8.580819129943848,-0.10384709388017654,-0.09529497474431992,0.036651913076639175,-2.779668092727661,-4.216189384460449,-8.671798706054688,0.009773843921720982,0.00366519158706069,0.05497787147760391,-2.9688100814819336,-3.8810009956359863,-8.7268648147583,0.01710422709584236,0.0806342139840126,0.0354301854968071,-3.1914708614349365,-3.9647979736328125,-8.705317497253418,-0.0024434609804302454,0.08796459436416626,0.0354301854968071,-2.980781078338623,-4.015076160430908,-8.56884765625,-0.042760565876960754,-0.0024434609804302454,0.02321287989616394,-2.9328970909118652,-3.998316764831543,-8.403648376464844,-0.0403171069920063,-0.009773843921720982,0.036651913076639175,-2.894589900970459,-4.127603530883789,-8.722076416015625,-0.03420845419168472,0.0024434609804302454,0.01466076634824276,-2.999934673309326,-4.07014274597168,-8.710105895996094,-0.00366519158706069,0.015882495790719986,0.01710422709584236,-2.9544448852539062,-3.9169139862060547,-8.772355079650879,0.015882495790719986,0.009773843921720982,0.004886921960860491
