label,sub_label,user,file_id,mobile_accel_x0,mobile_accel_y0,mobile_accel_z0,mobile_gyros_x0,mobile_gyros_y0,mobile_gyros_z0,mobile_accel_x1,mobile_accel_y1,mobile_accel_z1,mobile_gyros_x1,mobile_gyros_y1,mobile_gyros_z1,mobile_accel_x2,mobile_accel_y2,mobile_accel_z2,mobile_gyros_x2,mobile_gyros_y2,mobile_gyros_z2,mobile_accel_x3,mobile_accel_y3,mobile_accel_z3,mobile_gyros_x3,mobile_gyros_y3,mobile_gyros_z3,mobile_accel_x4,mobile_accel_y4,mobile_accel_z4,mobile_gyros_x4,mobile_gyros_y4,mobile_gyros_z4,mobile_accel_x5,mobile_accel_y5,mobile_accel_z5,mobile_gyros_x5,mobile_gyros_y5,mobile_gyros_z5,mobile_accel_x6,mobile_accel_y6,mobile_accel_z6,mobile_gyros_x6,mobile_gyros_y6,mobile_gyros_z6,mobile_accel_x7,mobile_accel_y7,mobile_accel_z7,mobile_gyros_x7,mobile_gyros_y7,mobile_gyros_z7,mobile_accel_x8,mobile_accel_y8,mobile_accel_z8,mobile_gyros_x8,mobile_gyros_y8,mobile_gyros_z8,mobile_accel_x9,mobile_accel_y9,mobile_accel_z9,mobile_gyros_x9,mobile_gyros_y9,mobile_gyros_z9,mobile_accel_x10,mobile_accel_y10,mobile_accel_z10,mobile_gyros_x10,mobile_gyros_y10,mobile_gyros_z10,mobile_accel_x11,mobile_accel_y11,mobile_accel_z11,mobile_gyros_x11,mobile_gyros_y11,mobile_gyros_z11,mobile_accel_x12,mobile_accel_y12,mobile_accel_z12,mobile_gyros_x12,mobile_gyros_y12,mobile_gyros_z12,mobile_accel_x13,mobile_accel_y13,mobile_accel_z13,mobile_gyros_x13,mobile_gyros_y13,mobile_gyros_z13,mobile_accel_x14,mobile_accel_y14,mobile_accel_z14,mobile_gyros_x14,mobile_gyros_y14,mobile_gyros_z14,mobile_accel_x15,mobile_accel_y15,mobile_accel_z15,mobile_gyros_x15,mobile_gyros_y15,mobile_gyros_z15,mobile_accel_x16,mobile_accel_y16,mobile_accel_z16,mobile_gyros_x16,mobile_gyros_y16,mobile_gyros_z16,mobile_accel_x17,mobile_accel_y17,mobile_accel_z17,mobile_gyros_x17,mobile_gyros_y17,mobile_gyros_z17,mobile_accel_x18,mobile_accel_y18,mobile_accel_z18,mobile_gyros_x18,mobile_gyros_y18,mobile_gyros_z18,mobile_accel_x19,mobile_accel_y19,mobile_accel_z19,mobile_gyros_x19,mobile_gyros_y19,mobile_gyros_z19,mobile_accel_x20,mobile_accel_y20,mobile_accel_z20,mobile_gyros_x20,mobile_gyros_y20,mobile_gyros_z20,mobile_accel_x21,mobile_accel_y21,mobile_accel_z21,mobile_gyros_x21,mobile_gyros_y21,mobile_gyros_z21,mobile_accel_x22,mobile_accel_y22,mobile_accel_z22,mobile_gyros_x22,mobile_gyros_y22,mobile_gyros_z22,mobile_accel_x23,mobile_accel_y23,mobile_accel_z23,mobile_gyros_x23,mobile_gyros_y23,mobile_gyros_z23,mobile_accel_x24,mobile_accel_y24,mobile_accel_z24,mobile_gyros_x24,mobile_gyros_y24,mobile_gyros_z24,mobile_accel_x25,mobile_accel_y25,mobile_accel_z25,mobile_gyros_x25,mobile_gyros_y25,mobile_gyros_z25,mobile_accel_x26,mobile_accel_y26,mobile_accel_z26,mobile_gyros_x26,mobile_gyros_y26,mobile_gyros_z26
shake,10202,202,202_10202_260412120549038,1.4273186922073364,5.557928562164307,12.187243461608887,-0.231212317943573,-0.11362084746360779,-0.40347617864608765,0.02392822690308094,2.7768707275390625,9.89850902557373,0.42012226581573486,-0.1308777779340744,-0.3121519088745117,0.44386860728263855,1.740180253982544,9.513862609863281,1.1951569318771362,-0.020769402384757996,-0.05238165333867073,-1.168893814086914,3.4983067512512207,9.035298347473145,1.0651954412460327,-0.42943793535232544,0.2415970265865326,-0.07537391036748886,5.522634506225586,6.973881721496582,0.12965604662895203,-0.592233419418335,-0.048563748598098755,-0.025722842663526535,5.031507968902588,8.26660442352295,-0.31612253189086914,-0.15897755324840546,-0.2831358313560486,-1.3908281326293945,4.841278553009033,10.267004013061523,-0.25152358412742615,-0.06887500733137131,-0.21441353857517242,-1.054038405418396,4.494917392730713,10.688140869140625,-0.01847865991294384,-0.09697478264570236,-0.1464548259973526,-0.3074777126312256,4.144368648529053,9.740582466125488,0.06780599057674408,0.2813032269477844,-0.07101303339004517,0.11186445504426956,3.814159393310547,9.429515838623047,-0.23884813487529755,0.7373138070106506,0.13698641955852509,-0.49292147159576416,4.471587181091309,9.029315948486328,-0.11957678198814392,0.5195404887199402,0.1695149689912796,-0.9296116232872009,4.850849628448486,9.854840278625488,0.20250166952610016,0.42959064245224,0.24785839021205902,-0.6352944374084473,4.817350387573242,8.440083503723145,0.35537058115005493,0.11514800786972046,0.27626359462738037,-0.05383851006627083,5.096712112426758,7.727022647857666,0.44409868121147156,-0.3185659945011139,0.0974329337477684,0.038285162299871445,5.023731231689453,8.25523853302002,0.5445859432220459,-0.5766563415527344,-0.05406153202056885,-0.5617151260375977,4.442275047302246,8.988637924194336,0.41935867071151733,-0.3764454126358032,0.029932374134659767,-0.6807580590248108,4.179663181304932,9.177671432495117,-0.09346231073141098,0.25534147024154663,0.2202167510986328,-0.5282155871391296,4.633700847625732,8.481958389282227,-0.4082103967666626,0.5558869242668152,0.2202167510986328,-0.24526432156562805,4.615156650543213,8.769096374511719,-0.33169957995414734,0.43432486057281494,0.17608177661895752,-0.4534398913383484,4.498506546020508,8.376075744628906,0.05283980444073677,-0.04825831577181816,0.1230892539024353,-0.4546363055706024,4.3758745193481445,8.50289535522461,0.3484983444213867,-0.5247328281402588,0.06750056147575378,-0.05742774158716202,4.836492538452148,6.581458568572998,0.10415244847536087,-0.8590285778045654,-0.03802633285522461,0.058624155819416046,4.777270317077637,9.78544807434082,0.03329212963581085,-0.35323256254196167,-0.06505709886550903,-0.35054850578308105,4.676771640777588,9.845269203186035,-0.17486004531383514,0.11728604137897491,0.04581485688686371,-0.24406790733337402,4.4997029304504395,8.882157325744629,-0.4156934916973114,0.2712239623069763,0.08979712426662445,-0.12741780281066895,4.0426740646362305,9.430712699890137,-0.43020153045654297,0.3358229100704193,0.17318016290664673,0.10229317098855972,4.719842433929443,8.641080856323242,-0.12202023714780807,0.05192350596189499,0.12003492563962936
