label,sub_label,user,file_id,mobile_accel_x0,mobile_accel_y0,mobile_accel_z0,mobile_gyros_x0,mobile_gyros_y0,mobile_gyros_z0,mobile_accel_x1,mobile_accel_y1,mobile_accel_z1,mobile_gyros_x1,mobile_gyros_y1,mobile_gyros_z1,mobile_accel_x2,mobile_accel_y2,mobile_accel_z2,mobile_gyros_x2,mobile_gyros_y2,mobile_gyros_z2,mobile_accel_x3,mobile_accel_y3,mobile_accel_z3,mobile_gyros_x3,mobile_gyros_y3,mobile_gyros_z3,mobile_accel_x4,mobile_accel_y4,mobile_accel_z4,mobile_gyros_x4,mobile_gyros_y4,mobile_gyros_z4,mobile_accel_x5,mobile_accel_y5,mobile_accel_z5,mobile_gyros_x5,mobile_gyros_y5,mobile_gyros_z5,mobile_accel_x6,mobile_accel_y6,mobile_accel_z6,mobile_gyros_x6,mobile_gyros_y6,mobile_gyros_z6,mobile_accel_x7,mobile_accel_y7,mobile_accel_z7,mobile_gyros_x7,mobile_gyros_y7,mobile_gyros_z7,mobile_accel_x8,mobile_accel_y8,mobile_accel_z8,mobile_gyros_x8,mobile_gyros_y8,mobile_gyros_z8,mobile_accel_x9,mobile_accel_y9,mobile_accel_z9,mobile_gyros_x9,mobile_gyros_y9,mobile_gyros_z9,mobile_accel_x10,mobile_accel_y10,mobile_accel_z10,mobile_gyros_x10,mobile_gyros_y10,mobile_gyros_z10,mobile_accel_x11,mobile_accel_y11,mobile_accel_z11,mobile_gyros_x11,mobile_gyros_y11,mobile_gyros_z11,mobile_accel_x12,mobile_accel_y12,mobile_accel_z12,mobile_gyros_x12,mobile_gyros_y12,mobile_gyros_z12,mobile_accel_x13,mobile_accel_y13,mobile_accel_z13,mobile_gyros_x13,mobile_gyros_y13,mobile_gyros_z13,mobile_accel_x14,mobile_accel_y14,mobile_accel_z14,mobile_gyros_x14,mobile_gyros_y14,mobile_gyros_z14,mobile_accel_x15,mobile_accel_y15,mobile_accel_z15,mobile_gyros_x15,mobile_gyros_y15,mobile_gyros_z15
random,999,205,205_999_260413221813415,-1.017547845840454,1.8747764825820923,10.737792015075684,0.010690134018659592,0.2533561587333679,-0.09880737960338593,-1.3004990816116333,1.8436698913574219,9.82373332977295,-0.17562362551689148,-0.10506874322891235,-0.3292561173439026,-1.659422516822815,1.7120646238327026,10.188638687133789,-0.23915356397628784,-0.15057817101478577,-0.39767298102378845,-1.877767562866211,1.7353945970535278,10.5152587890625,-0.11209368705749512,-0.003665188793092966,-0.3529271185398102,-2.035693883895874,1.8634105920791626,10.068997383117676,0.027488915249705315,0.0977383628487587,-0.2620609998703003,-2.049452543258667,1.9316060543060303,9.131011009216309,-0.03481929376721382,0.14508038759231567,-0.19990549981594086,-2.073380708694458,2.0213370323181152,8.794819831848145,-0.21807873249053955,0.14721840620040894,-0.1766926348209381,-2.1104695796966553,1.9776679277420044,9.168100357055664,-0.3283398151397705,0.06963858753442764,-0.15592323243618011,-1.939382791519165,1.7754744291305542,9.841081619262695,-0.2603811025619507,0.005345067009329796,-0.1571449637413025,-1.8921245336532593,1.662413477897644,9.82373332977295,-0.15790854394435883,0.017104214057326317,-0.15592323243618011,-1.9489539861679077,1.612762451171875,9.483354568481445,-0.13591741025447845,0.08231402933597565,-0.12690715491771698,-1.934597134590149,1.7341982126235962,9.123234748840332,-0.15775582194328308,0.14996729791164398,-0.09361502528190613,-2.038684844970703,1.8077775239944458,8.792427062988281,-0.25641047954559326,0.13561198115348816,-0.0487164668738842,-2.115255117416382,1.726421594619751,8.897710800170898,-0.3451386094093323,0.13851359486579895,0.01435532234609127,-2.1571295261383057,1.6289139986038208,9.277571678161621,-0.35048365592956543,0.16615521907806396,0.0769689604640007,-2.324627161026001,1.4871392250061035,9.571290969848633,-0.2994764447212219,0.21502439677715302,0.10842850059270859
