label,sub_label,user,file_id,mobile_accel_x0,mobile_accel_y0,mobile_accel_z0,mobile_gyros_x0,mobile_gyros_y0,mobile_gyros_z0,mobile_accel_x1,mobile_accel_y1,mobile_accel_z1,mobile_gyros_x1,mobile_gyros_y1,mobile_gyros_z1,mobile_accel_x2,mobile_accel_y2,mobile_accel_z2,mobile_gyros_x2,mobile_gyros_y2,mobile_gyros_z2,mobile_accel_x3,mobile_accel_y3,mobile_accel_z3,mobile_gyros_x3,mobile_gyros_y3,mobile_gyros_z3,mobile_accel_x4,mobile_accel_y4,mobile_accel_z4,mobile_gyros_x4,mobile_gyros_y4,mobile_gyros_z4,mobile_accel_x5,mobile_accel_y5,mobile_accel_z5,mobile_gyros_x5,mobile_gyros_y5,mobile_gyros_z5,mobile_accel_x6,mobile_accel_y6,mobile_accel_z6,mobile_gyros_x6,mobile_gyros_y6,mobile_gyros_z6,mobile_accel_x7,mobile_accel_y7,mobile_accel_z7,mobile_gyros_x7,mobile_gyros_y7,mobile_gyros_z7,mobile_accel_x8,mobile_accel_y8,mobile_accel_z8,mobile_gyros_x8,mobile_gyros_y8,mobile_gyros_z8,mobile_accel_x9,mobile_accel_y9,mobile_accel_z9,mobile_gyros_x9,mobile_gyros_y9,mobile_gyros_z9,mobile_accel_x10,mobile_accel_y10,mobile_accel_z10,mobile_gyros_x10,mobile_gyros_y10,mobile_gyros_z10,mobile_accel_x11,mobile_accel_y11,mobile_accel_z11,mobile_gyros_x11,mobile_gyros_y11,mobile_gyros_z11,mobile_accel_x12,mobile_accel_y12,mobile_accel_z12,mobile_gyros_x12,mobile_gyros_y12,mobile_gyros_z12,mobile_accel_x13,mobile_accel_y13,mobile_accel_z13,mobile_gyros_x13,mobile_gyros_y13,mobile_gyros_z13,mobile_accel_x14,mobile_accel_y14,mobile_accel_z14,mobile_gyros_x14,mobile_gyros_y14,mobile_gyros_z14,mobile_accel_x15,mobile_accel_y15,mobile_accel_z15,mobile_gyros_x15,mobile_gyros_y15,mobile_gyros_z15,mobile_accel_x16,mobile_accel_y16,mobile_accel_z16,mobile_gyros_x16,mobile_gyros_y16,mobile_gyros_z16,mobile_accel_x17,mobile_accel_y17,mobile_accel_z17,mobile_gyros_x17,mobile_gyros_y17,mobile_gyros_z17,mobile_accel_x18,mobile_accel_y18,mobile_accel_z18,mobile_gyros_x18,mobile_gyros_y18,mobile_gyros_z18,mobile_accel_x19,mobile_accel_y19,mobile_accel_z19,mobile_gyros_x19,mobile_gyros_y19,mobile_gyros_z19,mobile_accel_x20,mobile_accel_y20,mobile_accel_z20,mobile_gyros_x20,mobile_gyros_y20,mobile_gyros_z20,mobile_accel_x21,mobile_accel_y21,mobile_accel_z21,mobile_gyros_x21,mobile_gyros_y21,mobile_gyros_z21,mobile_accel_x22,mobile_accel_y22,mobile_accel_z22,mobile_gyros_x22,mobile_gyros_y22,mobile_gyros_z22,mobile_accel_x23,mobile_accel_y23,mobile_accel_z23,mobile_gyros_x23,mobile_gyros_y23,mobile_gyros_z23,mobile_accel_x24,mobile_accel_y24,mobile_accel_z24,mobile_gyros_x24,mobile_gyros_y24,mobile_gyros_z24,mobile_accel_x25,mobile_accel_y25,mobile_accel_z25,mobile_gyros_x25,mobile_gyros_y25,mobile_gyros_z25,mobile_accel_x26,mobile_accel_y26,mobile_accel_z26,mobile_gyros_x26,mobile_gyros_y26,mobile_gyros_z26,mobile_accel_x27,mobile_accel_y27,mobile_accel_z27,mobile_gyros_x27,mobile_gyros_y27,mobile_gyros_z27,mobile_accel_x28,mobile_accel_y28,mobile_accel_z28,mobile_gyros_x28,mobile_gyros_y28,mobile_gyros_z28,mobile_accel_x29,mobile_accel_y29,mobile_accel_z29,mobile_gyros_x29,mobile_gyros_y29,mobile_gyros_z29,mobile_accel_x30,mobile_accel_y30,mobile_accel_z30,mobile_gyros_x30,mobile_gyros_y30,mobile_gyros_z30
random,999,204,204_999_260413183804526,0.06819544732570648,7.87059211730957,-9.573084831237793,-6.428282737731934,-10.598809242248535,-3.6422812938690186,6.540780544281006,-0.40677985548973083,-11.174481391906738,-11.480440139770508,-15.311478614807129,-5.208844184875488,17.63031768798828,-8.416753768920898,-2.864806890487671,-14.985276222229004,-16.786258697509766,-6.58237361907959,19.01815414428711,-17.071592330932617,9.135796546936035,-15.464653015136719,-12.256696701049805,-6.511971473693848,-0.5312066078186035,-22.60738754272461,32.78944778442383,-9.689842224121094,-2.249509572982788,-1.5563308000564575,-6.677769660949707,-11.037492752075195,36.988250732421875,0.8944587707519531,4.199848175048828,4.1169233322143555,0.9966106414794922,-8.732605934143066,20.842681884765625,7.424603462219238,5.103164196014404,5.415010929107666,6.387042045593262,-6.309275150299072,7.368697166442871,7.85205602645874,3.6949682235717773,3.2264349460601807,6.719046115875244,-0.7369893789291382,1.1419745683670044,4.065152168273926,0.5586358308792114,-0.5732966065406799,0.7310073375701904,-1.8987047672271729,-0.9655039310455322,-1.0604612827301025,-1.808923363685608,-2.276693105697632,-1.9746768474578857,-2.5537400245666504,6.243472576141357,-3.2180356979370117,-3.0755515098571777,-2.174373149871826,-2.6021945476531982,-2.9347970485687256,12.696316719055176,-3.288437843322754,-1.5140283107757568,-0.9095776677131653,-2.1170499324798584,-3.5497524738311768,14.079368591308594,-1.9553781747817993,-0.16936226189136505,0.3358229100704193,-0.41934216022491455,-2.6524438858032227,13.436297416687012,-0.43493571877479553,0.29077163338661194,0.6611084342002869,0.8410771489143372,-1.8903298377990723,11.642278671264648,0.47815442085266113,0.17562362551689148,0.2747364342212677,0.7238288521766663,-2.2091734409332275,9.694520950317383,0.6401863098144531,-0.038789913058280945,-0.1870773434638977,-0.06340979784727097,-2.510669231414795,8.72901725769043,0.28954991698265076,-0.17516547441482544,-0.35414886474609375,-0.7322037220001221,-2.5974090099334717,8.936594009399414,-0.13103049993515015,-0.19624030590057373,-0.185092031955719,-0.7381857633590698,-2.583052158355713,9.469595909118652,-0.33047783374786377,-0.22449280321598053,0.029932374134659767,-0.38763725757598877,-2.60339093208313,9.850054740905762,-0.3536907136440277,-0.2886336147785187,0.12354740500450134,-0.10348957777023315,-2.6261229515075684,9.927223205566406,-0.2816086709499359,-0.324063777923584,0.09911280870437622,0.13220344483852386,-2.644667148590088,9.93380355834961,-0.16936226189136505,-0.24709481000900269,0.030695954337716103,0.2793620526790619,-2.8396823406219482,9.900303840637207,-0.06536252796649933,-0.11239911615848541,-0.025045456364750862,0.2153540402650833,-2.8588249683380127,9.90269660949707,0.052687086164951324,-0.025961752980947495,-0.029932374134659767,0.2709871530532837,-2.5806591510772705,9.743574142456055,0.20158538222312927,0.0015271619195118546,-0.037720900028944016,0.2715853750705719,-2.389233350753784,9.379864692687988,0.27855435013771057,-0.028099779039621353,-0.06017018109560013,0.18544375896453857,-2.475374937057495,9.182456970214844,0.22357651591300964,0.03329212963581085,-0.06123919412493706,-0.11964113265275955,-2.6608188152313232,9.184849739074707,0.10766492038965225,0.16294817626476288,0.03695731982588768,-0.19262222945690155,-2.6189444065093994,9.18843936920166,-0.023976443335413933,0.11972949653863907,0.14019346237182617,0.08973085135221481,-2.51425838470459,9.354142189025879,-0.1107192412018776,-0.005345067009329796,0.09132428467273712,0.1950150430202484,-2.568096876144409,9.488738059997559,-0.11591159552335739,-0.09972367435693741,-0.019700389355421066
