label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2,watch_accel_x3,watch_accel_y3,watch_accel_z3,watch_gyros_x3,watch_gyros_y3,watch_gyros_z3,watch_accel_x4,watch_accel_y4,watch_accel_z4,watch_gyros_x4,watch_gyros_y4,watch_gyros_z4,watch_accel_x5,watch_accel_y5,watch_accel_z5,watch_gyros_x5,watch_gyros_y5,watch_gyros_z5,watch_accel_x6,watch_accel_y6,watch_accel_z6,watch_gyros_x6,watch_gyros_y6,watch_gyros_z6,watch_accel_x7,watch_accel_y7,watch_accel_z7,watch_gyros_x7,watch_gyros_y7,watch_gyros_z7,watch_accel_x8,watch_accel_y8,watch_accel_z8,watch_gyros_x8,watch_gyros_y8,watch_gyros_z8,watch_accel_x9,watch_accel_y9,watch_accel_z9,watch_gyros_x9,watch_gyros_y9,watch_gyros_z9,watch_accel_x10,watch_accel_y10,watch_accel_z10,watch_gyros_x10,watch_gyros_y10,watch_gyros_z10,watch_accel_x11,watch_accel_y11,watch_accel_z11,watch_gyros_x11,watch_gyros_y11,watch_gyros_z11,watch_accel_x12,watch_accel_y12,watch_accel_z12,watch_gyros_x12,watch_gyros_y12,watch_gyros_z12,watch_accel_x13,watch_accel_y13,watch_accel_z13,watch_gyros_x13,watch_gyros_y13,watch_gyros_z13,watch_accel_x14,watch_accel_y14,watch_accel_z14,watch_gyros_x14,watch_gyros_y14,watch_gyros_z14,watch_accel_x15,watch_accel_y15,watch_accel_z15,watch_gyros_x15,watch_gyros_y15,watch_gyros_z15,watch_accel_x16,watch_accel_y16,watch_accel_z16,watch_gyros_x16,watch_gyros_y16,watch_gyros_z16,watch_accel_x17,watch_accel_y17,watch_accel_z17,watch_gyros_x17,watch_gyros_y17,watch_gyros_z17,watch_accel_x18,watch_accel_y18,watch_accel_z18,watch_gyros_x18,watch_gyros_y18,watch_gyros_z18,watch_accel_x19,watch_accel_y19,watch_accel_z19,watch_gyros_x19,watch_gyros_y19,watch_gyros_z19,watch_accel_x20,watch_accel_y20,watch_accel_z20,watch_gyros_x20,watch_gyros_y20,watch_gyros_z20
random,999,208,208_999_260414155740324,4.369418144226074,-8.765172004699707,-4.197035789489746,-0.18448130786418915,0.2015855312347412,0.010995574295520782,4.54419469833374,-8.446743965148926,-3.7253777980804443,0.34574973583221436,0.1722639948129654,0.036651913076639175,3.9887399673461914,-6.988674640655518,-3.0837318897247314,0.9590584635734558,0.26145032048225403,0.0354301854968071,4.213795185089111,-7.350199222564697,-3.5482068061828613,0.045204028487205505,0.11728613078594208,-0.08185594528913498,4.311957359313965,-8.825027465820312,-4.02465295791626,-0.13316862285137177,0.07941248267889023,0.009773843921720982,4.448426723480225,-8.29590892791748,-4.048594951629639,0.17470745742321014,0.17959438264369965,-0.021991148591041565,3.9384617805480957,-7.7883381843566895,-3.428496837615967,0.2015855312347412,0.21868975460529327,-0.02687807008624077,4.108449935913086,-7.7883381843566895,-3.378218650817871,-0.09407325088977814,0.15515977144241333,-0.004886921960860491,4.323928356170654,-8.317456245422363,-3.406949043273926,-0.34697145223617554,0.11728613078594208,0.01466076634824276,4.316745758056641,-8.559270858764648,-3.4117374420166016,-0.17592918872833252,0.12095131725072861,0.012217304669320583,4.235342979431152,-8.259995460510254,-3.2776620388031006,-0.02321287989616394,0.11728613078594208,-0.0012217304902151227,4.055777549743652,-8.027758598327637,-3.318363666534424,-0.019547687843441963,0.1062905490398407,0.0012217304902151227,4.170699596405029,-8.147468566894531,-3.3854012489318848,-0.21135938167572021,0.06963863968849182,0.019547687843441963,4.2951979637146,-8.374917984008789,-3.490746021270752,-0.19914206862449646,0.06352998316287994,0.019547687843441963,4.299986362457275,-8.26239013671875,-3.5482068061828613,0.010995574295520782,0.07819075137376785,0.01710422709584236,4.2090067863464355,-8.085219383239746,-3.5482068061828613,0.03420845419168472,0.0806342139840126,0.019547687843441963,4.280832767486572,-8.001421928405762,-3.3854012489318848,0.0012217304902151227,0.07452555745840073,0.015882495790719986,4.37420654296875,-7.85537576675415,-3.2297780513763428,-0.02076941914856434,0.05253441259264946,0.02321287989616394,4.371812343597412,-7.975085735321045,-3.2393548488616943,-0.08307767659425735,0.03787364438176155,0.028099801391363144,4.28322696685791,-8.26478385925293,-3.4308910369873047,-0.11484266817569733,0.012217304669320583,0.030543262138962746,4.333505153656006,-8.125920295715332,-3.600879430770874,-0.028099801391363144,0.00855211354792118,0.012217304669320583
