label,sub_label,user,file_id,acc_magnitude_band1_energy,acc_magnitude_band2_energy,acc_magnitude_band3_energy,acc_magnitude_band4_energy,acc_magnitude_spectral_bandwidth,acc_magnitude_spectral_centroid,acc_magnitude_spectral_entropy,acc_magnitude_total_energy,acc_x_band1_energy,acc_x_band2_energy,acc_x_band3_energy,acc_x_band4_energy,acc_x_spectral_bandwidth,acc_x_spectral_centroid,acc_x_spectral_entropy,acc_x_total_energy,acc_y_band1_energy,acc_y_band2_energy,acc_y_band3_energy,acc_y_band4_energy,acc_y_spectral_bandwidth,acc_y_spectral_centroid,acc_y_spectral_entropy,acc_y_total_energy,acc_z_band1_energy,acc_z_band2_energy,acc_z_band3_energy,acc_z_band4_energy,acc_z_spectral_bandwidth,acc_z_spectral_centroid,acc_z_spectral_entropy,acc_z_total_energy,gyro_magnitude_band1_energy,gyro_magnitude_band2_energy,gyro_magnitude_band3_energy,gyro_magnitude_band4_energy,gyro_magnitude_spectral_bandwidth,gyro_magnitude_spectral_centroid,gyro_magnitude_spectral_entropy,gyro_magnitude_total_energy,gyro_x_band1_energy,gyro_x_band2_energy,gyro_x_band3_energy,gyro_x_band4_energy,gyro_x_spectral_bandwidth,gyro_x_spectral_centroid,gyro_x_spectral_entropy,gyro_x_total_energy,gyro_y_band1_energy,gyro_y_band2_energy,gyro_y_band3_energy,gyro_y_band4_energy,gyro_y_spectral_bandwidth,gyro_y_spectral_centroid,gyro_y_spectral_entropy,gyro_y_total_energy,gyro_z_band1_energy,gyro_z_band2_energy,gyro_z_band3_energy,gyro_z_band4_energy,gyro_z_spectral_bandwidth,gyro_z_spectral_centroid,gyro_z_spectral_entropy,gyro_z_total_energy
shake,10202,202,202_10202_260412121017379,0.28751636,0.6502544,0.038495436,0.0237339,2.1084163,3.0193787,5.3537903,1.0,0.7837405,0.19573346,0.0151948305,0.005330966,1.1967268,1.7442406,4.2316875,0.99999946,0.72561336,0.22579683,0.036748596,0.0118412,1.6921823,1.9883693,4.576856,1.0000004,0.5435952,0.36902404,0.0569118,0.03046903,2.2858832,2.6799252,5.2191305,1.0000004,0.51421237,0.46374753,0.01533136,0.006708543,1.422652,2.0548093,4.6039267,0.99999994,0.52175176,0.21106072,0.22269431,0.044493336,3.0685506,3.4086535,5.481837,1.0,0.19853638,0.3221509,0.4156975,0.063615315,3.107411,5.1743746,6.119725,1.0000001,0.9084164,0.08813817,0.003186547,2.589002E-4,0.58186394,1.4316878,3.7265325,0.9999999
