label,sub_label,user,file_id,acc_magnitude_kurtosis,acc_magnitude_rms,acc_magnitude_sma,acc_magnitude_std,acc_magnitude_wl,acc_magnitude_zcr,acc_x_kurtosis,acc_x_rms,acc_x_sma,acc_x_std,acc_x_wl,acc_x_zcr,acc_y_kurtosis,acc_y_rms,acc_y_sma,acc_y_std,acc_y_wl,acc_y_zcr,acc_z_kurtosis,acc_z_rms,acc_z_sma,acc_z_std,acc_z_wl,acc_z_zcr,gyro_magnitude_kurtosis,gyro_magnitude_rms,gyro_magnitude_sma,gyro_magnitude_std,gyro_magnitude_wl,gyro_magnitude_zcr,gyro_x_kurtosis,gyro_x_rms,gyro_x_sma,gyro_x_std,gyro_x_wl,gyro_x_zcr,gyro_y_kurtosis,gyro_y_rms,gyro_y_sma,gyro_y_std,gyro_y_wl,gyro_y_zcr,gyro_z_kurtosis,gyro_z_rms,gyro_z_sma,gyro_z_std,gyro_z_wl,gyro_z_zcr
shake,10203,111,111_10203_260409212946553,-0.89994144,26.056932,1834.8745,12.36554,214.54816,0.0,0.041112423,17.52058,1004.99927,16.23847,309.75876,0.075,-0.66339326,17.222353,1058.9513,11.828035,206.34207,0.075,1.2286139,8.682365,558.68933,6.402736,170.39052,0.075,-0.563565,5.4136024,340.11612,3.351456,70.21113,0.0,-0.13610911,1.2605419,76.37505,1.2173992,42.41571,0.2125,0.27227068,1.8973297,114.354645,1.895232,45.594494,0.1125,-0.14437628,4.911035,296.58276,4.9110346,77.21878,0.0625
