label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2,watch_accel_x3,watch_accel_y3,watch_accel_z3,watch_gyros_x3,watch_gyros_y3,watch_gyros_z3,watch_accel_x4,watch_accel_y4,watch_accel_z4,watch_gyros_x4,watch_gyros_y4,watch_gyros_z4,watch_accel_x5,watch_accel_y5,watch_accel_z5,watch_gyros_x5,watch_gyros_y5,watch_gyros_z5,watch_accel_x6,watch_accel_y6,watch_accel_z6,watch_gyros_x6,watch_gyros_y6,watch_gyros_z6,watch_accel_x7,watch_accel_y7,watch_accel_z7,watch_gyros_x7,watch_gyros_y7,watch_gyros_z7,watch_accel_x8,watch_accel_y8,watch_accel_z8,watch_gyros_x8,watch_gyros_y8,watch_gyros_z8,watch_accel_x9,watch_accel_y9,watch_accel_z9,watch_gyros_x9,watch_gyros_y9,watch_gyros_z9,watch_accel_x10,watch_accel_y10,watch_accel_z10,watch_gyros_x10,watch_gyros_y10,watch_gyros_z10,watch_accel_x11,watch_accel_y11,watch_accel_z11,watch_gyros_x11,watch_gyros_y11,watch_gyros_z11,watch_accel_x12,watch_accel_y12,watch_accel_z12,watch_gyros_x12,watch_gyros_y12,watch_gyros_z12,watch_accel_x13,watch_accel_y13,watch_accel_z13,watch_gyros_x13,watch_gyros_y13,watch_gyros_z13,watch_accel_x14,watch_accel_y14,watch_accel_z14,watch_gyros_x14,watch_gyros_y14,watch_gyros_z14,watch_accel_x15,watch_accel_y15,watch_accel_z15,watch_gyros_x15,watch_gyros_y15,watch_gyros_z15,watch_accel_x16,watch_accel_y16,watch_accel_z16,watch_gyros_x16,watch_gyros_y16,watch_gyros_z16,watch_accel_x17,watch_accel_y17,watch_accel_z17,watch_gyros_x17,watch_gyros_y17,watch_gyros_z17,watch_accel_x18,watch_accel_y18,watch_accel_z18,watch_gyros_x18,watch_gyros_y18,watch_gyros_z18,watch_accel_x19,watch_accel_y19,watch_accel_z19,watch_gyros_x19,watch_gyros_y19,watch_gyros_z19,watch_accel_x20,watch_accel_y20,watch_accel_z20,watch_gyros_x20,watch_gyros_y20,watch_gyros_z20,watch_accel_x21,watch_accel_y21,watch_accel_z21,watch_gyros_x21,watch_gyros_y21,watch_gyros_z21,watch_accel_x22,watch_accel_y22,watch_accel_z22,watch_gyros_x22,watch_gyros_y22,watch_gyros_z22,watch_accel_x23,watch_accel_y23,watch_accel_z23,watch_gyros_x23,watch_gyros_y23,watch_gyros_z23
shake,10202,107,107_10202_260409172849727,2.183511972427368,-4.505887508392334,-5.92325496673584,0.1514945775270462,-0.20402899384498596,0.14294247329235077,2.9879636764526367,-5.750872611999512,-7.038952827453613,-0.04764748737215996,-0.3323107063770294,0.2932153046131134,5.863399982452393,-8.310274124145508,-8.38688850402832,-0.3017674386501312,-0.5363397002220154,0.6475171446800232,5.3342814445495605,-9.260771751403809,-9.093177795410156,-0.25534167885780334,-0.07941248267889023,0.7941248416900635,2.2457611560821533,-7.970297336578369,-8.1139497756958,-0.02076941914856434,0.06108652427792549,0.43249258399009705,2.0015525817871094,-6.007051944732666,-6.976703643798828,0.375071257352829,0.06230825558304787,0.3139847218990326,2.3702597618103027,-5.66228723526001,-6.538564682006836,0.34208452701568604,0.00733038317412138,0.3029891550540924,2.913743495941162,-7.101202011108398,-7.481880187988281,-0.028099801391363144,-0.07696902006864548,0.18081611394882202,3.60566782951355,-8.034940719604492,-8.24084186553955,-0.09040805697441101,-0.05742133408784866,-0.0024434609804302454,3.0406360626220703,-6.885724067687988,-7.843404769897461,0.030543262138962746,0.09529497474431992,-0.16737708449363708,2.5522189140319824,-6.382941722869873,-7.194576263427734,-0.00366519158706069,0.15027284622192383,-0.2174680233001709,2.5043349266052246,-6.423643112182617,-6.715735912322998,-0.021991148591041565,0.13805554807186127,-0.2272418737411499,2.6024973392486572,-6.619967937469482,-6.840234279632568,0.021991148591041565,0.14049901068210602,-0.24678955972194672,2.5522189140319824,-6.555324077606201,-7.074865818023682,0.04642575979232788,0.15271630883216858,-0.2590068578720093,2.4588451385498047,-6.260837554931641,-7.091625213623047,0.025656340643763542,0.1612684279680252,-0.2590068578720093,2.5234885215759277,-5.944802761077881,-6.950367450714111,-0.042760565876960754,0.14905111491680145,-0.26145032048225403,2.7437551021575928,-5.8657941818237305,-6.861782073974609,-0.0806342139840126,0.12095131725072861,-0.26145032048225403,3.0310592651367188,-5.808333396911621,-6.7708024978637695,-0.05253441259264946,0.1014036312699318,-0.2431243658065796,3.1459810733795166,-5.6455278396606445,-6.715735912322998,0.010995574295520782,0.1062905490398407,-0.1918116807937622,3.1244332790374756,-5.841852188110352,-6.75883150100708,0.02687807008624077,0.10262536257505417,-0.14538592100143433,3.1459810733795166,-5.849034786224365,-6.72531270980835,0.039095375686883926,0.09407325088977814,-0.1160643994808197,3.1531636714935303,-5.851428985595703,-6.555324077606201,0.010995574295520782,0.06841690838336945,-0.10384709388017654,3.270479440689087,-5.851428985595703,-6.62236213684082,-0.02687807008624077,0.03298672288656235,-0.08429940044879913,3.246537446975708,-5.762843608856201,-6.787561893463135,-0.021991148591041565,0.02687807008624077,-0.06841690838336945
