label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2,watch_accel_x3,watch_accel_y3,watch_accel_z3,watch_gyros_x3,watch_gyros_y3,watch_gyros_z3,watch_accel_x4,watch_accel_y4,watch_accel_z4,watch_gyros_x4,watch_gyros_y4,watch_gyros_z4,watch_accel_x5,watch_accel_y5,watch_accel_z5,watch_gyros_x5,watch_gyros_y5,watch_gyros_z5,watch_accel_x6,watch_accel_y6,watch_accel_z6,watch_gyros_x6,watch_gyros_y6,watch_gyros_z6,watch_accel_x7,watch_accel_y7,watch_accel_z7,watch_gyros_x7,watch_gyros_y7,watch_gyros_z7,watch_accel_x8,watch_accel_y8,watch_accel_z8,watch_gyros_x8,watch_gyros_y8,watch_gyros_z8,watch_accel_x9,watch_accel_y9,watch_accel_z9,watch_gyros_x9,watch_gyros_y9,watch_gyros_z9,watch_accel_x10,watch_accel_y10,watch_accel_z10,watch_gyros_x10,watch_gyros_y10,watch_gyros_z10,watch_accel_x11,watch_accel_y11,watch_accel_z11,watch_gyros_x11,watch_gyros_y11,watch_gyros_z11,watch_accel_x12,watch_accel_y12,watch_accel_z12,watch_gyros_x12,watch_gyros_y12,watch_gyros_z12,watch_accel_x13,watch_accel_y13,watch_accel_z13,watch_gyros_x13,watch_gyros_y13,watch_gyros_z13,watch_accel_x14,watch_accel_y14,watch_accel_z14,watch_gyros_x14,watch_gyros_y14,watch_gyros_z14,watch_accel_x15,watch_accel_y15,watch_accel_z15,watch_gyros_x15,watch_gyros_y15,watch_gyros_z15,watch_accel_x16,watch_accel_y16,watch_accel_z16,watch_gyros_x16,watch_gyros_y16,watch_gyros_z16,watch_accel_x17,watch_accel_y17,watch_accel_z17,watch_gyros_x17,watch_gyros_y17,watch_gyros_z17,watch_accel_x18,watch_accel_y18,watch_accel_z18,watch_gyros_x18,watch_gyros_y18,watch_gyros_z18,watch_accel_x19,watch_accel_y19,watch_accel_z19,watch_gyros_x19,watch_gyros_y19,watch_gyros_z19,watch_accel_x20,watch_accel_y20,watch_accel_z20,watch_gyros_x20,watch_gyros_y20,watch_gyros_z20,watch_accel_x21,watch_accel_y21,watch_accel_z21,watch_gyros_x21,watch_gyros_y21,watch_gyros_z21
shake,10202,107,107_10202_260409173017255,4.766855716705322,-9.27034854888916,0.6631938815116882,-0.3543018400669098,0.0403171069920063,0.028099801391363144,4.438849925994873,-9.732429504394531,-0.17956513166427612,-0.09651670604944229,0.030543262138962746,-0.039095375686883926,4.01268196105957,-8.791508674621582,-0.1867477297782898,0.12828169763088226,0.042760565876960754,-0.10506882518529892,4.005499362945557,-8.130708694458008,0.23702596127986908,0.16371189057826996,0.05619960278272629,-0.10873401165008545,3.936067581176758,-8.576030731201172,0.22266076505184174,0.08307767659425735,0.036651913076639175,-0.07330382615327835,4.146757125854492,-9.07641887664795,0.26336219906806946,0.06230825558304787,0.0012217304902151227,-0.07330382615327835,4.292803764343262,-8.880094528198242,0.026336219161748886,0.04642575979232788,-0.00855211354792118,-0.07941248267889023,4.474762916564941,-8.549694061279297,-0.026336219161748886,0.0757472887635231,0.02076941914856434,-0.06841690838336945,4.390965938568115,-8.176198959350586,0.33279404044151306,0.10506882518529892,0.025656340643763542,-0.05375614017248154,4.2951979637146,-8.336610794067383,0.45489832758903503,0.01466076634824276,0.01710422709584236,-0.01710422709584236,4.2951979637146,-8.5903959274292,0.26815059781074524,-0.045204028487205505,0.006108652334660292,0.0,4.309563159942627,-8.523358345031738,0.1149216815829277,-0.05497787147760391,0.006108652334660292,0.02076941914856434,4.158728122711182,-8.520963668823242,-0.07182604819536209,-0.05009094998240471,0.02321287989616394,0.03298672288656235,3.971980571746826,-8.674192428588867,0.0933738648891449,-0.0024434609804302454,0.039095375686883926,0.04398229718208313,3.7708675861358643,-8.516175270080566,0.17238251864910126,0.05009094998240471,0.04398229718208313,0.07208210229873657,3.708618402481079,-8.628703117370605,-0.05746084079146385,-0.006108652334660292,0.009773843921720982,0.10751228034496307,3.9240965843200684,-8.96389102935791,-0.3232172429561615,-0.039095375686883926,0.015882495790719986,0.10262536257505417,4.082113742828369,-8.911218643188477,-0.3998316824436188,-0.0354301854968071,0.042760565876960754,0.10751228034496307,4.2090067863464355,-9.033323287963867,-0.2082955539226532,-0.045204028487205505,0.06963863968849182,0.08674286305904388,4.108449935913086,-9.370905876159668,0.19632454216480255,-0.019547687843441963,0.07208210229873657,0.042760565876960754,3.9839515686035156,-9.023746490478516,0.4165911078453064,0.02076941914856434,0.08796459436416626,0.00855211354792118,4.108449935913086,-8.59997272491455,0.12210428714752197,-0.03420845419168472,0.09407325088977814,0.00855211354792118
