label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2,watch_accel_x3,watch_accel_y3,watch_accel_z3,watch_gyros_x3,watch_gyros_y3,watch_gyros_z3,watch_accel_x4,watch_accel_y4,watch_accel_z4,watch_gyros_x4,watch_gyros_y4,watch_gyros_z4,watch_accel_x5,watch_accel_y5,watch_accel_z5,watch_gyros_x5,watch_gyros_y5,watch_gyros_z5,watch_accel_x6,watch_accel_y6,watch_accel_z6,watch_gyros_x6,watch_gyros_y6,watch_gyros_z6,watch_accel_x7,watch_accel_y7,watch_accel_z7,watch_gyros_x7,watch_gyros_y7,watch_gyros_z7,watch_accel_x8,watch_accel_y8,watch_accel_z8,watch_gyros_x8,watch_gyros_y8,watch_gyros_z8,watch_accel_x9,watch_accel_y9,watch_accel_z9,watch_gyros_x9,watch_gyros_y9,watch_gyros_z9,watch_accel_x10,watch_accel_y10,watch_accel_z10,watch_gyros_x10,watch_gyros_y10,watch_gyros_z10,watch_accel_x11,watch_accel_y11,watch_accel_z11,watch_gyros_x11,watch_gyros_y11,watch_gyros_z11,watch_accel_x12,watch_accel_y12,watch_accel_z12,watch_gyros_x12,watch_gyros_y12,watch_gyros_z12,watch_accel_x13,watch_accel_y13,watch_accel_z13,watch_gyros_x13,watch_gyros_y13,watch_gyros_z13,watch_accel_x14,watch_accel_y14,watch_accel_z14,watch_gyros_x14,watch_gyros_y14,watch_gyros_z14,watch_accel_x15,watch_accel_y15,watch_accel_z15,watch_gyros_x15,watch_gyros_y15,watch_gyros_z15,watch_accel_x16,watch_accel_y16,watch_accel_z16,watch_gyros_x16,watch_gyros_y16,watch_gyros_z16,watch_accel_x17,watch_accel_y17,watch_accel_z17,watch_gyros_x17,watch_gyros_y17,watch_gyros_z17,watch_accel_x18,watch_accel_y18,watch_accel_z18,watch_gyros_x18,watch_gyros_y18,watch_gyros_z18,watch_accel_x19,watch_accel_y19,watch_accel_z19,watch_gyros_x19,watch_gyros_y19,watch_gyros_z19,watch_accel_x20,watch_accel_y20,watch_accel_z20,watch_gyros_x20,watch_gyros_y20,watch_gyros_z20,watch_accel_x21,watch_accel_y21,watch_accel_z21,watch_gyros_x21,watch_gyros_y21,watch_gyros_z21,watch_accel_x22,watch_accel_y22,watch_accel_z22,watch_gyros_x22,watch_gyros_y22,watch_gyros_z22,watch_accel_x23,watch_accel_y23,watch_accel_z23,watch_gyros_x23,watch_gyros_y23,watch_gyros_z23,watch_accel_x24,watch_accel_y24,watch_accel_z24,watch_gyros_x24,watch_gyros_y24,watch_gyros_z24,watch_accel_x25,watch_accel_y25,watch_accel_z25,watch_gyros_x25,watch_gyros_y25,watch_gyros_z25,watch_accel_x26,watch_accel_y26,watch_accel_z26,watch_gyros_x26,watch_gyros_y26,watch_gyros_z26,watch_accel_x27,watch_accel_y27,watch_accel_z27,watch_gyros_x27,watch_gyros_y27,watch_gyros_z27,watch_accel_x28,watch_accel_y28,watch_accel_z28,watch_gyros_x28,watch_gyros_y28,watch_gyros_z28
shake,10202,107,107_10202_260409172815972,4.182670593261719,-7.462726593017578,-4.8482584953308105,0.394618958234787,-0.6524040699005127,-0.8442157506942749,4.02465295791626,-6.205770969390869,-5.851428985595703,0.15882496535778046,-0.740368664264679,-0.8759807348251343,4.046200752258301,-5.475539207458496,-6.63433313369751,-0.09896016865968704,-0.7367035150527954,-0.8442157506942749,4.259284973144531,-5.17626428604126,-6.57926607131958,-0.09040805697441101,-0.6401867866516113,-0.7464773058891296,4.5154643058776855,-4.8937482833862305,-6.1985883712768555,0.045204028487205505,-0.5546656250953674,-0.6108652353286743,4.448426723480225,-5.22175407409668,-5.91128396987915,0.14049901068210602,-0.5119050741195679,-0.46303585171699524,4.675876140594482,-5.324704647064209,-5.992686748504639,0.10995574295520782,-0.49724429845809937,-0.3591887652873993,4.982333660125732,-5.43723201751709,-6.186617374420166,0.00366519158706069,-0.47280970215797424,-0.3029891550540924,5.032611846923828,-5.123591423034668,-6.449979305267334,-0.2370157092809677,-0.394618958234787,-0.23579397797584534,4.745307922363281,-4.776432514190674,-6.751648902893066,-0.4996877610683441,-0.2968805134296417,-0.14294247329235077,4.707000732421875,-5.035006046295166,-6.892906665802002,-0.5778785347938538,-0.24434609711170197,-0.05742133408784866,4.908113479614258,-5.114014625549316,-7.062894821166992,-0.49235737323760986,-0.17348572611808777,0.010995574295520782,5.0469770431518555,-5.193023681640625,-7.2568254470825195,-0.32131510972976685,-0.07208210229873657,0.06841690838336945,4.963180065155029,-5.341464042663574,-7.249642848968506,-0.21868975460529327,0.02321287989616394,0.09529497474431992,4.910507678985596,-5.252878665924072,-7.196970462799072,-0.15760323405265808,0.1062905490398407,0.11362093687057495,4.944026470184326,-5.374982833862305,-6.825869083404541,-0.1160643994808197,0.1771509200334549,0.13439035415649414,4.752490520477295,-5.530605792999268,-6.387730121612549,-0.06841690838336945,0.2174680233001709,0.1563815027475357,4.668693542480469,-5.499481201171875,-6.191405773162842,-0.010995574295520782,0.2223549485206604,0.18814650177955627,4.745307922363281,-5.592854976654053,-6.141127586364746,-0.004886921960860491,0.20891591906547546,0.2015855312347412,4.800374507904053,-5.446808815002441,-6.246472358703613,-0.028099801391363144,0.2015855312347412,0.20402899384498596,4.697423934936523,-5.336675643920898,-6.325480937957764,-0.09162978827953339,0.21135938167572021,0.23945917189121246,4.656722068786621,-5.442020416259766,-6.251260757446289,-0.14538592100143433,0.23335053026676178,0.2773328125476837,4.613626480102539,-5.681440830230713,-6.141127586364746,-0.16859880089759827,0.24068090319633484,0.2993239760398865,4.594472885131836,-5.961562156677246,-5.9735331535339355,-0.14294247329235077,0.23090706765651703,0.304210901260376,4.41969633102417,-5.884947776794434,-6.00226354598999,-0.1514945775270462,0.22357667982578278,0.304210901260376,4.398148536682129,-5.95677375793457,-6.0597243309021,-0.22968533635139465,0.22357667982578278,0.3139847218990326,4.355052947998047,-5.990292549133301,-6.162675380706787,-0.28099802136421204,0.2125810980796814,0.31520646810531616,4.3861775398254395,-6.0621185302734375,-6.1530985832214355,-0.3029891550540924,0.1918116807937622,0.3029891550540924,4.620809078216553,-6.138733386993408,-6.119579315185547,-0.23579397797584534,0.17837265133857727,0.27488934993743896
