label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2,watch_accel_x3,watch_accel_y3,watch_accel_z3,watch_gyros_x3,watch_gyros_y3,watch_gyros_z3,watch_accel_x4,watch_accel_y4,watch_accel_z4,watch_gyros_x4,watch_gyros_y4,watch_gyros_z4,watch_accel_x5,watch_accel_y5,watch_accel_z5,watch_gyros_x5,watch_gyros_y5,watch_gyros_z5,watch_accel_x6,watch_accel_y6,watch_accel_z6,watch_gyros_x6,watch_gyros_y6,watch_gyros_z6,watch_accel_x7,watch_accel_y7,watch_accel_z7,watch_gyros_x7,watch_gyros_y7,watch_gyros_z7,watch_accel_x8,watch_accel_y8,watch_accel_z8,watch_gyros_x8,watch_gyros_y8,watch_gyros_z8,watch_accel_x9,watch_accel_y9,watch_accel_z9,watch_gyros_x9,watch_gyros_y9,watch_gyros_z9,watch_accel_x10,watch_accel_y10,watch_accel_z10,watch_gyros_x10,watch_gyros_y10,watch_gyros_z10,watch_accel_x11,watch_accel_y11,watch_accel_z11,watch_gyros_x11,watch_gyros_y11,watch_gyros_z11,watch_accel_x12,watch_accel_y12,watch_accel_z12,watch_gyros_x12,watch_gyros_y12,watch_gyros_z12,watch_accel_x13,watch_accel_y13,watch_accel_z13,watch_gyros_x13,watch_gyros_y13,watch_gyros_z13,watch_accel_x14,watch_accel_y14,watch_accel_z14,watch_gyros_x14,watch_gyros_y14,watch_gyros_z14
shake,10202,201,201_10202_260411204310687,-3.050212860107422,-6.97430944442749,-6.064512729644775,0.3176499307155609,0.9101892113685608,0.7965682744979858,-3.1962592601776123,-6.813898086547852,-6.615179061889648,0.2638937830924988,0.8026769161224365,0.7305948138237,-3.2561142444610596,-6.677428722381592,-6.933608055114746,0.2321287989616394,0.6963863968849182,0.6389650702476501,-3.3207578659057617,-6.631938934326172,-6.0597243309021,0.21868975460529327,0.5729916095733643,0.5314527750015259,-3.31118106842041,-6.998251438140869,-5.588066577911377,0.15882496535778046,0.4691445231437683,0.4447098970413208,-3.3901896476745605,-6.890512466430664,-5.817910194396973,0.12828169763088226,0.41661009192466736,0.37140607833862305,-3.581725835800171,-6.701370716094971,-6.576871871948242,0.09040805697441101,0.35185837745666504,0.3078760802745819,-3.514688014984131,-6.818686485290527,-6.167463779449463,0.07452555745840073,0.22846360504627228,0.21502456068992615,-3.2848446369171143,-7.398083209991455,-5.525817394256592,0.05253441259264946,0.16249015927314758,0.16004669666290283,-3.248931646347046,-7.180211067199707,-5.406107425689697,0.059864792972803116,0.13316862285137177,0.1014036312699318,-3.375824451446533,-7.146692276000977,-5.767632007598877,0.006108652334660292,0.09040805697441101,0.05253441259264946,-3.339911460876465,-7.433996200561523,-5.69580602645874,-0.02321287989616394,0.018325956538319588,0.0012217304902151227,-3.1675288677215576,-7.82185697555542,-5.4252610206604,-0.013439035043120384,-0.012217304669320583,-0.021991148591041565,-3.138798475265503,-7.615955829620361,-5.327098846435547,0.024434609338641167,-0.02932153269648552,-0.02687807008624077,-3.1914708614349365,-7.553706169128418,-5.197812080383301,-0.010995574295520782,-0.030543262138962746,-0.039095375686883926
