label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2,watch_accel_x3,watch_accel_y3,watch_accel_z3,watch_gyros_x3,watch_gyros_y3,watch_gyros_z3,watch_accel_x4,watch_accel_y4,watch_accel_z4,watch_gyros_x4,watch_gyros_y4,watch_gyros_z4,watch_accel_x5,watch_accel_y5,watch_accel_z5,watch_gyros_x5,watch_gyros_y5,watch_gyros_z5,watch_accel_x6,watch_accel_y6,watch_accel_z6,watch_gyros_x6,watch_gyros_y6,watch_gyros_z6,watch_accel_x7,watch_accel_y7,watch_accel_z7,watch_gyros_x7,watch_gyros_y7,watch_gyros_z7,watch_accel_x8,watch_accel_y8,watch_accel_z8,watch_gyros_x8,watch_gyros_y8,watch_gyros_z8,watch_accel_x9,watch_accel_y9,watch_accel_z9,watch_gyros_x9,watch_gyros_y9,watch_gyros_z9,watch_accel_x10,watch_accel_y10,watch_accel_z10,watch_gyros_x10,watch_gyros_y10,watch_gyros_z10,watch_accel_x11,watch_accel_y11,watch_accel_z11,watch_gyros_x11,watch_gyros_y11,watch_gyros_z11,watch_accel_x12,watch_accel_y12,watch_accel_z12,watch_gyros_x12,watch_gyros_y12,watch_gyros_z12,watch_accel_x13,watch_accel_y13,watch_accel_z13,watch_gyros_x13,watch_gyros_y13,watch_gyros_z13,watch_accel_x14,watch_accel_y14,watch_accel_z14,watch_gyros_x14,watch_gyros_y14,watch_gyros_z14,watch_accel_x15,watch_accel_y15,watch_accel_z15,watch_gyros_x15,watch_gyros_y15,watch_gyros_z15,watch_accel_x16,watch_accel_y16,watch_accel_z16,watch_gyros_x16,watch_gyros_y16,watch_gyros_z16,watch_accel_x17,watch_accel_y17,watch_accel_z17,watch_gyros_x17,watch_gyros_y17,watch_gyros_z17
shake,10202,201,201_10202_260411204320478,-1.3503297567367554,-10.587160110473633,-3.9025487899780273,0.4056145250797272,0.5852088928222656,0.7086036801338196,-1.4389152526855469,-9.964667320251465,-3.529053211212158,0.5094616413116455,0.7721336483955383,0.8588765263557434,-1.479616641998291,-9.612719535827637,-3.3470940589904785,0.5546656250953674,0.9566149711608887,0.978606104850769,-1.6376339197158813,-9.229647636413574,-4.005499362945557,0.5705481171607971,1.0934487581253052,1.0531316995620728,-1.7190368175506592,-8.865729331970215,-4.474762916564941,0.5766568183898926,1.1618657112121582,1.0934487581253052,-1.9249382019042969,-8.458714485168457,-4.896142482757568,0.5595525503158569,1.2131783962249756,1.1105530261993408,-1.9153614044189453,-7.965508937835693,-5.015852451324463,0.5534439086914062,1.2498302459716797,1.1056660413742065,-2.2577321529388428,-7.9176249504089355,-5.214571475982666,0.5485569834709167,1.2021827697753906,1.0677924156188965,-2.4372973442077637,-7.501033782958984,-5.2480902671813965,0.5192354321479797,1.1826350688934326,1.037249207496643,-2.516305923461914,-7.412448406219482,-5.875370979309082,0.5057964324951172,1.1520918607711792,1.0042624473571777,-2.631227731704712,-7.0126166343688965,-6.411672115325928,0.4715879559516907,1.1007791757583618,0.9346238374710083,-2.911349296569824,-6.763619899749756,-6.189011573791504,0.4105014503002167,1.0103710889816284,0.8515461683273315,-2.9712042808532715,-6.852205276489258,-5.789179801940918,0.3530801236629486,0.9150761365890503,0.7648032903671265,-3.184288263320923,-7.015010833740234,-5.963956356048584,0.32986724376678467,0.8356636762619019,0.7073819637298584,-3.3063924312591553,-6.981492042541504,-6.296750545501709,0.32009339332580566,0.7464773058891296,0.6255260109901428,-3.4117374420166016,-6.976703643798828,-6.358999729156494,0.29565876722335815,0.6194173693656921,0.5326744914054871,-3.514688014984131,-6.835445880889893,-5.863399982452393,0.2675589919090271,0.504574716091156,0.4447098970413208,-3.4955344200134277,-6.931213855743408,-5.647922039031982,0.19058994948863983,0.4031710624694824,0.3738495409488678
