label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2,watch_accel_x3,watch_accel_y3,watch_accel_z3,watch_gyros_x3,watch_gyros_y3,watch_gyros_z3,watch_accel_x4,watch_accel_y4,watch_accel_z4,watch_gyros_x4,watch_gyros_y4,watch_gyros_z4,watch_accel_x5,watch_accel_y5,watch_accel_z5,watch_gyros_x5,watch_gyros_y5,watch_gyros_z5,watch_accel_x6,watch_accel_y6,watch_accel_z6,watch_gyros_x6,watch_gyros_y6,watch_gyros_z6,watch_accel_x7,watch_accel_y7,watch_accel_z7,watch_gyros_x7,watch_gyros_y7,watch_gyros_z7,watch_accel_x8,watch_accel_y8,watch_accel_z8,watch_gyros_x8,watch_gyros_y8,watch_gyros_z8,watch_accel_x9,watch_accel_y9,watch_accel_z9,watch_gyros_x9,watch_gyros_y9,watch_gyros_z9,watch_accel_x10,watch_accel_y10,watch_accel_z10,watch_gyros_x10,watch_gyros_y10,watch_gyros_z10,watch_accel_x11,watch_accel_y11,watch_accel_z11,watch_gyros_x11,watch_gyros_y11,watch_gyros_z11,watch_accel_x12,watch_accel_y12,watch_accel_z12,watch_gyros_x12,watch_gyros_y12,watch_gyros_z12,watch_accel_x13,watch_accel_y13,watch_accel_z13,watch_gyros_x13,watch_gyros_y13,watch_gyros_z13,watch_accel_x14,watch_accel_y14,watch_accel_z14,watch_gyros_x14,watch_gyros_y14,watch_gyros_z14,watch_accel_x15,watch_accel_y15,watch_accel_z15,watch_gyros_x15,watch_gyros_y15,watch_gyros_z15,watch_accel_x16,watch_accel_y16,watch_accel_z16,watch_gyros_x16,watch_gyros_y16,watch_gyros_z16,watch_accel_x17,watch_accel_y17,watch_accel_z17,watch_gyros_x17,watch_gyros_y17,watch_gyros_z17,watch_accel_x18,watch_accel_y18,watch_accel_z18,watch_gyros_x18,watch_gyros_y18,watch_gyros_z18,watch_accel_x19,watch_accel_y19,watch_accel_z19,watch_gyros_x19,watch_gyros_y19,watch_gyros_z19,watch_accel_x20,watch_accel_y20,watch_accel_z20,watch_gyros_x20,watch_gyros_y20,watch_gyros_z20,watch_accel_x21,watch_accel_y21,watch_accel_z21,watch_gyros_x21,watch_gyros_y21,watch_gyros_z21,watch_accel_x22,watch_accel_y22,watch_accel_z22,watch_gyros_x22,watch_gyros_y22,watch_gyros_z22,watch_accel_x23,watch_accel_y23,watch_accel_z23,watch_gyros_x23,watch_gyros_y23,watch_gyros_z23,watch_accel_x24,watch_accel_y24,watch_accel_z24,watch_gyros_x24,watch_gyros_y24,watch_gyros_z24
shake,10202,201,201_10202_260411204212104,-1.3862427473068237,-9.390059471130371,-4.094084739685059,-0.656069278717041,-1.302364706993103,-1.263269305229187,-1.094150185585022,-10.982203483581543,-3.3494882583618164,-0.626747727394104,-1.1618657112121582,-1.0690141916275024,-0.9720458984375,-12.18409252166748,-2.2170307636260986,-0.40194934606552124,-0.9065240025520325,-0.8063421249389648,-1.0630255937576294,-12.354081153869629,-1.8842366933822632,-0.11850785464048386,-0.6108652353286743,-0.5021312236785889,-0.9409212470054626,-11.911153793334961,-2.097320795059204,0.05375614017248154,-0.33719760179519653,-0.24556782841682434,-1.0342950820922852,-11.753135681152344,-2.3367409706115723,0.20891591906547546,0.04398229718208313,0.07696902006864548,-1.2497732639312744,-11.396400451660156,-2.2625205516815186,0.3543018400669098,0.4031710624694824,0.3995058834552765,-1.316810965538025,-10.83855152130127,-2.3295583724975586,0.5265658497810364,0.720820963382721,0.6572909951210022,-1.4221558570861816,-10.127472877502441,-2.8586769104003906,0.6230825781822205,0.9651671051979065,0.8210029006004333,-1.522712230682373,-9.818621635437012,-3.823540210723877,0.6890559792518616,1.1911872625350952,0.9810495972633362,-1.6974890232086182,-9.299078941345215,-4.46518611907959,0.7220427393913269,1.3292428255081177,1.0971139669418335,-1.8531121015548706,-8.731653213500977,-4.67827033996582,0.7330383062362671,1.389107584953308,1.1789699792861938,-2.051830768585205,-8.233659744262695,-5.003881454467773,0.6951646208763123,1.4172073602676392,1.2302825450897217,-2.3056161403656006,-7.800309181213379,-5.66228723526001,0.6817256212234497,1.3915510177612305,1.235169529914856,-2.5689783096313477,-7.261613845825195,-6.222530364990234,0.6487388610839844,1.3548991680145264,1.1948524713516235,-2.8347349166870117,-7.005434036254883,-6.402095317840576,0.6133087277412415,1.2571606636047363,1.1276572942733765,-2.9735984802246094,-7.072471618652344,-6.236895561218262,0.5522221922874451,1.1105530261993408,1.0445796251296997,-3.220201253890991,-6.794744491577148,-6.057330131530762,0.5241223573684692,1.0225883722305298,0.9553932547569275,-3.4548330307006836,-6.021417140960693,-6.426037311553955,0.4691445231437683,0.8796459436416626,0.8381071090698242,-3.641580820083618,-5.827486991882324,-6.916848659515381,0.3384193480014801,0.7379252314567566,0.6914994716644287,-3.7612907886505127,-5.940014362335205,-7.0772600173950195,0.21991148591041565,0.5778785347938538,0.5290092825889587,-3.9264907836914062,-5.975927352905273,-7.0557122230529785,0.15515977144241333,0.39095374941825867,0.36163222789764404,-4.077325344085693,-5.679046630859375,-7.000645637512207,0.1368338167667389,0.2382374405860901,0.21502456068992615,-4.034229755401611,-5.284003257751465,-6.794744491577148,0.06108652427792549,0.042760565876960754,0.019547687843441963,-3.976768970489502,-5.4659624099731445,-6.694188117980957,-0.07208210229873657,-0.17470745742321014,-0.2015855312347412
