label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2,watch_accel_x3,watch_accel_y3,watch_accel_z3,watch_gyros_x3,watch_gyros_y3,watch_gyros_z3,watch_accel_x4,watch_accel_y4,watch_accel_z4,watch_gyros_x4,watch_gyros_y4,watch_gyros_z4,watch_accel_x5,watch_accel_y5,watch_accel_z5,watch_gyros_x5,watch_gyros_y5,watch_gyros_z5,watch_accel_x6,watch_accel_y6,watch_accel_z6,watch_gyros_x6,watch_gyros_y6,watch_gyros_z6,watch_accel_x7,watch_accel_y7,watch_accel_z7,watch_gyros_x7,watch_gyros_y7,watch_gyros_z7,watch_accel_x8,watch_accel_y8,watch_accel_z8,watch_gyros_x8,watch_gyros_y8,watch_gyros_z8,watch_accel_x9,watch_accel_y9,watch_accel_z9,watch_gyros_x9,watch_gyros_y9,watch_gyros_z9,watch_accel_x10,watch_accel_y10,watch_accel_z10,watch_gyros_x10,watch_gyros_y10,watch_gyros_z10,watch_accel_x11,watch_accel_y11,watch_accel_z11,watch_gyros_x11,watch_gyros_y11,watch_gyros_z11,watch_accel_x12,watch_accel_y12,watch_accel_z12,watch_gyros_x12,watch_gyros_y12,watch_gyros_z12,watch_accel_x13,watch_accel_y13,watch_accel_z13,watch_gyros_x13,watch_gyros_y13,watch_gyros_z13,watch_accel_x14,watch_accel_y14,watch_accel_z14,watch_gyros_x14,watch_gyros_y14,watch_gyros_z14,watch_accel_x15,watch_accel_y15,watch_accel_z15,watch_gyros_x15,watch_gyros_y15,watch_gyros_z15,watch_accel_x16,watch_accel_y16,watch_accel_z16,watch_gyros_x16,watch_gyros_y16,watch_gyros_z16,watch_accel_x17,watch_accel_y17,watch_accel_z17,watch_gyros_x17,watch_gyros_y17,watch_gyros_z17,watch_accel_x18,watch_accel_y18,watch_accel_z18,watch_gyros_x18,watch_gyros_y18,watch_gyros_z18,watch_accel_x19,watch_accel_y19,watch_accel_z19,watch_gyros_x19,watch_gyros_y19,watch_gyros_z19,watch_accel_x20,watch_accel_y20,watch_accel_z20,watch_gyros_x20,watch_gyros_y20,watch_gyros_z20,watch_accel_x21,watch_accel_y21,watch_accel_z21,watch_gyros_x21,watch_gyros_y21,watch_gyros_z21,watch_accel_x22,watch_accel_y22,watch_accel_z22,watch_gyros_x22,watch_gyros_y22,watch_gyros_z22,watch_accel_x23,watch_accel_y23,watch_accel_z23,watch_gyros_x23,watch_gyros_y23,watch_gyros_z23,watch_accel_x24,watch_accel_y24,watch_accel_z24,watch_gyros_x24,watch_gyros_y24,watch_gyros_z24,watch_accel_x25,watch_accel_y25,watch_accel_z25,watch_gyros_x25,watch_gyros_y25,watch_gyros_z25,watch_accel_x26,watch_accel_y26,watch_accel_z26,watch_gyros_x26,watch_gyros_y26,watch_gyros_z26
shake,10202,201,201_10202_260411204256127,-1.5322890281677246,-8.710105895996094,-4.709394931793213,-0.7574729323387146,-1.3536773920059204,-1.2950342893600464,-1.3527239561080933,-8.635885238647461,-4.666299343109131,-0.7757988572120667,-1.2803735733032227,-1.2498302459716797,-1.1324573755264282,-10.187328338623047,-3.5745432376861572,-0.836885392665863,-1.1691961288452148,-1.1142182350158691,-1.01753568649292,-11.635820388793945,-3.0334534645080566,-0.6621779203414917,-0.9651671051979065,-0.9285151958465576,-1.0678139925003052,-11.434707641601562,-3.1220390796661377,-0.34697145223617554,-0.7305948138237,-0.7037167549133301,-1.1827356815338135,-11.240777015686035,-3.1076738834381104,-0.16249015927314758,-0.49724429845809937,-0.4605923891067505,-1.170764684677124,-11.441889762878418,-2.873042106628418,-0.08307767659425735,-0.34086281061172485,-0.24678955972194672,-1.1324573755264282,-11.824962615966797,-2.734178304672241,0.04153883829712868,-0.06352998316287994,0.045204028487205505,-1.335964560508728,-11.51611042022705,-2.8634653091430664,0.2590068578720093,0.22113321721553802,0.3384193480014801,-1.4460978507995605,-10.740388870239258,-3.043030261993408,0.43249258399009705,0.4899139404296875,0.6108652353286743,-1.4724340438842773,-10.309432983398438,-3.1435868740081787,0.5082398653030396,0.6695083379745483,0.7855727076530457,-1.659181833267212,-9.78989028930664,-3.646369218826294,0.608421802520752,0.8820894360542297,0.9517280459403992,-1.7405846118927002,-9.172186851501465,-4.151545524597168,0.6805039048194885,1.0421360731124878,1.0739010572433472,-1.9321208000183105,-8.576030731201172,-4.747702121734619,0.7281513810157776,1.1594222784042358,1.1423180103302002,-2.1499931812286377,-7.94635534286499,-5.183446884155273,0.7635815739631653,1.214400053024292,1.1594222784042358,-2.279279947280884,-7.568071365356445,-5.25527286529541,0.7831292152404785,1.235169529914856,1.1618657112121582,-2.537853717803955,-7.101202011108398,-5.418078422546387,0.779464066028595,1.235169529914856,1.1020009517669678,-2.7557260990142822,-6.756437301635742,-5.916072368621826,0.675616979598999,1.197295904159546,1.017701506614685,-3.07415509223938,-6.461950302124023,-6.251260757446289,0.5558874011039734,1.1044443845748901,0.8967501521110535,-3.24414324760437,-6.095637321472168,-6.538564682006836,0.48869219422340393,0.9920451641082764,0.7819074988365173,-3.4739866256713867,-5.896918773651123,-6.852205276489258,0.4239404797554016,0.8454375267028809,0.6133087277412415,-3.773261785507202,-5.858611583709717,-7.168240070343018,0.31520646810531616,0.6621779203414917,0.4398229718208313,-3.9193081855773926,-5.760449409484863,-7.194576263427734,0.21624629199504852,0.43737950921058655,0.2590068578720093,-4.027047157287598,-5.705382823944092,-7.038952827453613,0.15027284622192383,0.24923302233219147,0.1111774742603302,-4.089296340942383,-5.789179801940918,-6.828263282775879,0.0708603709936142,-0.00733038317412138,-0.07819075137376785,-3.9264907836914062,-5.805939197540283,-6.72531270980835,-0.05375614017248154,-0.23579397797584534,-0.25045475363731384,-3.8498764038085938,-5.813121795654297,-6.555324077606201,-0.20036379992961884,-0.4202753007411957,-0.4141666293144226
