label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2,watch_accel_x3,watch_accel_y3,watch_accel_z3,watch_gyros_x3,watch_gyros_y3,watch_gyros_z3,watch_accel_x4,watch_accel_y4,watch_accel_z4,watch_gyros_x4,watch_gyros_y4,watch_gyros_z4,watch_accel_x5,watch_accel_y5,watch_accel_z5,watch_gyros_x5,watch_gyros_y5,watch_gyros_z5,watch_accel_x6,watch_accel_y6,watch_accel_z6,watch_gyros_x6,watch_gyros_y6,watch_gyros_z6,watch_accel_x7,watch_accel_y7,watch_accel_z7,watch_gyros_x7,watch_gyros_y7,watch_gyros_z7,watch_accel_x8,watch_accel_y8,watch_accel_z8,watch_gyros_x8,watch_gyros_y8,watch_gyros_z8,watch_accel_x9,watch_accel_y9,watch_accel_z9,watch_gyros_x9,watch_gyros_y9,watch_gyros_z9,watch_accel_x10,watch_accel_y10,watch_accel_z10,watch_gyros_x10,watch_gyros_y10,watch_gyros_z10,watch_accel_x11,watch_accel_y11,watch_accel_z11,watch_gyros_x11,watch_gyros_y11,watch_gyros_z11,watch_accel_x12,watch_accel_y12,watch_accel_z12,watch_gyros_x12,watch_gyros_y12,watch_gyros_z12,watch_accel_x13,watch_accel_y13,watch_accel_z13,watch_gyros_x13,watch_gyros_y13,watch_gyros_z13,watch_accel_x14,watch_accel_y14,watch_accel_z14,watch_gyros_x14,watch_gyros_y14,watch_gyros_z14,watch_accel_x15,watch_accel_y15,watch_accel_z15,watch_gyros_x15,watch_gyros_y15,watch_gyros_z15,watch_accel_x16,watch_accel_y16,watch_accel_z16,watch_gyros_x16,watch_gyros_y16,watch_gyros_z16,watch_accel_x17,watch_accel_y17,watch_accel_z17,watch_gyros_x17,watch_gyros_y17,watch_gyros_z17,watch_accel_x18,watch_accel_y18,watch_accel_z18,watch_gyros_x18,watch_gyros_y18,watch_gyros_z18,watch_accel_x19,watch_accel_y19,watch_accel_z19,watch_gyros_x19,watch_gyros_y19,watch_gyros_z19,watch_accel_x20,watch_accel_y20,watch_accel_z20,watch_gyros_x20,watch_gyros_y20,watch_gyros_z20,watch_accel_x21,watch_accel_y21,watch_accel_z21,watch_gyros_x21,watch_gyros_y21,watch_gyros_z21,watch_accel_x22,watch_accel_y22,watch_accel_z22,watch_gyros_x22,watch_gyros_y22,watch_gyros_z22,watch_accel_x23,watch_accel_y23,watch_accel_z23,watch_gyros_x23,watch_gyros_y23,watch_gyros_z23,watch_accel_x24,watch_accel_y24,watch_accel_z24,watch_gyros_x24,watch_gyros_y24,watch_gyros_z24,watch_accel_x25,watch_accel_y25,watch_accel_z25,watch_gyros_x25,watch_gyros_y25,watch_gyros_z25,watch_accel_x26,watch_accel_y26,watch_accel_z26,watch_gyros_x26,watch_gyros_y26,watch_gyros_z26,watch_accel_x27,watch_accel_y27,watch_accel_z27,watch_gyros_x27,watch_gyros_y27,watch_gyros_z27,watch_accel_x28,watch_accel_y28,watch_accel_z28,watch_gyros_x28,watch_gyros_y28,watch_gyros_z28,watch_accel_x29,watch_accel_y29,watch_accel_z29,watch_gyros_x29,watch_gyros_y29,watch_gyros_z29
shake,10202,201,201_10202_260411204315623,-1.6855180263519287,-6.983886241912842,-5.657498836517334,-1.1252137422561646,-1.938886284828186,-1.643227458000183,-1.1468225717544556,-9.337387084960938,-4.486733913421631,-1.254717230796814,-1.89979088306427,-1.5845844745635986,-1.0055646896362305,-10.910377502441406,-3.581725835800171,-1.1081095933914185,-1.6884315013885498,-1.4489723443984985,-0.9624691009521484,-10.84094524383545,-3.404554843902588,-0.8417723178863525,-1.4110987186431885,-1.282817006111145,-1.0654197931289673,-10.833763122558594,-3.0621838569641113,-0.7257078886032104,-1.253495454788208,-1.1349875926971436,-0.6967126727104187,-11.78665542602539,-2.8203697204589844,-0.5583308339118958,-1.0629055500030518,-0.8845328688621521,-0.5051765441894531,-11.583148002624512,-2.5330653190612793,-0.294437050819397,-0.7464773058891296,-0.6438519954681396,-0.507570743560791,-11.252747535705566,-2.4803929328918457,-0.21380282938480377,-0.4141666293144226,-0.37751471996307373,-0.6200982332229614,-11.851298332214355,-2.5091233253479004,-0.08796459436416626,-0.14416420459747314,-0.1319468915462494,-0.7709329724311829,-11.710040092468262,-2.5522189140319824,0.2675589919090271,0.2125810980796814,0.1771509200334549,-1.1803414821624756,-10.687716484069824,-2.8155810832977295,0.47280970215797424,0.6010913848876953,0.4703662395477295,-1.656787633895874,-9.974244117736816,-3.0813376903533936,0.5057964324951172,0.8808676600456238,0.7024950385093689,-1.7956513166427612,-9.828198432922363,-3.758896589279175,0.5473352670669556,1.0946705341339111,0.9089674949645996,-1.5969325304031372,-9.6989107131958,-4.127603530883789,0.6695083379745483,1.2217304706573486,1.0213667154312134,-1.6974890232086182,-9.337387084960938,-4.2760443687438965,0.827111542224884,1.3573426008224487,1.1325441598892212,-1.6831238269805908,-8.197746276855469,-4.529829502105713,0.8344419002532959,1.480737328529358,1.2021827697753906,-1.9081788063049316,-7.592013359069824,-5.25527286529541,0.6536257863044739,1.4978415966033936,1.2315043210983276,-2.097320795059204,-7.620744228363037,-6.315904140472412,0.5571091175079346,1.470963478088379,1.2278391122817993,-2.4157495498657227,-7.704541206359863,-6.191405773162842,0.6475171446800232,1.3744467496871948,1.1582005023956299,-2.58813214302063,-7.4770917892456055,-5.8442463874816895,0.8381071090698242,1.29381263256073,1.0824532508850098,-2.7078421115875244,-6.658275127410889,-6.038176536560059,0.8295549750328064,1.1985175609588623,0.9773843884468079,-2.9017724990844727,-6.2416839599609375,-6.2201361656188965,0.5852088928222656,1.0739010572433472,0.8503243923187256,-3.0166940689086914,-6.303933143615723,-6.6391215324401855,0.43249258399009705,0.9517280459403992,0.7525860071182251,-3.1675288677215576,-6.631938934326172,-6.782773494720459,0.4544837474822998,0.7965682744979858,0.6133087277412415,-3.4524388313293457,-6.689399719238281,-6.950367450714111,0.5387831330299377,0.6609562039375305,0.4801400899887085,-3.557783842086792,-6.229712963104248,-6.98628044128418,0.4178318381309509,0.4899139404296875,0.33719760179519653,-3.643975019454956,-6.069301128387451,-6.97430944442749,0.2125810980796814,0.34574973583221436,0.2382374405860901,-3.8738183975219727,-6.088454723358154,-7.010222434997559,0.00366519158706069,0.11484266817569733,0.09773843735456467,-3.708618402481079,-6.418854713439941,-6.998251438140869,-0.051312681287527084,-0.14782938361167908,-0.05864306539297104,-3.758896589279175,-6.3302693367004395,-7.029376029968262,-0.03787364438176155,-0.36529740691185,-0.20525072515010834
