label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2,watch_accel_x3,watch_accel_y3,watch_accel_z3,watch_gyros_x3,watch_gyros_y3,watch_gyros_z3,watch_accel_x4,watch_accel_y4,watch_accel_z4,watch_gyros_x4,watch_gyros_y4,watch_gyros_z4,watch_accel_x5,watch_accel_y5,watch_accel_z5,watch_gyros_x5,watch_gyros_y5,watch_gyros_z5,watch_accel_x6,watch_accel_y6,watch_accel_z6,watch_gyros_x6,watch_gyros_y6,watch_gyros_z6,watch_accel_x7,watch_accel_y7,watch_accel_z7,watch_gyros_x7,watch_gyros_y7,watch_gyros_z7,watch_accel_x8,watch_accel_y8,watch_accel_z8,watch_gyros_x8,watch_gyros_y8,watch_gyros_z8,watch_accel_x9,watch_accel_y9,watch_accel_z9,watch_gyros_x9,watch_gyros_y9,watch_gyros_z9,watch_accel_x10,watch_accel_y10,watch_accel_z10,watch_gyros_x10,watch_gyros_y10,watch_gyros_z10,watch_accel_x11,watch_accel_y11,watch_accel_z11,watch_gyros_x11,watch_gyros_y11,watch_gyros_z11,watch_accel_x12,watch_accel_y12,watch_accel_z12,watch_gyros_x12,watch_gyros_y12,watch_gyros_z12,watch_accel_x13,watch_accel_y13,watch_accel_z13,watch_gyros_x13,watch_gyros_y13,watch_gyros_z13,watch_accel_x14,watch_accel_y14,watch_accel_z14,watch_gyros_x14,watch_gyros_y14,watch_gyros_z14,watch_accel_x15,watch_accel_y15,watch_accel_z15,watch_gyros_x15,watch_gyros_y15,watch_gyros_z15,watch_accel_x16,watch_accel_y16,watch_accel_z16,watch_gyros_x16,watch_gyros_y16,watch_gyros_z16,watch_accel_x17,watch_accel_y17,watch_accel_z17,watch_gyros_x17,watch_gyros_y17,watch_gyros_z17,watch_accel_x18,watch_accel_y18,watch_accel_z18,watch_gyros_x18,watch_gyros_y18,watch_gyros_z18,watch_accel_x19,watch_accel_y19,watch_accel_z19,watch_gyros_x19,watch_gyros_y19,watch_gyros_z19,watch_accel_x20,watch_accel_y20,watch_accel_z20,watch_gyros_x20,watch_gyros_y20,watch_gyros_z20,watch_accel_x21,watch_accel_y21,watch_accel_z21,watch_gyros_x21,watch_gyros_y21,watch_gyros_z21,watch_accel_x22,watch_accel_y22,watch_accel_z22,watch_gyros_x22,watch_gyros_y22,watch_gyros_z22,watch_accel_x23,watch_accel_y23,watch_accel_z23,watch_gyros_x23,watch_gyros_y23,watch_gyros_z23,watch_accel_x24,watch_accel_y24,watch_accel_z24,watch_gyros_x24,watch_gyros_y24,watch_gyros_z24,watch_accel_x25,watch_accel_y25,watch_accel_z25,watch_gyros_x25,watch_gyros_y25,watch_gyros_z25
shake,10202,201,201_10202_260411204157205,-2.31758713722229,-8.056488990783691,-5.003881454467773,-1.0433578491210938,-1.616349458694458,-1.4966198205947876,-1.9488801956176758,-10.24000072479248,-3.2609026432037354,-1.0690141916275024,-1.4599679708480835,-1.3854423761367798,-2.027888774871826,-10.522516250610352,-2.7676970958709717,-0.9236282706260681,-1.2388347387313843,-1.2315043210983276,-2.073378562927246,-10.417171478271484,-2.7437551021575928,-0.8002334833145142,-1.0958921909332275,-1.0677924156188965,-2.0254945755004883,-11.425130844116211,-2.8179752826690674,-0.626747727394104,-0.8625417351722717,-0.8319984674453735,-1.8722656965255737,-12.430695533752441,-2.075772762298584,-0.3078760802745819,-0.618195652961731,-0.5510004758834839,-1.8315643072128296,-12.576741218566895,-1.599326729774475,-0.045204028487205505,-0.3090978264808655,-0.2272418737411499,-1.8746598958969116,-11.93509578704834,-1.9776105880737305,0.10018189996480942,-0.03787364438176155,0.03787364438176155,-1.9991583824157715,-11.264719009399414,-2.3319525718688965,0.2785545587539673,0.2687807083129883,0.31520646810531616,-2.1954829692840576,-10.733205795288086,-2.631227731704712,0.4544837474822998,0.5290092825889587,0.5571091175079346,-2.387019157409668,-10.04846477508545,-3.1244332790374756,0.6768386960029602,0.7709119319915771,0.7623597979545593,-2.470816135406494,-9.246406555175781,-3.687070608139038,0.8637634515762329,0.9590584635734558,0.8894197940826416,-2.7078421115875244,-8.291120529174805,-4.2329487800598145,0.8600982427597046,1.0775662660598755,0.9382890462875366,-3.0190882682800293,-8.032546997070312,-4.6471452713012695,0.6841690540313721,1.1582005023956299,0.970054030418396,-3.2345664501190186,-8.037335395812988,-5.353435039520264,0.6206390857696533,1.1191051006317139,0.9932668805122375,-3.3494882583618164,-7.443572998046875,-5.801150798797607,0.7574729323387146,1.0506882667541504,0.9431759119033813,-3.6511576175689697,-6.593631267547607,-6.0405707359313965,0.7513642311096191,0.9651671051979065,0.8772025108337402,-3.9384617805480957,-6.1315507888793945,-6.0836663246154785,0.5949827432632446,0.8515461683273315,0.7538077235221863,-4.158728122711182,-5.851428985595703,-6.2201361656188965,0.3995058834552765,0.6927211880683899,0.6145304441452026,-4.376600742340088,-5.805939197540283,-6.277596950531006,0.32131510972976685,0.5094616413116455,0.43737950921058655,-4.4292731285095215,-5.846640586853027,-6.224924564361572,0.27000242471694946,0.3286454975605011,0.2528982162475586,-4.501099109649658,-5.70777702331543,-6.428431510925293,0.18448130786418915,0.20402899384498596,0.11728613078594208,-4.546588897705078,-5.513846397399902,-6.543353080749512,0.04153883829712868,0.01710422709584236,-0.045204028487205505,-4.422090530395508,-5.595249176025391,-6.3949127197265625,-0.14049901068210602,-0.17470745742321014,-0.21868975460529327,-4.326322555541992,-5.947196960449219,-6.19379997253418,-0.2724458873271942,-0.3604104816913605,-0.38117989897727966,-4.168305397033691,-6.1267619132995605,-6.141127586364746,-0.3384193480014801,-0.48747047781944275,-0.49846604466438293
