label,sub_label,user,file_id,mobile_accel_x0,mobile_accel_y0,mobile_accel_z0,mobile_gyros_x0,mobile_gyros_y0,mobile_gyros_z0,mobile_accel_x1,mobile_accel_y1,mobile_accel_z1,mobile_gyros_x1,mobile_gyros_y1,mobile_gyros_z1,mobile_accel_x2,mobile_accel_y2,mobile_accel_z2,mobile_gyros_x2,mobile_gyros_y2,mobile_gyros_z2,mobile_accel_x3,mobile_accel_y3,mobile_accel_z3,mobile_gyros_x3,mobile_gyros_y3,mobile_gyros_z3,mobile_accel_x4,mobile_accel_y4,mobile_accel_z4,mobile_gyros_x4,mobile_gyros_y4,mobile_gyros_z4,mobile_accel_x5,mobile_accel_y5,mobile_accel_z5,mobile_gyros_x5,mobile_gyros_y5,mobile_gyros_z5,mobile_accel_x6,mobile_accel_y6,mobile_accel_z6,mobile_gyros_x6,mobile_gyros_y6,mobile_gyros_z6,mobile_accel_x7,mobile_accel_y7,mobile_accel_z7,mobile_gyros_x7,mobile_gyros_y7,mobile_gyros_z7,mobile_accel_x8,mobile_accel_y8,mobile_accel_z8,mobile_gyros_x8,mobile_gyros_y8,mobile_gyros_z8,mobile_accel_x9,mobile_accel_y9,mobile_accel_z9,mobile_gyros_x9,mobile_gyros_y9,mobile_gyros_z9,mobile_accel_x10,mobile_accel_y10,mobile_accel_z10,mobile_gyros_x10,mobile_gyros_y10,mobile_gyros_z10,mobile_accel_x11,mobile_accel_y11,mobile_accel_z11,mobile_gyros_x11,mobile_gyros_y11,mobile_gyros_z11,mobile_accel_x12,mobile_accel_y12,mobile_accel_z12,mobile_gyros_x12,mobile_gyros_y12,mobile_gyros_z12,mobile_accel_x13,mobile_accel_y13,mobile_accel_z13,mobile_gyros_x13,mobile_gyros_y13,mobile_gyros_z13,mobile_accel_x14,mobile_accel_y14,mobile_accel_z14,mobile_gyros_x14,mobile_gyros_y14,mobile_gyros_z14,mobile_accel_x15,mobile_accel_y15,mobile_accel_z15,mobile_gyros_x15,mobile_gyros_y15,mobile_gyros_z15,mobile_accel_x16,mobile_accel_y16,mobile_accel_z16,mobile_gyros_x16,mobile_gyros_y16,mobile_gyros_z16,mobile_accel_x17,mobile_accel_y17,mobile_accel_z17,mobile_gyros_x17,mobile_gyros_y17,mobile_gyros_z17,mobile_accel_x18,mobile_accel_y18,mobile_accel_z18,mobile_gyros_x18,mobile_gyros_y18,mobile_gyros_z18,mobile_accel_x19,mobile_accel_y19,mobile_accel_z19,mobile_gyros_x19,mobile_gyros_y19,mobile_gyros_z19,mobile_accel_x20,mobile_accel_y20,mobile_accel_z20,mobile_gyros_x20,mobile_gyros_y20,mobile_gyros_z20,mobile_accel_x21,mobile_accel_y21,mobile_accel_z21,mobile_gyros_x21,mobile_gyros_y21,mobile_gyros_z21,mobile_accel_x22,mobile_accel_y22,mobile_accel_z22,mobile_gyros_x22,mobile_gyros_y22,mobile_gyros_z22,mobile_accel_x23,mobile_accel_y23,mobile_accel_z23,mobile_gyros_x23,mobile_gyros_y23,mobile_gyros_z23,mobile_accel_x24,mobile_accel_y24,mobile_accel_z24,mobile_gyros_x24,mobile_gyros_y24,mobile_gyros_z24,mobile_accel_x25,mobile_accel_y25,mobile_accel_z25,mobile_gyros_x25,mobile_gyros_y25,mobile_gyros_z25,mobile_accel_x26,mobile_accel_y26,mobile_accel_z26,mobile_gyros_x26,mobile_gyros_y26,mobile_gyros_z26,mobile_accel_x27,mobile_accel_y27,mobile_accel_z27,mobile_gyros_x27,mobile_gyros_y27,mobile_gyros_z27
shake,10201,208,208_10201_260414154933232,0.5132604837417603,0.038285162299871445,9.340383529663086,-0.1513417512178421,0.18325942754745483,-0.05024362727999687,0.2679961323738098,-0.0891326442360878,10.563714027404785,0.09682206809520721,0.09666935354471207,-0.0461202897131443,0.2356930375099182,0.09930214285850525,9.727422714233398,-0.011606430634856224,0.13041962683200836,-0.018784092739224434,0.17527425289154053,0.06400800496339798,10.013364791870117,0.016035201027989388,0.12186752259731293,-0.019700389355421066,0.18364913761615753,0.09092725813388824,9.873982429504395,0.007941242307424545,0.15485422313213348,-0.019242240116000175,0.012562318705022335,0.03349951654672623,9.91286563873291,0.028863361105322838,0.12400554865598679,-0.02825249545276165,-0.05623133108019829,0.1579262912273407,9.914660453796387,0.0792597085237503,0.0717766135931015,-0.07254019379615784,-0.02871387079358101,0.1657029688358307,9.926624298095703,0.07391463965177536,0.11087195575237274,-0.07055488228797913,-0.06041877344250679,0.16929219663143158,9.997213363647461,0.1314886510372162,0.1715002804994583,-0.0591011680662632,-0.03349951654672623,0.06999006122350693,9.954142570495605,0.20509785413742065,0.29214608669281006,-0.03481929376721382,-0.1178465187549591,0.3846462368965149,10.105487823486328,0.20112723112106323,0.2787070572376251,-0.035124726593494415,-0.39062830805778503,0.35413774847984314,13.511073112487793,0.023976443335413933,-0.04550942778587341,-0.02825249545276165,-0.1052841991186142,0.04486542567610741,10.398011207580566,0.014966187067329884,-0.0691804364323616,-0.031154103577136993,-0.12921242415905,-0.008374879136681557,9.919445991516113,0.07483093440532684,-0.277332603931427,-0.029932374134659767,0.14715859293937683,-0.22193430364131927,10.295717239379883,-0.004123337101191282,0.01893680728971958,0.0054977829568088055,-0.12622138857841492,0.1950150430202484,9.681360244750977,0.004276053514331579,-0.010537417605519295,-1.527161948615685E-4,-0.0891326442360878,0.16749759018421173,9.830911636352539,0.06368265300989151,-0.20021092891693115,7.635809597559273E-4,0.06819544732570648,0.23270200192928314,10.196415901184082,-0.017715077847242355,0.050549060106277466,-9.162971982732415E-4,-0.03349951654672623,0.22851456701755524,9.985847473144531,-0.06643154472112656,0.2159406989812851,-0.003359756199643016,-0.17527425289154053,0.17706887423992157,9.531210899353027,0.032070402055978775,-0.11423171311616898,0.0010690133785828948,0.008374879136681557,0.1501496136188507,10.04865837097168,0.01359174121171236,-0.03894263133406639,7.635809597559273E-4,-0.046061836183071136,0.2027917206287384,10.01994514465332,-0.025350889191031456,0.08597921580076218,-6.10864779446274E-4,-0.10229317098855972,0.1704886108636856,9.769296646118164,0.014202605932950974,-0.04841103404760361,3.05432389723137E-4,-0.0364905446767807,0.2356930375099182,10.012765884399414,0.0013744457392022014,-0.005650499369949102,0.0013744457392022014,-0.07058826833963394,0.2392822653055191,9.906285285949707,-0.009621120058000088,0.028099779039621353,1.527161948615685E-4,-0.06580262631177902,0.20877377688884735,9.908080101013184,0.006719512399286032,-0.026419902220368385,6.10864779446274E-4,-0.04486542567610741,0.19621145725250244,9.968499183654785,-0.005345067009329796,0.013439024798572063,3.05432389723137E-4,-0.06699903309345245,0.15972091257572174,9.914660453796387,-0.0013744457392022014,4.5814859913662076E-4,-1.527161948615685E-4
