label,sub_label,user,file_id,mobile_accel_x0,mobile_accel_y0,mobile_accel_z0,mobile_gyros_x0,mobile_gyros_y0,mobile_gyros_z0,mobile_accel_x1,mobile_accel_y1,mobile_accel_z1,mobile_gyros_x1,mobile_gyros_y1,mobile_gyros_z1,mobile_accel_x2,mobile_accel_y2,mobile_accel_z2,mobile_gyros_x2,mobile_gyros_y2,mobile_gyros_z2,mobile_accel_x3,mobile_accel_y3,mobile_accel_z3,mobile_gyros_x3,mobile_gyros_y3,mobile_gyros_z3,mobile_accel_x4,mobile_accel_y4,mobile_accel_z4,mobile_gyros_x4,mobile_gyros_y4,mobile_gyros_z4,mobile_accel_x5,mobile_accel_y5,mobile_accel_z5,mobile_gyros_x5,mobile_gyros_y5,mobile_gyros_z5,mobile_accel_x6,mobile_accel_y6,mobile_accel_z6,mobile_gyros_x6,mobile_gyros_y6,mobile_gyros_z6,mobile_accel_x7,mobile_accel_y7,mobile_accel_z7,mobile_gyros_x7,mobile_gyros_y7,mobile_gyros_z7,mobile_accel_x8,mobile_accel_y8,mobile_accel_z8,mobile_gyros_x8,mobile_gyros_y8,mobile_gyros_z8,mobile_accel_x9,mobile_accel_y9,mobile_accel_z9,mobile_gyros_x9,mobile_gyros_y9,mobile_gyros_z9,mobile_accel_x10,mobile_accel_y10,mobile_accel_z10,mobile_gyros_x10,mobile_gyros_y10,mobile_gyros_z10,mobile_accel_x11,mobile_accel_y11,mobile_accel_z11,mobile_gyros_x11,mobile_gyros_y11,mobile_gyros_z11,mobile_accel_x12,mobile_accel_y12,mobile_accel_z12,mobile_gyros_x12,mobile_gyros_y12,mobile_gyros_z12,mobile_accel_x13,mobile_accel_y13,mobile_accel_z13,mobile_gyros_x13,mobile_gyros_y13,mobile_gyros_z13,mobile_accel_x14,mobile_accel_y14,mobile_accel_z14,mobile_gyros_x14,mobile_gyros_y14,mobile_gyros_z14,mobile_accel_x15,mobile_accel_y15,mobile_accel_z15,mobile_gyros_x15,mobile_gyros_y15,mobile_gyros_z15,mobile_accel_x16,mobile_accel_y16,mobile_accel_z16,mobile_gyros_x16,mobile_gyros_y16,mobile_gyros_z16,mobile_accel_x17,mobile_accel_y17,mobile_accel_z17,mobile_gyros_x17,mobile_gyros_y17,mobile_gyros_z17,mobile_accel_x18,mobile_accel_y18,mobile_accel_z18,mobile_gyros_x18,mobile_gyros_y18,mobile_gyros_z18,mobile_accel_x19,mobile_accel_y19,mobile_accel_z19,mobile_gyros_x19,mobile_gyros_y19,mobile_gyros_z19
shake,10201,113,113_10201_260409225027607,1.1808580160140991,8.83250617980957,6.580262184143066,-0.35934120416641235,0.2458730787038803,0.2935205399990082,1.9657038450241089,8.359326362609863,6.662814617156982,-0.05543597787618637,0.11148282140493393,0.21319180727005005,2.3718855381011963,8.46760082244873,6.372684955596924,0.2364046722650528,-0.08582650125026703,0.07360920310020447,2.290529489517212,7.657032489776611,5.347360610961914,0.3585776388645172,-0.2159406989812851,-0.02458730712532997,2.3545374870300293,7.583453178405762,4.707280158996582,0.34727662801742554,-0.1308777779340744,-0.1207985132932663,2.359323024749756,8.180462837219238,4.344169616699219,0.2845102846622467,0.0717766135931015,-0.16355904936790466,2.1020946502685547,8.473583221435547,3.972085475921631,0.14721840620040894,0.1513417512178421,-0.15378521382808685,1.8424733877182007,8.62732219696045,3.9702908992767334,-0.02977965772151947,0.0665842592716217,-0.14599667489528656,1.5858432054519653,8.691927909851074,4.431507587432861,-0.10598503798246384,-0.07192932814359665,-0.15745039284229279,1.322034478187561,8.757730484008789,4.865804672241211,-0.007788525894284248,-0.1493564397096634,-0.15561780333518982,1.1802598237991333,8.812167167663574,4.639084815979004,0.10079269111156464,-0.13301581144332886,-0.11423171311616898,1.153340458869934,8.883354187011719,4.258028030395508,0.13301581144332886,-0.004581485874950886,-0.04566214233636856,1.144965648651123,8.894720077514648,3.954139471054077,0.08002328872680664,0.10567960888147354,0.04825831577181816,1.2394821643829346,8.839086532592773,3.903291940689087,-0.0025961752980947495,0.10079269111156464,0.1314886510372162,1.4865410327911377,8.738588333129883,3.9972102642059326,-0.048563748598098755,3.05432389723137E-4,0.14981459081172943,1.6827524900436401,8.649456024169922,4.0426740646362305,-0.0668896958231926,-0.06612611562013626,0.14278964698314667,1.7688941955566406,8.584251403808594,4.091726779937744,-0.07131846249103546,-0.01893680728971958,0.14110976457595825,1.7533408403396606,8.62193775177002,4.135993957519531,-0.09651663154363632,0.08857539296150208,0.15897755324840546,1.597209095954895,8.645866394042969,4.275375843048096,-0.11972949653863907,0.1484401375055313,0.17776164412498474,1.4530415534973145,8.669795036315918,4.490131855010986,-0.11133010685443878,0.11743875592947006,0.21655155718326569
