label,sub_label,user,file_id,mobile_accel_x0,mobile_accel_y0,mobile_accel_z0,mobile_gyros_x0,mobile_gyros_y0,mobile_gyros_z0,mobile_accel_x1,mobile_accel_y1,mobile_accel_z1,mobile_gyros_x1,mobile_gyros_y1,mobile_gyros_z1,mobile_accel_x2,mobile_accel_y2,mobile_accel_z2,mobile_gyros_x2,mobile_gyros_y2,mobile_gyros_z2,mobile_accel_x3,mobile_accel_y3,mobile_accel_z3,mobile_gyros_x3,mobile_gyros_y3,mobile_gyros_z3,mobile_accel_x4,mobile_accel_y4,mobile_accel_z4,mobile_gyros_x4,mobile_gyros_y4,mobile_gyros_z4,mobile_accel_x5,mobile_accel_y5,mobile_accel_z5,mobile_gyros_x5,mobile_gyros_y5,mobile_gyros_z5,mobile_accel_x6,mobile_accel_y6,mobile_accel_z6,mobile_gyros_x6,mobile_gyros_y6,mobile_gyros_z6,mobile_accel_x7,mobile_accel_y7,mobile_accel_z7,mobile_gyros_x7,mobile_gyros_y7,mobile_gyros_z7,mobile_accel_x8,mobile_accel_y8,mobile_accel_z8,mobile_gyros_x8,mobile_gyros_y8,mobile_gyros_z8,mobile_accel_x9,mobile_accel_y9,mobile_accel_z9,mobile_gyros_x9,mobile_gyros_y9,mobile_gyros_z9,mobile_accel_x10,mobile_accel_y10,mobile_accel_z10,mobile_gyros_x10,mobile_gyros_y10,mobile_gyros_z10,mobile_accel_x11,mobile_accel_y11,mobile_accel_z11,mobile_gyros_x11,mobile_gyros_y11,mobile_gyros_z11,mobile_accel_x12,mobile_accel_y12,mobile_accel_z12,mobile_gyros_x12,mobile_gyros_y12,mobile_gyros_z12,mobile_accel_x13,mobile_accel_y13,mobile_accel_z13,mobile_gyros_x13,mobile_gyros_y13,mobile_gyros_z13,mobile_accel_x14,mobile_accel_y14,mobile_accel_z14,mobile_gyros_x14,mobile_gyros_y14,mobile_gyros_z14,mobile_accel_x15,mobile_accel_y15,mobile_accel_z15,mobile_gyros_x15,mobile_gyros_y15,mobile_gyros_z15,mobile_accel_x16,mobile_accel_y16,mobile_accel_z16,mobile_gyros_x16,mobile_gyros_y16,mobile_gyros_z16,mobile_accel_x17,mobile_accel_y17,mobile_accel_z17,mobile_gyros_x17,mobile_gyros_y17,mobile_gyros_z17,mobile_accel_x18,mobile_accel_y18,mobile_accel_z18,mobile_gyros_x18,mobile_gyros_y18,mobile_gyros_z18
shake,10201,205,205_10201_260413220252239,-9.296713829040527,5.969494342803955,5.808577060699463,0.5267181396484375,-1.4022401571273804,0.189673513174057,-6.772884368896484,6.117250919342041,5.806782245635986,0.1156061589717865,-2.741255760192871,-0.25961753726005554,-5.1906304359436035,5.68893575668335,6.961319446563721,-0.13591741025447845,-3.1285438537597656,-0.34834563732147217,-4.06121826171875,5.168497085571289,8.050651550292969,0.005803215317428112,-2.933678150177002,0.05818486958742142,-2.4711875915527344,5.182853698730469,8.320442199707031,0.26099199056625366,-2.3296854496002197,0.490066260099411,-0.9696913957595825,5.545366287231445,8.170292854309082,0.3246746361255646,-1.4813470840454102,0.6085740327835083,-0.5964110493659973,5.696712493896484,8.039883613586426,0.29214608669281006,-0.7722858190536499,0.54962557554245,-0.8889335989952087,5.772684574127197,7.902894973754883,0.34468045830726624,-0.4407389461994171,0.4376846253871918,-1.2263215780258179,5.796612739562988,7.615756034851074,0.3995055556297302,-0.5093085169792175,0.3614792227745056,-1.2652050256729126,5.776273727416992,7.2436723709106445,0.27748534083366394,-0.8106175661087036,0.3355174660682678,-0.7962117195129395,5.98026180267334,7.317251682281494,0.11774418503046036,-0.9544762372970581,0.24052800238132477,-0.397208571434021,6.069993019104004,7.507481098175049,0.1230892539024353,-0.9734130501747131,0.12034036219120026,-0.19800607860088348,5.857629776000977,7.59362268447876,0.20906847715377808,-0.980132520198822,0.06536252796649933,-0.013160524889826775,5.924628734588623,7.550551891326904,0.32299473881721497,-1.0296125411987305,0.05070177838206291,0.4534398913383484,6.380461692810059,7.4847493171691895,0.3269653618335724,-0.870482325553894,-0.10109812021255493,0.600000262260437,6.546762943267822,7.335197925567627,0.1461493968963623,-0.49052441120147705,-0.305585116147995,0.7190431952476501,6.505486488342285,7.524828910827637,-0.09926552325487137,0.06582067906856537,-0.43600472807884216,0.7645068168640137,6.223133563995361,7.850253105163574,-0.31230461597442627,0.842382550239563,-0.4634936451911926,0.9732806086540222,6.221338748931885,8.038687705993652,-0.4445568323135376,1.8365650177001953,-0.5332849621772766
