label,sub_label,user,file_id,mobile_accel_x0,mobile_accel_y0,mobile_accel_z0,mobile_gyros_x0,mobile_gyros_y0,mobile_gyros_z0,mobile_accel_x1,mobile_accel_y1,mobile_accel_z1,mobile_gyros_x1,mobile_gyros_y1,mobile_gyros_z1,mobile_accel_x2,mobile_accel_y2,mobile_accel_z2,mobile_gyros_x2,mobile_gyros_y2,mobile_gyros_z2,mobile_accel_x3,mobile_accel_y3,mobile_accel_z3,mobile_gyros_x3,mobile_gyros_y3,mobile_gyros_z3,mobile_accel_x4,mobile_accel_y4,mobile_accel_z4,mobile_gyros_x4,mobile_gyros_y4,mobile_gyros_z4,mobile_accel_x5,mobile_accel_y5,mobile_accel_z5,mobile_gyros_x5,mobile_gyros_y5,mobile_gyros_z5,mobile_accel_x6,mobile_accel_y6,mobile_accel_z6,mobile_gyros_x6,mobile_gyros_y6,mobile_gyros_z6,mobile_accel_x7,mobile_accel_y7,mobile_accel_z7,mobile_gyros_x7,mobile_gyros_y7,mobile_gyros_z7,mobile_accel_x8,mobile_accel_y8,mobile_accel_z8,mobile_gyros_x8,mobile_gyros_y8,mobile_gyros_z8,mobile_accel_x9,mobile_accel_y9,mobile_accel_z9,mobile_gyros_x9,mobile_gyros_y9,mobile_gyros_z9,mobile_accel_x10,mobile_accel_y10,mobile_accel_z10,mobile_gyros_x10,mobile_gyros_y10,mobile_gyros_z10,mobile_accel_x11,mobile_accel_y11,mobile_accel_z11,mobile_gyros_x11,mobile_gyros_y11,mobile_gyros_z11,mobile_accel_x12,mobile_accel_y12,mobile_accel_z12,mobile_gyros_x12,mobile_gyros_y12,mobile_gyros_z12,mobile_accel_x13,mobile_accel_y13,mobile_accel_z13,mobile_gyros_x13,mobile_gyros_y13,mobile_gyros_z13,mobile_accel_x14,mobile_accel_y14,mobile_accel_z14,mobile_gyros_x14,mobile_gyros_y14,mobile_gyros_z14,mobile_accel_x15,mobile_accel_y15,mobile_accel_z15,mobile_gyros_x15,mobile_gyros_y15,mobile_gyros_z15,mobile_accel_x16,mobile_accel_y16,mobile_accel_z16,mobile_gyros_x16,mobile_gyros_y16,mobile_gyros_z16,mobile_accel_x17,mobile_accel_y17,mobile_accel_z17,mobile_gyros_x17,mobile_gyros_y17,mobile_gyros_z17,mobile_accel_x18,mobile_accel_y18,mobile_accel_z18,mobile_gyros_x18,mobile_gyros_y18,mobile_gyros_z18,mobile_accel_x19,mobile_accel_y19,mobile_accel_z19,mobile_gyros_x19,mobile_gyros_y19,mobile_gyros_z19,mobile_accel_x20,mobile_accel_y20,mobile_accel_z20,mobile_gyros_x20,mobile_gyros_y20,mobile_gyros_z20,mobile_accel_x21,mobile_accel_y21,mobile_accel_z21,mobile_gyros_x21,mobile_gyros_y21,mobile_gyros_z21,mobile_accel_x22,mobile_accel_y22,mobile_accel_z22,mobile_gyros_x22,mobile_gyros_y22,mobile_gyros_z22,mobile_accel_x23,mobile_accel_y23,mobile_accel_z23,mobile_gyros_x23,mobile_gyros_y23,mobile_gyros_z23,mobile_accel_x24,mobile_accel_y24,mobile_accel_z24,mobile_gyros_x24,mobile_gyros_y24,mobile_gyros_z24,mobile_accel_x25,mobile_accel_y25,mobile_accel_z25,mobile_gyros_x25,mobile_gyros_y25,mobile_gyros_z25,mobile_accel_x26,mobile_accel_y26,mobile_accel_z26,mobile_gyros_x26,mobile_gyros_y26,mobile_gyros_z26,mobile_accel_x27,mobile_accel_y27,mobile_accel_z27,mobile_gyros_x27,mobile_gyros_y27,mobile_gyros_z27,mobile_accel_x28,mobile_accel_y28,mobile_accel_z28,mobile_gyros_x28,mobile_gyros_y28,mobile_gyros_z28,mobile_accel_x29,mobile_accel_y29,mobile_accel_z29,mobile_gyros_x29,mobile_gyros_y29,mobile_gyros_z29
shake,10201,205,205_10201_260413220230912,-9.491130828857422,7.447660446166992,2.796013355255127,-1.5845832824707031,-0.42455101013183594,0.4612029194831848,-8.574081420898438,7.073183536529541,4.071387767791748,-1.1320852041244507,-0.813671886920929,0.9689842462539673,-7.322037220001221,6.937989234924316,4.792225360870361,-0.5444332361221313,-1.0934479236602783,1.3736821413040161,-5.800201892852783,7.007380962371826,4.876572608947754,-0.24526220560073853,-1.1514800786972046,1.530063509941101,-4.477569580078125,7.103094100952148,4.871787071228027,-0.24327689409255981,-0.9808961153030396,1.5184571743011475,-3.768097400665283,7.069594383239746,5.122435092926025,-0.3095557391643524,-0.7990111112594604,1.5813761949539185,-4.028316974639893,6.990033149719238,5.361119270324707,-0.30222535133361816,-0.7887791395187378,1.8723005056381226,-3.7567315101623535,6.996613502502441,5.511867046356201,-0.28848087787628174,-0.7870992422103882,2.1830780506134033,-2.290529489517212,7.363313674926758,5.72841739654541,-0.28069236874580383,-0.619722306728363,2.0470077991485596,-1.609771490097046,7.432106971740723,5.5692949295043945,-0.212733656167984,-0.5557342171669006,1.6458224058151245,-1.8807586431503296,7.378268718719482,5.578866004943848,-0.06246092543005943,-0.799774706363678,1.4471386671066284,-1.1820544004440308,7.692326545715332,5.729613780975342,-0.016798781231045723,-0.9553925395011902,1.2930480241775513,-0.0077766734175384045,7.983652591705322,5.712265968322754,-0.09972367435693741,-0.8571959733963013,0.934012234210968,0.3320041298866272,7.911868095397949,5.676971912384033,-0.16447533667087555,-0.7020363211631775,0.578336238861084,-0.4049852192401886,7.521239757537842,5.868995666503906,-0.10888664424419403,-0.6629409790039062,0.5589412450790405,-0.29850462079048157,7.704888820648193,6.034698486328125,-0.054672397673130035,-0.5256491303443909,0.6473639607429504,0.29312077164649963,7.885547161102295,6.126822471618652,-0.03741546720266342,-0.28466299176216125,0.5665770769119263,0.19322042167186737,7.864011764526367,5.90369176864624,0.01695149764418602,-0.21120649576187134,0.3730856776237488,0.008374879136681557,7.905886173248291,5.810969829559326,0.02367101050913334,-0.2283107042312622,0.22663083672523499,-0.02512463741004467,7.904689788818359,5.746363639831543,-0.07910698652267456,-0.20402882993221283,0.22128576040267944,-0.2105683982372284,7.840681552886963,5.776273727416992,-0.13439024984836578,-0.23518294095993042,0.3243691921234131,-0.2967100143432617,7.797610759735107,5.888138294219971,-0.11239911615848541,-0.2942841053009033,0.3915643095970154,-0.02751746028661728,7.888537883758545,5.97727108001709,-0.12293653935194016,-0.25809037685394287,0.3894262909889221,0.38644084334373474,8.057231903076172,5.96889591217041,-0.19181154668331146,-0.15210533142089844,0.3133736252784729,0.6711867451667786,8.043473243713379,6.03948450088501,-0.25793763995170593,0.008704823441803455,0.21059563755989075,0.5533402562141418,7.814958572387695,6.071787357330322,-0.28069236874580383,0.15699224174022675,0.20143266022205353,0.25722843408584595,7.563114166259766,6.294918060302734,-0.1980729103088379,0.17608177661895752,0.2880227565765381,0.2392822653055191,7.558328628540039,6.345765590667725,-0.07528908550739288,0.1182023361325264,0.268627792596817,0.48514479398727417,7.746763229370117,6.238687038421631,-0.02367101050913334,0.08643736690282822,0.10399972647428513,0.4654040038585663,7.741379261016846,6.214758396148682,-0.021685699000954628,0.08078686892986298,-0.032070402055978775
