label,sub_label,user,file_id,watch_accel_x0,watch_accel_y0,watch_accel_z0,watch_gyros_x0,watch_gyros_y0,watch_gyros_z0,watch_accel_x1,watch_accel_y1,watch_accel_z1,watch_gyros_x1,watch_gyros_y1,watch_gyros_z1,watch_accel_x2,watch_accel_y2,watch_accel_z2,watch_gyros_x2,watch_gyros_y2,watch_gyros_z2,watch_accel_x3,watch_accel_y3,watch_accel_z3,watch_gyros_x3,watch_gyros_y3,watch_gyros_z3,watch_accel_x4,watch_accel_y4,watch_accel_z4,watch_gyros_x4,watch_gyros_y4,watch_gyros_z4,watch_accel_x5,watch_accel_y5,watch_accel_z5,watch_gyros_x5,watch_gyros_y5,watch_gyros_z5
random,999,207,207_999_260414154824679,-1.8171991109848022,-8.403648376464844,-3.9695863723754883,-0.15882496535778046,0.1258382350206375,-0.07452555745840073,-1.922544002532959,-8.559270858764648,-3.825934410095215,-0.19425514340400696,0.17592918872833252,-0.07696902006864548,-2.0901381969451904,-9.454702377319336,-3.114856481552124,-0.13316862285137177,0.27611109614372253,-0.0708603709936142,-2.4851813316345215,-10.26394271850586,-2.5306711196899414,-0.02321287989616394,0.39706242084503174,0.0012217304902151227,-2.935291290283203,-11.994950294494629,-1.867477297782898,0.10873401165008545,0.5571091175079346,0.12828169763088226,-3.536235809326172,-13.57512378692627,-2.734178304672241,0.251676470041275,0.9040805697441101,0.6206390857696533
